name,num_workers,outer,inner,N,nnz,csrmkl_sd,csrmkl_mflops,csrmkl_sum,csriemkl_sd,csriemkl_mflops,csriemkl_sum
GD01_Acap,5,30,250000,953,645,75.911965,968.587,65155,54.215413,966.467,65155
EAT_SR,5,30,500,23219,325589,332.562589,11281,55790,745.814720,11254.7,55790
foldoc,5,30,500,13356,120238,469.088102,12277.3,13297,494.881007,10489.4,13297
patents,5,30,25,3774768,14970767,37.919802,771.519,43433,87.736419,1282.6,43433
GD95_c,5,30,250000,62,287,3.095691,566.733,59596,10.658939,568.263,59596
Erdos971,5,30,25000,472,2628,534.858826,3737.72,30202,328.439161,4240.19,30202
SciMet,5,30,5000,3084,10413,166.768098,5697.65,9534,671.506141,5234.25,9534
SmaGri,5,30,25000,1059,4919,185.152134,2529.97,58936,133.618686,2017.3,58936
Lederberg,5,30,5000,8843,41601,189.663855,5378.56,14350,329.040007,5131.65,14350
GD97_c,5,30,250000,452,460,28.955288,698.347,15264,13.944181,620.548,15264
GD00_c,5,30,250000,638,1041,75.065740,1273.2,25058,128.349320,1340.95,25058
Wordnet3,5,30,500,82670,132964,123.876449,2947.33,46770,131.403007,3202.36,46770
Tina_DisCal,5,30,500000,11,41,3.556519,91.5557,60345,3.756404,92.9704,60345
Erdos992,5,30,5000,6100,15030,77.070486,4445.94,8335,378.379355,5860.66,8335
Erdos972,5,30,5000,5488,14170,252.589571,4493.05,55024,104.845766,6483.13,55024
Stranke94,5,30,500000,10,90,5.346289,186.482,20186,8.559976,269.138,20186
GD02_a,5,30,500000,23,87,3.867010,173.057,37803,3.032035,184.52,37803
GD95_a,5,30,500000,36,57,3.022373,119.068,3194,5.210619,128.481,3194
GD96_c,5,30,250000,65,250,22.940212,480.175,23609,28.290423,484.202,23609
GD01_a,5,30,250000,311,645,20.257719,1259.76,22709,77.165032,1237.97,22709
GD98_b,5,30,250000,121,207,23.892713,420.825,63148,22.365417,428.169,63148
EAT_RS,5,30,500,23219,325592,30.402938,9164.1,40672,336.358667,9111.06,40672
GD02_b,5,30,250000,80,232,13.442755,465.739,13825,19.289186,480.555,13825
SmallW,5,30,250000,396,994,59.743160,1722.95,19751,78.664051,1687.56,19751
Ragusa18,5,30,500000,23,64,2.617332,139.72,25571,2.986517,140.81,25571
GD99_c,5,30,250000,105,149,13.186735,287.511,41508,19.803091,312.195,41508
USpowerGrid,5,30,5000,4941,13188,379.088952,6698.01,43570,274.071657,7099.38,43570
geom,5,30,5000,7343,23796,471.700833,7404.94,48066,416.509168,6708.7,48066
Si10H16,5,30,500,17077,875923,1559.656497,11963.7,20422,157.699797,19259.4,20422
H2O,5,30,25,67024,2216736,654.047408,9740.02,61039,247.602946,9011.64,60284
Ga41As41H72,5,30,25,268096,18488476,158.480427,8252.97,44607,506.460929,8573.49,44607
Si41Ge41H72,5,30,25,185639,15011265,359.718047,7931.05,33549,150.662662,9228.65,33549
Na5,5,30,500,5832,305630,1049.270392,16986.8,49162,634.303081,20299.8,49162
SiH4,5,30,500,5041,171903,969.704705,13837.4,53093,1029.051138,18772,53093
Ga19As19H42,5,30,25,133123,8884839,151.722881,8267.18,45012,137.847108,9161.07,45012
benzene,5,30,500,8219,242669,1497.463275,17260.2,32524,896.755651,17767.1,7241
Si2,5,30,5000,769,17801,304.858195,8997.2,36073,824.787182,7617.2,15213
Ga10As10H30,5,30,25,113081,6115633,62.777709,8646.01,11210,216.594598,9036.18,11210
Ge87H76,5,30,25,112985,7892195,69.006430,8706.42,19113,404.982039,8926.82,19113
SiNa,5,30,500,5743,198787,1290.850401,10698.2,15989,3874.575318,15625.3,15989
Ge99H100,5,30,25,112985,8451395,157.263633,8576.88,2144,197.995376,9208.3,2144
Si87H76,5,30,25,240369,10661631,731.690779,7431.18,1094,349.844973,8878.13,1094
Si34H36,5,30,25,97569,5156379,13.155486,8185.44,65215,343.885138,9062.97,65215
CO,5,30,25,221119,7666057,438.869105,8161.78,7066,329.061338,8169.08,11441
SiO2,5,30,25,155331,11283503,91.770117,5505.53,33269,279.020196,9154.3,33269
SiO,5,30,25,33401,1317655,1074.292306,12540.4,41629,635.638104,15358.7,41629
Ga3As3H12,5,30,25,61349,5970947,481.710246,7681.88,25971,276.797087,9338.25,25971
Si5H12,5,30,500,19896,738598,160.271674,17107.3,41864,645.611787,18814.5,41864
GaAsH6,5,30,25,61349,3381809,26.394119,7324.55,28535,45.809136,9267.22,28535
ABACUS_shell_ud,5,30,500,23412,218484,886.613746,15304,59503,1356.675302,15210.4,45126
nlpkkt80,5,30,25,1062400,28192672,129.755439,8765.07,19994,1061.705607,13043.7,59972
OPF_6000,5,30,500,29902,274697,265.460354,8887.76,35477,706.566138,11492.6,58693
TSC_OPF_300,5,30,500,9774,820783,352.413441,18034.6,45161,1158.733199,20980.2,33356
TSC_OPF_1047,5,30,25,8140,2012833,214.539414,7831.07,21593,3055.992594,15492.8,507
HTC_336_9129,5,30,500,226340,762969,40.619171,5805.58,6413,405.272733,8003.11,6413
HTC_336_4438,5,30,500,226340,783496,712.494467,5394.18,32022,135.185714,7913.55,32022
OPF_10000,5,30,500,43887,426898,310.436774,8246.08,21816,232.919142,11659.6,19957
OPF_3754,5,30,500,15435,141478,934.977755,8338.28,36214,1284.804700,10017.2,40833
fp,5,30,500,7548,834222,177.108133,7368.9,26120,632.317686,18063.2,26120
Chebyshev4,5,30,25,68121,5377761,97.241364,4951.56,22629,580.587620,7347.93,39126
Chebyshev1,5,30,25000,261,2319,52.138525,2825.09,41361,210.042091,3079.77,41308
Chebyshev3,5,30,5000,4101,36879,101.700019,7154.54,6698,280.430396,6058.98,32698
Chebyshev2,5,30,5000,2053,18447,267.053082,6639.34,36267,21.345964,5898.4,34693
sts4098,5,30,2500,4098,72356,2355.948073,12257.3,41758,2544.366015,11173.7,41758
laminar_duct3D,5,30,25,67173,3788857,18.327085,8477.72,37289,81.688973,9580.77,58721
cat_ears_2_1,5,30,250000,85,254,17.201476,480.076,8070,24.614963,519.803,8070
thermal2,5,30,25,1228045,8580313,430.992909,4458.77,44950,246.420034,4789.9,44950
thermal1,5,30,500,82654,574458,638.871307,8572.98,17102,332.864353,8862.45,17102
cz40948,5,30,500,40948,412148,1050.700708,13724.4,6578,1058.022609,13564.2,6578
cz148,5,30,250000,148,1527,92.772340,2085.49,12712,120.946006,2099.12,12712
cz5108,5,30,2500,5108,51412,2001.465810,11113.1,55025,920.082672,9216.87,55025
cz2548,5,30,5000,2548,25674,688.392621,13205.5,27214,653.746979,13422.4,27214
cz1268,5,30,5000,1268,12786,383.182652,10694.9,58270,889.733866,10421.5,58270
cz10228,5,30,500,10228,102876,644.484100,13917.6,29192,1218.863367,13977.7,29192
cz628,5,30,25000,628,6346,378.937562,6570.11,44030,224.250072,6519.42,44030
cz308,5,30,25000,308,3182,493.003451,4500.97,11722,464.454967,4770.26,11722
cz20468,5,30,500,20468,206076,924.632708,13572.3,33585,2348.409608,10171.8,33585
Trefethen_150,5,30,25000,150,2040,358.184601,2770.77,63207,126.188055,4322.2,63207
Trefethen_200b,5,30,25000,199,2873,378.950245,3089.71,19690,212.759242,5150.58,19690
Trefethen_700,5,30,5000,700,12654,943.403082,5590.5,29097,401.981197,10825.8,29097
Trefethen_2000,5,30,5000,2000,41906,1388.952296,14953.8,55111,414.655970,21025.7,40750
Trefethen_500,5,30,25000,500,8478,547.554907,6097.21,20590,1120.735825,8975.97,20590
Trefethen_20000,5,30,500,20000,554466,1645.986772,12575.5,60015,173.001019,26694.4,51222
Trefethen_200,5,30,25000,200,2890,245.000527,2662.75,51563,341.919807,5233.11,51563
Trefethen_20b,5,30,250000,19,147,18.929169,275.455,23481,3.646190,394.214,23481
Trefethen_20000b,5,30,500,19999,554435,1127.608967,17490.6,12488,777.310611,26441.8,18656
Trefethen_300,5,30,25000,300,4678,233.019164,3271.99,33702,344.972249,6544.46,33702
Trefethen_20,5,30,250000,20,158,3.614073,318.517,22132,33.330820,421.686,22132
linverse,5,30,2500,11999,95977,832.040389,13634.5,14962,1495.776175,20502,34852
cont-300,5,30,500,180895,988195,1302.998150,9157.19,30852,326.556014,21636.9,30852
k1_san,5,30,500,67759,559774,516.804357,10498.7,27710,441.607414,13145.7,62148
tuma1,5,30,2500,22967,87760,610.496212,9959.82,20335,513.657838,10113.4,19519
tuma2,5,30,5000,12992,49365,1649.874203,7675.59,8038,115.154814,10168,166
c-58,5,30,500,37595,552551,198.692810,8965.19,45305,583.518637,12650.3,45305
ncvxbqp1,5,30,500,50000,349968,961.476942,12373.1,4461,727.615025,12581.9,4461
c-72,5,30,500,84064,707546,910.930097,6109.26,21535,214.453690,9031.74,21636
brainpc2,5,30,500,27607,179395,294.586827,8709.21,17352,190.172179,6464.61,51209
a5esindl,5,30,500,60008,255004,707.249592,9026.77,13456,456.403674,8854.84,13456
dixmaanl,5,30,500,60000,299998,990.434110,10862.6,38566,1367.009530,20913.1,35110
aug3d,5,30,2500,24300,69984,452.691521,5502.16,35303,211.920416,10236.4,35303
a2nnsnsl,5,30,500,80016,347222,354.346916,8710.16,62784,310.602359,9112.47,62784
laser,5,30,25000,3002,9000,307.583200,6292.18,59722,666.091429,10715.3,54637
boyd2,5,30,25,466316,1500397,69.691449,5380.79,27032,661.679169,4886.3,27032
aug2d,5,30,2500,29008,76832,76.423532,8451.62,56784,277.212860,10616.3,56784
bloweybq,5,30,5000,10001,49999,678.828313,11824.8,55220,381.335743,20141.2,55220
mario001,5,30,500,38434,204912,485.199181,8057.14,34126,928.758739,11152,57240
d_pretok,5,30,25,182730,1641672,636.515126,8166.68,41755,669.316544,9395.8,39492
bloweybl,5,30,500,30003,109999,468.273931,8967.95,22865,524.103216,9730.83,22865
mario002,5,30,25,389874,2097566,531.361250,4043.42,36229,64.255701,5505.86,14139
turon_m,5,30,25,189924,1690876,430.417853,8064.89,26546,572.309983,9342.34,10543
c-62ghs,5,30,500,41731,559339,194.272309,8161.69,15571,446.715770,12068.3,15571
c-63,5,30,500,44234,434704,252.848325,7074.41,30449,911.847101,9190.22,41248
c-71,5,30,500,76638,859520,190.818026,6811.04,42239,287.374794,11217.6,42239
sit100,5,30,2500,10262,61046,361.761994,11052.1,48058,1545.365174,7321.13,48058
olesnik0,5,30,500,88263,744216,334.691039,9981.38,49136,394.901579,13075.8,38793
aug3dcqp,5,30,500,35543,128115,528.292711,6694.91,37370,435.622254,11204.9,37370
helm2d03,5,30,25,392257,2741935,70.268250,6523.24,57118,607.423702,6076.02,61226
dtoc,5,30,2500,24993,69972,90.894847,8088.37,12265,224.883299,8198.43,63183
cvxqp3,5,30,500,17500,114962,525.448281,9620.02,50613,522.630655,9899.71,50613
exdata_1,5,30,25,6001,2269500,216.249521,5848.11,63142,257.764344,23810.7,47330
helm3d01,5,30,500,32226,428444,256.258100,8227.48,41966,497.535446,11948.7,41801
ncvxqp5,5,30,500,62500,424966,1334.686903,8557.35,864,351.575254,10631.6,864
c-68,5,30,500,64810,565996,63.853349,6762.21,16587,372.897001,8216.21,61480
c-69,5,30,500,67458,623914,331.669663,7008.04,53376,46.848721,9629.14,40198
ncvxqp7,5,30,500,87500,574962,427.321023,9345.85,28807,326.466489,9058.75,28807
spmsrtls,5,30,500,29995,229947,1375.886744,14707.6,18373,677.005435,21084.6,22212
ncvxqp3,5,30,500,75000,499964,470.404900,9960.67,18785,1130.168584,8045.35,18785
bratu3d,5,30,500,27792,173796,403.195074,11632.1,41827,47.536577,16398.5,41827
c-70,5,30,500,68924,658986,141.013244,7411.99,59079,382.297275,9239.88,4566
c-59,5,30,500,41282,480536,152.057439,7480.73,30009,1788.709246,9850.7,30009
darcy003,5,30,25,389874,2097566,27.739258,4615.21,36229,367.466530,5268.32,14139
stokes64,5,30,500,12546,140034,1008.438252,15009.8,56112,1915.859942,22417.6,61328
boyd1,5,30,25,93279,1211231,111.711713,5550.69,52736,39.648035,9084.1,52736
blockqp1,5,30,500,60012,640033,25.109527,7625.2,14961,433.334577,6534.51,14387
ncvxqp9,5,30,2500,16554,54040,275.215332,9093.41,16472,335.625868,8419.51,16472
dawson5,5,30,25,51537,1010777,1446.850412,13905.2,65469,449.830779,13231.5,7049
a0nsdsil,5,30,500,80016,355034,593.751386,9088.98,505,412.994702,9177.37,505
bloweya,5,30,500,30004,150009,604.740207,11398.1,31220,1213.859355,11410.3,31220
cont-201,5,30,500,80595,438795,151.900432,11414,47273,1202.055151,14380.1,47273
c-55,5,30,500,32780,403450,91.234114,7634.82,26341,255.639432,12277.2,26341
aug2dc,5,30,2500,30200,80000,515.972806,8230.67,116,549.502345,10472,116
copter2,5,30,500,55476,759952,517.805115,11504.4,673,1032.318015,11776.6,39210
stokes128,5,30,500,49666,558594,427.301490,12830.5,54156,1826.566610,23250.2,42035
bmw3_2,5,30,25,227362,11288630,419.898713,8231.32,22914,224.837389,8965.68,22914
qpband,5,30,5000,20000,45000,940.065027,5508.08,11410,639.387182,15542.4,11410
stokes64s,5,30,500,12546,140034,1036.159581,14978.6,54444,1441.797328,22768.3,36642
ncvxqp1,5,30,2500,12111,73963,296.848520,9332.29,5863,571.674404,9629.73,5863
sparsine,5,30,25,50000,1548988,736.697531,11533.3,31054,231.858865,11950.8,31054
std1_Jac3,5,30,25,21982,1455374,471.324207,10053.3,12345,1413.201178,14782.9,12345
Zd_Jac2,5,30,25,22835,1642407,333.950781,10863.5,13082,319.493654,13716.8,13082
std1_Jac2,5,30,25,21982,1248213,1207.692694,10252.4,43335,1040.136749,16856,43335
std1_Jac3_db,5,30,500,21982,531826,214.914141,11760.8,64317,565.178584,18265.8,64317
Zd_Jac6,5,30,25,22835,1711557,308.099414,10321.1,53081,336.059876,13367,53081
Zd_Jac3_db,5,30,500,22835,713907,329.263778,12715.1,12666,950.018935,19646,12666
Zd_Jac2_db,5,30,500,22835,676439,306.475065,12415.9,46630,2299.820594,17946.4,46630
Zd_Jac3,5,30,25,22835,1915726,347.754361,9648.54,53679,622.889519,11287.9,53679
Zd_Jac6_db,5,30,500,22835,663643,532.568653,11919.7,3946,3147.618489,15984.8,3946
std1_Jac2_db,5,30,500,21982,498771,152.569778,11498.8,9177,1256.031569,18091.9,9177
garon2,5,30,500,13535,373235,696.550476,16416,418,277.838248,19249.5,61348
garon1,5,30,2500,3175,84723,801.221267,15569.9,32803,1287.892180,18478,36262
s1rmt3m1,5,30,500,5489,217651,832.410727,19110.8,33396,1060.511119,19124.8,19624
s2rmt3m1,5,30,500,5489,217681,1439.225992,19055.6,29458,351.774939,19726.2,28458
s2rmq4m1,5,30,500,5489,263351,1166.393402,19739.2,31644,1716.191107,12358,36458
s1rmq4m1,5,30,500,5489,262411,3732.326311,14991.2,13060,773.377669,19755.1,8445
s3rmt3m3,5,30,500,5357,207123,826.979467,18369.1,46758,637.811764,17981.6,36562
s3rmq4m1,5,30,500,5489,262943,1635.846370,19240.3,32192,70.530102,19911.4,27963
s3rmt3m1,5,30,500,5489,217669,2839.837938,17675.2,14340,474.290477,19761.6,54741
bibd_81_2,5,30,25000,3240,3240,181.728922,3355.54,11401,152.645963,5541.4,11401
xenon1,5,30,25,48600,1181120,2386.204503,13229.6,0,651.714567,14900.7,0
xenon2,5,30,25,157464,3866688,93.565686,8678.78,0,117.999743,8162.44,0
ckt11752_tr_0,5,30,500,49702,332807,171.353858,8537.31,45065,762.089798,7868.24,45065
trans5,5,30,500,116835,749800,158.589540,7907.86,13208,531.115121,11143.7,13208
trans4,5,30,500,116835,749800,716.390807,7276.25,52564,358.355112,11448.7,52564
dc2,5,30,500,116835,766396,80.781942,7883.21,47857,610.878255,11338.5,47857
ckt11752_dc_1,5,30,500,49702,333029,749.791994,7656.14,36300,83.053480,8857.62,36300
dc1,5,30,500,116835,766396,131.715924,8002.79,42888,489.093080,11244.5,42888
dc3,5,30,500,116835,766396,206.608655,7806.81,53357,379.964660,11363.3,53357
majorbasis,5,30,25,160000,1750416,183.373130,9222,35336,246.014674,23109.4,20454
largebasis,5,30,25,440020,5240084,219.908100,7621.97,22041,217.780928,7733.89,36874
crashbasis,5,30,25,160000,1750416,62.886010,9344.37,41995,1190.925125,22793.5,54172
lshp_778,5,30,25000,778,5272,240.454967,5579.33,11642,290.054229,6447.82,11642
bp_1600,5,30,25000,822,4841,179.127705,2860.5,2198,247.898497,2864.38,2198
west0497,5,30,250000,497,1721,198.523423,2414.58,65157,158.790185,2315.5,65157
watt_2,5,30,5000,1856,11550,384.070858,8825.79,59741,1121.294251,11508,59741
bcsstk06,5,30,25000,420,7860,890.443977,7710.48,3171,1227.928453,8533.44,30937
jagmesh2,5,30,25000,1009,6865,304.481158,7154.34,31582,465.404057,8994.66,31582
west0479,5,30,250000,479,1888,116.954631,1977.19,48150,170.685722,2121.67,48150
can_144,5,30,250000,144,1296,162.455060,2217.7,35669,167.732710,2675.72,35669
psmigr_1,5,30,500,3140,543160,553.962342,20251.2,56079,516.652217,22226.4,56079
bcspwr10,5,30,5000,5300,21842,368.540262,7726.8,3013,324.544788,7844.06,3013
jagmesh4,5,30,25000,1440,9504,329.398823,8098.83,64877,634.318205,9807.62,64877
494_bus,5,30,250000,494,1666,43.334376,1149.8,22749,46.047151,1190.21,22749
bp_800,5,30,25000,822,4534,123.642375,5004.9,62988,196.571456,5201.81,62988
can_187,5,30,250000,187,1491,165.754750,2582.69,20495,71.141895,3416.16,20495
impcol_d,5,30,250000,425,1255,166.941385,1988.13,51647,199.964076,2080.87,51647
can_96,5,30,250000,96,768,65.225552,1242.42,51099,77.910500,1955.09,51099
bcsstk20,5,30,25000,485,3135,153.636227,3935.76,49664,131.041430,3997.92,49664
bp_1000,5,30,25000,822,4661,142.663655,4059.76,30883,129.863901,2718.71,30883
lshp2614,5,30,5000,2614,17980,692.977127,10052,14397,399.598528,12848.6,14397
bcspwr08,5,30,25000,1624,6050,923.424523,5303.12,31352,779.674494,5871.26,31352
can_62,5,30,250000,62,218,5.611411,448.211,28492,20.522840,439.003,28492
can_229,5,30,250000,229,1777,93.745130,2285.1,35355,255.791622,3417.12,35355
nos3,5,30,5000,960,15844,1280.404202,11545.7,8840,582.668999,13640.7,59893
bcsstk09,5,30,5000,1083,18437,383.221266,12899.1,59541,975.581065,11922.3,7247
dwt_72,5,30,250000,72,222,14.852756,444.132,11678,29.251069,440.67,11678
fs_183_3,5,30,250000,183,1069,114.822322,1901.93,60008,28.764589,1997.68,60008
fs_541_1,5,30,25000,541,4282,216.908923,2268.26,29732,388.604394,4167.31,44941
fs_183_1,5,30,250000,183,998,174.445160,1664.8,6029,135.031143,1750.86,6029
bcspwr02,5,30,250000,49,167,11.605851,322.944,43254,17.866486,333.625,43254
jagmesh7,5,30,25000,1138,7450,430.572777,7255.3,53344,297.283496,7396.68,53344
fs_541_4,5,30,25000,541,4273,261.756650,2540.66,23193,467.949341,3571.39,64909
orsirr_1,5,30,25000,1030,6858,321.657818,7011.15,21606,356.981931,7541.47,46191
bcsstm07,5,30,25000,420,7252,531.482892,6276.6,49257,852.225768,7309.37,49994
ash292,5,30,25000,292,2208,146.602965,2913.37,13921,335.061856,2550.07,13921
bcsstm23,5,30,25000,3134,3134,437.026866,2936.98,48616,244.710698,4919.62,48616
dwt_419,5,30,25000,419,3563,649.555029,2700.79,21940,692.170543,3941.9,21940
will199,5,30,250000,199,701,46.809785,869.228,6194,41.997444,879.129,6194
steam2,5,30,25000,600,5660,728.058068,5232.76,64475,169.964706,7045.88,2043
west0067,5,30,250000,67,294,15.219770,580.41,46094,29.377804,584.667,46094
saylr4,5,30,5000,3564,22316,975.530173,10200.4,62444,753.335175,16376.5,50019
cegb2802,5,30,500,2802,277362,1254.419087,20256.4,4752,2972.097039,13248.2,4752
nos7,5,30,25000,729,4617,660.686682,4438.88,23175,222.222084,7052.1,26832
str_200,5,30,25000,363,3068,481.702815,4638.86,16786,108.266122,4866.39,16786
dwt_992,5,30,5000,992,16744,1100.098450,11629,27527,597.969707,15999.8,27527
bcsstm12,5,30,5000,1473,19659,832.456688,12176.4,18768,354.843476,11399.2,61431
bcsstk15,5,30,500,3948,117816,1784.611678,18008.3,21911,2797.738705,17545.9,21911
bcsstk27,5,30,2500,1224,56126,423.394660,18656,61179,1505.030706,17049.8,29681
dwt_2680,5,30,5000,2680,25026,492.292489,12738.6,48420,609.748374,12430.4,48420
sherman2,5,30,5000,1080,23094,2395.375069,10509.3,14805,1308.131159,9963.34,14805
str_600,5,30,25000,363,3279,441.252128,4686.71,35539,267.110340,4825.76,35539
nos6,5,30,25000,675,3255,237.484803,3946.38,30647,347.848309,5567.09,18363
shl_400,5,30,250000,663,1712,186.856884,2651.98,60745,199.297910,2644.46,60745
bp_0,5,30,25000,822,3276,216.290066,4324.66,20987,157.831744,4468,20987
gre_216b,5,30,250000,216,812,46.908235,1224.17,50545,75.120226,1642.37,13618
sherman5,5,30,5000,3312,20793,403.632067,9225.5,59033,291.829392,11163.5,59033
jagmesh9,5,30,25000,1349,9101,442.680261,7820.49,62968,585.016746,9997.98,62968
bcspwr05,5,30,250000,443,1623,212.991125,2015.19,25930,261.080535,2240.66,25930
can_24,5,30,250000,24,160,5.742355,305.369,16874,11.623886,310.948,16874
lshp1561,5,30,5000,1561,10681,415.530029,8389.65,7564,1160.088474,10005.4,7564
lshp_577,5,30,25000,577,3889,248.498057,3680.03,17992,251.770961,4604.92,17992
fs_760_3,5,30,25000,760,5816,421.239976,4014.64,60300,299.305728,7317.27,18227
gemat12,5,30,5000,4929,33044,592.782055,11261.8,46074,737.009659,11544.3,46074
jpwh_991,5,30,25000,991,6027,252.068029,5750.73,5124,322.360302,6138.11,5124
cegb3306,5,30,2500,3306,74916,1445.209769,16946.3,63093,498.604738,16576.4,63093
can_73,5,30,250000,73,377,33.623848,667.705,62532,33.503712,710.364,62532
bcsstk04,5,30,25000,132,3648,199.336609,5021.54,15957,521.612490,6153.5,11723
dwt_59,5,30,250000,59,267,30.826596,513.364,38741,15.655349,551.188,38741
bcsstk18,5,30,500,11948,149090,1574.008757,14687.5,38347,1260.000924,15270.5,38347
bp_600,5,30,25000,822,4172,141.506274,2804.94,17746,119.791308,2743.14,17746
bcsstm20,5,30,250000,485,485,27.986119,826.732,9382,72.678440,1052.44,9382
bcsstk19,5,30,25000,817,6853,291.561971,6860.19,11776,239.006097,7983.2,47872
west0989,5,30,25000,989,3518,204.022521,4384.38,27922,256.376148,4415.09,27922
bcsstk16,5,30,500,4884,290378,823.674896,20611.4,726,871.102245,18934.6,8562
bcsstk26,5,30,5000,1922,30336,2439.501029,11860.3,17459,1772.132756,9669.8,8038
fs_680_1,5,30,25000,680,2184,17.324405,2796.68,10512,89.604183,3233.74,1040
bcsstm24,5,30,25000,3562,3562,199.389548,3345.26,47146,308.079529,5341.74,47146
jgl011,5,30,500000,11,76,2.795098,157.555,8850,8.825327,162.667,8850
bcsstk30,5,30,25,28924,2043492,56.148319,10675.8,2115,754.183756,10553.8,2115
ash85,5,30,250000,85,523,33.851035,982.983,63680,30.435985,997.738,63680
shl_0,5,30,250000,663,1687,167.729593,2492.02,58329,121.307592,2332.64,58329
fs_680_3,5,30,25000,680,2471,79.145206,3380.52,45061,120.809883,4791.79,26852
dwt_869,5,30,25000,869,7285,533.837456,7521.49,10465,328.982394,8489.81,10465
bcsstk07,5,30,25000,420,7860,472.323211,7658.91,3171,931.115287,8087.47,30937
plskz362,5,30,250000,362,880,116.255724,1550.26,35051,79.796130,1967.42,35051
cegb2919,5,30,500,2919,321543,1158.938221,20260.9,23853,2005.784522,21324.9,23853
bcsstm01,5,30,500000,48,24,1.740090,52.0544,29416,2.816679,62.7279,29416
lnsp_131,5,30,250000,131,536,38.303421,865.024,37069,46.552372,851.039,37069
watt_1,5,30,5000,1856,11360,1272.362551,7286.37,30831,1441.560732,9437.33,30831
gre_115,5,30,250000,115,421,22.232275,829.903,50891,54.643335,821.043,50891
mcfe,5,30,5000,765,24382,1220.207727,12519.7,55296,104.886354,15550.4,55296
bcsstm19,5,30,250000,817,817,111.872602,1312.19,42213,139.739777,1759.85,42213
bcsstm06,5,30,250000,420,420,5.783694,796.891,65049,70.655861,951.638,65049
1138_bus,5,30,25000,1138,4054,240.098439,4598.92,33197,213.774165,4868.53,33197
man_5976,5,30,500,5976,225046,1576.949311,18927.7,5558,1020.555927,17048.6,5558
bcsstk28,5,30,500,4410,219024,2223.552881,19440.7,29669,1697.919362,10751.5,58437
gre_185,5,30,250000,185,975,105.241798,1702.08,26099,118.456514,1767.75,26099
bcsstm10,5,30,5000,1086,22092,510.798334,13765.7,7659,1042.813755,12854.2,29115
bcsstk14,5,30,2500,1806,63454,600.138683,17465,47382,1867.874837,17505.9,47382
can_715,5,30,25000,715,6665,1132.418185,5970.23,26441,1039.458404,6991.06,26441
bcspwr03,5,30,250000,118,476,10.391985,895.699,62766,41.742225,890.605,62766
bcspwr06,5,30,25000,1454,5300,304.917221,5746.86,20827,1125.401817,4323.1,20827
jagmesh6,5,30,25000,1377,8993,120.057072,8087.56,34174,366.928623,9699.08,34174
dwt_198,5,30,250000,198,1392,136.959684,1947.93,56016,185.785555,2993.11,56016
lshp2233,5,30,5000,2233,15337,382.043525,9746.78,40742,138.542212,12394.8,40742
bcsstm21,5,30,25000,3600,3600,163.303789,3429.78,31538,401.108895,5626.79,31538
dwt_1007,5,30,25000,1007,8575,498.424990,8185,48482,628.424021,10692.4,48482
jagmesh3,5,30,25000,1089,7361,334.300864,7159.29,8598,1437.751055,7489.61,8598
bp_1200,5,30,25000,822,4726,430.228111,5060.55,16595,201.383127,6074.09,16595
dwt_607,5,30,25000,607,5131,438.171682,4756.6,29612,374.156526,5231.48,29612
impcol_c,5,30,250000,137,400,62.902653,804.744,5210,40.641737,841.327,5210
bcspwr04,5,30,250000,274,1612,49.663477,1012.74,17056,66.590500,1035.59,17056
bcsstm26,5,30,250000,1922,1922,204.461318,2444.05,23666,199.771828,3580.86,23666
dwt_245,5,30,250000,245,1461,214.038494,2701.2,62215,214.236117,2626.68,62215
nos2,5,30,25000,957,4137,308.495848,5205.63,41684,212.215427,6501.17,52052
nos1,5,30,250000,237,1017,116.381544,1549.78,56895,154.861524,2107.49,56895
bcsstk24,5,30,500,3562,159910,1146.993311,17402.9,16195,1185.271392,16741.3,15737
bcsstk22,5,30,250000,138,696,23.844780,1331.74,2548,98.795366,1290.51,2548
can_292,5,30,25000,292,2540,207.463108,1890.39,50982,575.734195,2905.47,50982
bcsstm09,5,30,250000,1083,1083,94.102569,1617.92,39874,116.093229,2207.38,39874
bcsstk13,5,30,2500,2003,83883,816.105790,15895.3,15572,569.162538,18364.4,15572
fs_680_2,5,30,25000,680,2424,277.436674,2744.23,26954,597.597378,3666.41,46666
plat362,5,30,25000,362,5786,732.666363,3022.45,8929,951.824083,6410.57,63413
lnsp3937,5,30,5000,3937,25407,875.096170,10767.7,36665,930.811717,11051.6,36665
plsk1919,5,30,25000,1919,4831,119.382705,4029.41,27379,915.657527,6352.1,28499
nos5,5,30,25000,468,5172,559.856711,4820.56,15031,768.544643,6218.3,53998
saylr1,5,30,250000,238,1128,128.227315,1877.01,863,32.512774,2658.16,8893
mahindas,5,30,25000,1258,7682,776.968543,5505.21,15918,375.083220,7601.26,15918
bcsstk29,5,30,500,13992,619488,768.452612,19727.6,49667,432.354148,19122.1,49667
gent113,5,30,250000,113,655,58.565044,1161.19,36763,41.921391,1193.98,36763
bcsstk03,5,30,250000,112,640,57.421325,1209.52,5624,109.279066,1490.14,5624
west0132,5,30,250000,132,413,33.649121,760.834,58678,12.522674,819.291,58678
dwt_87,5,30,250000,87,541,41.556349,734.925,12229,36.201893,774.136,12229
bcsstm08,5,30,250000,1074,1074,114.340206,1561.65,19174,47.828537,2178.16,19174
gre_512,5,30,250000,512,1976,274.943209,3366.78,14136,333.581855,3689.24,14136
