name,threads,outer,inner,N,nnz,ell_sd,ell_mflops,ell_sum,ellgs_sd,ellgs_mflops,ellgs_sum,bellgs_sd,bellgs_mflops,bellgs_sum
ks2010,5,30,25,238600,1121798,-1,-1,-1,-1,-1,-1,-1,-1,-1
333SP,5,30,25,3712815,22217266,6.5964171079,562.956501909,4486,9.03938810607,634.694402651,4486,14.0104700368,784.748133845,4486
fe_tooth,5,30,500,78136,905182,67.7987824889,1754.34201176,54699,129.826169713,2210.63660046,54699,84.1313157605,2338.97157623,54699
uk,5,30,5000,4824,13674,854.264859199,5596.45293315,51835,315.278838455,8237.34939759,51835,512.535977571,9387.18535469,51835
fe_rotor,5,30,25,99617,1324862,-1,-1,-1,-1,-1,-1,-1,-1,-1
hi2010,5,30,500,25016,124126,-1,-1,-1,-1,-1,-1,-1,-1,-1
delaunay_n20,5,30,25,1048576,6291372,26.3987020555,947.210478771,36157,15.8666909156,1086.34258087,36157,7.10402530905,1655.62421053,36157
citationCiteseer,5,30,25,268495,2313294,-1,-1,-1,-1,-1,-1,-1,-1,-1
vsp_c-30_data_data,5,30,500,11023,124368,-1,-1,-1,-1,-1,-1,-1,-1,-1
delaunay_n23,5,30,25,8388608,50331568,-1,-1,-1,-1,-1,-1,-1,-1,-1
m14b,5,30,25,214765,3358036,32.8371294117,1989.35781991,13956,26.9629296535,2346.08942711,13956,161.435139414,2134.34491525,13956
data,5,30,5000,2851,30186,133.461659351,4152.13204952,3726,167.273996656,5518.46435101,3726,268.218189563,6025.1497006,3726
fe_ocean,5,30,500,143437,819186,659.835754858,6243.79573171,46915,245.253786819,8462.66528926,46915,308.776007227,10063.7100737,46915
vsp_model1_crew1_cr42_south31,5,30,500,45101,379952,-1,-1,-1,-1,-1,-1,-1,-1,-1
coAuthorsCiteseer,5,30,25,227320,1628268,-1,-1,-1,-1,-1,-1,-1,-1,-1
rgg_n_2_15_s0,5,30,500,32768,320480,89.6289446764,2880.28759736,30356,357.274079035,3344.13913043,30356,126.005903844,4153.08855292,30356
vsp_data_and_seymourl,5,30,500,9167,111732,-1,-1,-1,-1,-1,-1,-1,-1,-1
luxembourg_osm,5,30,500,114599,239332,68.1324798897,2386.16151545,34475,354.278448981,2816.77520596,34475,130.965227714,3451.90384615,34475
kron_g500-logn18,5,30,25,262144,21165908,-1,-1,-1,-1,-1,-1,-1,-1,-1
wi2010,5,30,25,253096,1209404,-1,-1,-1,-1,-1,-1,-1,-1,-1
italy_osm,5,30,25,6686493,14027956,4.07349473802,745.58620934,8208,10.2044942608,800.469205311,8208,51.9366300384,1087.88822252,8208
hugetrace-00010,5,30,25,12057441,36164358,38.6465509082,1301.68779095,32323,36.761388744,1555.54546497,32323,54.8517085883,1665.17902201,32323
packing-500x100x100-b050,5,30,25,2145852,34976486,65.7076561094,3016.77471106,39585,28.7897344777,3113.44899412,39585,290.758689071,6402.04136669,39585
me2010,5,30,500,69518,335476,-1,-1,-1,-1,-1,-1,-1,-1,-1
vsp_p0291_seymourl_iiasa,5,30,500,10498,107736,-1,-1,-1,-1,-1,-1,-1,-1,-1
sc2010,5,30,500,181908,893160,-1,-1,-1,-1,-1,-1,-1,-1,-1
598a,5,30,25,110971,1483868,54.2801506529,2691.4171705,46228,33.5292892272,3216.47687861,46228,184.325635635,2886.90272374,46228
vsp_msc10848_300sep_100in_1Kout,5,30,25,21996,2442056,-1,-1,-1,-1,-1,-1,-1,-1,-1
delaunay_n14,5,30,2500,16384,98244,228.572679653,2502.39429445,20117,95.5059370925,3452.00281096,20117,226.703500462,3823.71562013,20117
road_central,5,30,25,14081816,33866826,8.14889681268,516.236359941,18016,8.97871208055,597.973479766,18016,5.70378886436,706.677781487,18016
nm2010,5,30,500,168609,830970,-1,-1,-1,-1,-1,-1,-1,-1,-1
hugetric-00010,5,30,25,6592765,19771708,31.4792583082,1147.69405209,49771,35.3956640588,1357.20126304,49771,50.2870782846,1458.66427307,49771
coAuthorsDBLP,5,30,25,299067,1955352,-1,-1,-1,-1,-1,-1,-1,-1,-1
fe_body,5,30,500,45087,327468,168.704748109,1696.7253886,5015,94.391973813,2280.4178273,5015,252.9375726,2381.00824043,5015
venturiLevel3,5,30,25,4026819,16108474,83.9097870373,2062.1926261,3510,28.8979867756,2219.4094792,3510,62.4906316742,2998.22695123,3510
vsp_finan512_scagr7-2c_rlfddd,5,30,25,139752,1104040,-1,-1,-1,-1,-1,-1,-1,-1,-1
mt2010,5,30,500,132288,638668,-1,-1,-1,-1,-1,-1,-1,-1,-1
pa2010,5,30,25,421545,2058462,-1,-1,-1,-1,-1,-1,-1,-1,-1
rgg_n_2_18_s0,5,30,25,262144,3094566,300.192582616,1989.64809258,14150,96.8119370954,2941.6026616,14150,82.2432962474,3104.91571906,14150
vsp_mod2_pgp2_slptsk,5,30,500,101364,778736,-1,-1,-1,-1,-1,-1,-1,-1,-1
ma2010,5,30,500,157508,776610,-1,-1,-1,-1,-1,-1,-1,-1,-1
ak2010,5,30,500,45292,217098,-1,-1,-1,-1,-1,-1,-1,-1,-1
fe_sphere,5,30,2500,16386,98304,346.804131631,6903.37078652,51733,477.730188471,8663.68977673,51733,544.548022003,10420.9187279,51733
rgg_n_2_20_s0,5,30,25,1048576,13783240,63.5668702846,1566.39593909,39039,53.4406465926,1706.97324967,39039,168.059077671,2799.19577579,39039
wv2010,5,30,500,135218,662922,-1,-1,-1,-1,-1,-1,-1,-1,-1
hugetrace-00000,5,30,25,4588484,13758266,58.1197433124,1739.05780736,63958,51.8207031156,2026.05527194,63958,65.6802066442,2100.07113056,63958
az2010,5,30,25,241666,1196094,-1,-1,-1,-1,-1,-1,-1,-1,-1
delaunay_n16,5,30,500,65536,393150,35.5492270974,2225.79732025,10195,302.678997952,2693.42315597,10195,110.119267319,3366.97116757,10195
id2010,5,30,500,149842,728264,-1,-1,-1,-1,-1,-1,-1,-1,-1
delaunay_n12,5,30,5000,4096,24528,67.1217167909,2825.80645161,55379,334.473224828,3535.99231139,55379,139.610082383,4169.06515581,55379
vsp_barth5_1Ksep_50in_5Kout,5,30,500,32212,203610,67.5866818082,1941.60839161,36911,306.728655673,2315.50416983,36911,126.745777174,2744.07008086,36911
belgium_osm,5,30,25,1441295,3099940,57.1218923456,747.573954984,60526,10.1808151701,879.166193988,60526,37.8190183939,935.972222222,60526
delaunay_n19,5,30,25,524288,3145646,55.9916284045,1415.68226823,11394,71.0246565217,1668.48267327,11394,8.60651345324,1846.03638498,11394
delaunay_n11,5,30,5000,2048,12254,132.386599438,2789.22610015,46608,109.720917452,3676.2,46608,429.14987506,3687.26178536,46608
preferentialAttachment,5,30,500,100000,999970,-1,-1,-1,-1,-1,-1,-1,-1,-1
M6,5,30,25,3501776,21003872,18.655353474,832.078174519,45568,25.1305473159,997.682257196,45568,41.2751202726,1124.96636435,45568
rgg_n_2_19_s0,5,30,25,524288,6539532,264.002245659,2248.80742779,59115,94.7604022171,2882.54422568,59115,78.0936962794,3278.50868984,59115
oh2010,5,30,25,365344,1768240,-1,-1,-1,-1,-1,-1,-1,-1,-1
mn2010,5,30,25,259777,1227102,-1,-1,-1,-1,-1,-1,-1,-1,-1
al2010,5,30,25,252266,1230482,-1,-1,-1,-1,-1,-1,-1,-1,-1
in2010,5,30,25,267071,1281716,-1,-1,-1,-1,-1,-1,-1,-1,-1
vsp_vibrobox_scagr7-2c_rlfddd,5,30,500,77328,871172,-1,-1,-1,-1,-1,-1,-1,-1,-1
delaunay_n13,5,30,5000,8192,49094,84.3029604963,3410.09492938,21141,118.274663248,4524.79262673,21141,679.682787925,4554.17439703,21141
AS365,5,30,25,3799275,22736152,14.3828569995,717.213686358,45383,21.0639421343,840.585329784,45383,29.9617419636,967.276306087,45383
kron_g500-logn17,5,30,25,131072,10228360,-1,-1,-1,-1,-1,-1,-1,-1,-1
il2010,5,30,25,451554,2164464,-1,-1,-1,-1,-1,-1,-1,-1,-1
delaunay_n18,5,30,25,262144,1572792,38.9415312361,1588.67878788,5486,41.7612029496,1974.21589958,5486,25.9923767743,1948.13212221,5486
t60k,5,30,500,60005,178880,411.134168911,7005.74412533,52987,377.817732084,9019.15966387,52987,473.391364286,10563.7795276,52987
G_n_pin_pout,5,30,25,100000,1002396,86.0099759171,2002.12250333,22457,100.429486668,2345.70046802,22457,71.664611213,2188.63755459,22457
netherlands_osm,5,30,25,2216688,4882476,14.8022566452,986.093173556,29238,9.38344419801,1061.25402116,29238,30.5828039585,1390.49060186,29238
germany_osm,5,30,25,11548845,24738362,-1,-1,-1,-1,-1,-1,-1,-1,-1
or2010,5,30,500,196621,979512,-1,-1,-1,-1,-1,-1,-1,-1,-1
hugetrace-00020,5,30,25,16002413,47997626,27.584903771,1170.55960394,26468,25.7576860943,1377.97502297,26468,44.2932048612,1492.6491479,26468
NACA0015,5,30,25,1039183,6229636,111.412699618,1466.7169989,27515,8.13818133688,1590.00408372,27515,103.603543669,1855.53097697,27515
wa2010,5,30,500,195574,947432,-1,-1,-1,-1,-1,-1,-1,-1,-1
delaunay_n22,5,30,25,4194304,25165738,3.51315944777,685.030523546,64080,12.3455712931,758.949032933,64080,19.446495838,1589.41503158,64080
tx2010,5,30,25,914231,4456272,-1,-1,-1,-1,-1,-1,-1,-1,-1
md2010,5,30,500,145247,700378,-1,-1,-1,-1,-1,-1,-1,-1,-1
ga2010,5,30,25,291086,1418056,-1,-1,-1,-1,-1,-1,-1,-1,-1
ut2010,5,30,500,115406,572066,-1,-1,-1,-1,-1,-1,-1,-1,-1
ri2010,5,30,500,25181,125750,-1,-1,-1,-1,-1,-1,-1,-1,-1
fl2010,5,30,25,484481,2346294,-1,-1,-1,-1,-1,-1,-1,-1,-1
hugetric-00020,5,30,25,7122792,21361554,35.9152657966,1114.70972343,61112,31.1042414646,1326.47503726,61112,53.0266557853,1406.16715671,61112
rgg_n_2_21_s0,5,30,25,2097152,28975990,23.2996155946,1302.4868145,30994,24.0161247367,1368.21182359,30994,104.171050671,2841.89780306,30994
ar2010,5,30,500,186211,904310,-1,-1,-1,-1,-1,-1,-1,-1,-1
nd2010,5,30,500,133769,625946,-1,-1,-1,-1,-1,-1,-1,-1,-1
sd2010,5,30,500,88360,410722,-1,-1,-1,-1,-1,-1,-1,-1,-1
la2010,5,30,500,204447,980634,-1,-1,-1,-1,-1,-1,-1,-1,-1
rgg_n_2_16_s0,5,30,500,65536,684254,168.508126783,2522.44040305,40982,63.4108127685,3268.72929936,40982,305.708073984,3348.16832491,40982
fe_4elt2,5,30,2500,11143,65636,101.90453373,3460.59753954,59201,190.026976344,4564.39499305,59201,583.235128377,4604.95790458,59201
ca2010,5,30,25,710145,3489366,-1,-1,-1,-1,-1,-1,-1,-1,-1
vsp_c-60_data_cti_cs4,5,30,500,85830,482160,-1,-1,-1,-1,-1,-1,-1,-1,-1
NLR,5,30,25,4163763,24975952,14.2116712724,593.854864788,34885,11.2731708565,686.077134381,34885,28.9965315342,813.63726789,34885
delaunay_n21,5,30,25,2097152,12582816,13.6133149625,751.721523021,47342,12.6269379853,832.600644051,47342,29.558200279,1579.43297071,47342
hugetric-00000,5,30,25,5824554,17467046,38.6498576234,1777.63545695,4255,91.8235169331,2068.24826334,4255,60.5491034307,2185.74864436,4255
va2010,5,30,25,285762,1402128,-1,-1,-1,-1,-1,-1,-1,-1,-1
de2010,5,30,500,24115,116056,-1,-1,-1,-1,-1,-1,-1,-1,-1
vsp_sctap1-2b_and_seymourl,5,30,500,40174,281662,-1,-1,-1,-1,-1,-1,-1,-1,-1
vt2010,5,30,500,32580,155598,-1,-1,-1,-1,-1,-1,-1,-1,-1
tn2010,5,30,25,240116,1193966,-1,-1,-1,-1,-1,-1,-1,-1,-1
caidaRouterLevel,5,30,25,192244,1218132,-1,-1,-1,-1,-1,-1,-1,-1,-1
ne2010,5,30,500,193352,913854,-1,-1,-1,-1,-1,-1,-1,-1,-1
smallworld,5,30,500,100000,999996,228.855769252,3231.00484653,9560,53.2545863106,4060.62263129,9560,41.3766021244,3874.95220873,9560
ky2010,5,30,500,161672,787778,-1,-1,-1,-1,-1,-1,-1,-1,-1
ct2010,5,30,500,67578,336352,-1,-1,-1,-1,-1,-1,-1,-1,-1
kron_g500-logn16,5,30,25,65536,4912469,-1,-1,-1,-1,-1,-1,-1,-1,-1
wy2010,5,30,500,86204,427586,-1,-1,-1,-1,-1,-1,-1,-1,-1
nh2010,5,30,500,48837,234550,-1,-1,-1,-1,-1,-1,-1,-1,-1
co2010,5,30,500,201062,974574,-1,-1,-1,-1,-1,-1,-1,-1,-1
rgg_n_2_17_s0,5,30,25,131072,1457506,211.312040767,1943.34133333,2642,73.6228066377,3132.17621777,2642,71.3152677894,3177.70203488,2642
ok2010,5,30,25,269118,1274148,-1,-1,-1,-1,-1,-1,-1,-1,-1
mi2010,5,30,25,329885,1578090,-1,-1,-1,-1,-1,-1,-1,-1,-1
cs4,5,30,2500,22499,87716,180.965425034,6232.78067267,60455,1330.75303165,6881.48535565,60455,267.613910822,8566.015625,60455
coPapersCiteseer,5,30,25,434102,32073440,-1,-1,-1,-1,-1,-1,-1,-1,-1
delaunay_n15,5,30,500,32768,196548,57.0783819144,2291.65954139,62172,334.974476257,2697.36505032,62172,114.07229553,3323.81059752,62172
vsp_befref_fxm_2_4_air02,5,30,500,14109,196448,-1,-1,-1,-1,-1,-1,-1,-1,-1
ny2010,5,30,25,350169,1709544,-1,-1,-1,-1,-1,-1,-1,-1,-1
nc2010,5,30,25,288987,1416620,-1,-1,-1,-1,-1,-1,-1,-1,-1
nj2010,5,30,500,169588,829912,-1,-1,-1,-1,-1,-1,-1,-1,-1
nv2010,5,30,500,84538,416998,-1,-1,-1,-1,-1,-1,-1,-1,-1
kron_g500-logn19,5,30,25,524288,43562265,-1,-1,-1,-1,-1,-1,-1,-1,-1
cti,5,30,2500,16840,96464,190.357970726,6851.13636364,26633,136.443688165,9094.65744815,26633,183.655979471,10554.04814,26633
delaunay_n10,5,30,25000,1024,6112,204.151693271,2366.54620547,32054,98.3956909816,3442.73375892,32054,98.6549659594,3652.58964143,32054
great-britain_osm,5,30,25,7733822,16313034,14.1720580985,770.088151062,64765,11.6619321411,839.522112053,64765,22.4377372612,1003.30275944,64765
mo2010,5,30,25,343565,1656568,-1,-1,-1,-1,-1,-1,-1,-1,-1
auto,5,30,25,448695,6629222,88.776029744,1858.3130256,14583,55.749571484,2056.21029777,14583,133.079060399,1809.61474067,14583
vsp_bcsstk30_500sep_10in_1Kout,5,30,25,58348,4033156,59.352137227,1826.61050725,41090,79.3886695018,2288.96481271,41090,237.05597732,1827.16218665,41090
chesapeake,5,30,250000,39,340,8.19571580045,281.643472498,46573,8.88590342434,351.772658298,46573,4.86972305619,304.132625678,46573
wing,5,30,500,62032,243088,480.594013992,4839.17717319,33121,1324.69865246,5666.38694639,33121,268.25408539,6752.44444444,33121
hugebubbles-00000,5,30,25,18318143,54940162,41.5782394873,1501.17935406,30632,39.5142151657,1780.18799819,30632,28.1632999722,1852.70661631,30632
coPapersDBLP,5,30,25,540486,30491458,-1,-1,-1,-1,-1,-1,-1,-1,-1
adaptive,5,30,25,6815744,27248640,25.3189957009,2218.94462541,50058,76.0566764179,2440.61384129,50058,165.311591585,3320.30544273,50058
ia2010,5,30,25,216007,1021170,-1,-1,-1,-1,-1,-1,-1,-1,-1
ms2010,5,30,500,171778,839980,-1,-1,-1,-1,-1,-1,-1,-1,-1
wing_nodal,5,30,500,10937,150976,138.734887369,3357.50926612,24654,171.83432537,4301.31054131,24654,260.110336665,4875.43595264,24654
delaunay_n17,5,30,500,131072,786352,89.4551804198,2019.04827114,57475,90.5576263491,2626.71862822,57475,119.83742214,2762.03723217,57475
asia_osm,5,30,25,11950757,25423206,24.1864027739,805.92605351,36114,14.4407954813,853.987437017,36114,26.4718631633,1206.53048375,36114
n3c6-b1,5,30,250000,105,210,29.6320879235,1877.23480334,55140,87.8752214276,2515.97444089,55140,73.9907936381,2540.32258065,55140
ch5-5-b3,5,30,25000,600,2400,375.24584404,3696.09856263,14080,314.419779388,6360.42402827,14080,499.638938578,6463.1956912,14080
m133-b3,5,30,500,200200,800800,95.6718505967,6466.756393,8024,821.863530554,7954.96688742,8024,414.432417074,9439.68565815,8024
shar_te2-b3,5,30,500,200200,800800,126.997342502,6404.69208211,856,698.088757069,8221.76591376,856,363.157324572,9315.23846452,856
n3c6-b7,5,30,2500,6435,51480,172.920040556,6938.00539084,55090,491.033955474,9000,55090,640.313153713,10680.4979253,55090
ch7-8-b5,5,30,500,141120,846720,202.540752641,6808.25515947,3763,239.203588365,8777.33241189,3763,1160.51816052,8960,3763
struct3,5,30,25,53570,1173694,298.269138784,5400.43251534,13396,480.409078678,6877.11328125,13396,805.064732292,7428.44303797,13396
3dtube,5,30,25,45330,3213618,-1,-1,-1,-1,-1,-1,-1,-1,-1
gearbox,5,30,25,153746,9080404,108.618565334,3625.3941975,61071,464.078192446,4157.69413919,61071,96.5413298077,4804.44656085,61071
cfd1,5,30,25,70656,1825580,320.779988146,4872.54448399,21207,517.252892349,5978.97379913,21207,890.83285421,6058.34070796,21207
cfd2,5,30,25,123440,3085406,465.069643908,4913.06687898,23137,222.662580342,6254.20135135,23137,324.217814459,6574.01846591,23137
struct4,5,30,500,4350,237798,100.487985603,4114.15224913,60547,705.092357492,4820.22972973,60547,252.511878787,6113.05912596,60547
graham1,5,30,500,9035,335472,-1,-1,-1,-1,-1,-1,-1,-1,-1
rma10,5,30,25,46835,2329092,92.9486075227,2151.25492611,57965,261.287299668,2538.98110465,57965,224.287696255,2399.47664835,57965
Pres_Poisson,5,30,500,14822,715804,183.891068346,6757.11768408,54756,280.724363223,8895.65865783,54756,1571.60611168,9114.65195246,54756
comsol,5,30,2500,1500,97645,116.585122625,1935.09710662,20847,40.2714927863,2585.9375,20847,144.40916281,2712.86349324,20847
GD06_theory,5,30,250000,101,380,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD99_b,5,30,250000,64,252,37.085596485,535.486612835,17802,100.277312884,1180.8809747,17802,86.662353298,1111.43781241,17802
HEP-th-new,5,30,500,27770,352807,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD06_Java,5,30,25000,1538,8032,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD98_c,5,30,250000,112,336,77.7342993228,806.787257884,45335,136.145941295,1072.56863162,45335,150.958598891,1090.43704024,45335
GD97_b,5,30,250000,47,264,15.7870071993,268.292682927,6825,12.3310556349,358.111774281,6825,10.4241500338,315.537848606,6825
Kohonen,5,30,5000,4470,12731,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD00_a,5,30,250000,352,458,18.548071121,730.85106383,18718,41.8958177172,1081.20868744,18718,20.3846561032,1132.72877164,18718
GD01_b,5,30,500000,18,37,45.3800252645,550.049554014,7784,7.81294442509,589.484864578,7784,6.26052235741,499.774876182,7784
EVA,5,30,25000,8497,6726,-1,-1,-1,-1,-1,-1,-1,-1,-1
USAir97,5,30,25000,332,4252,-1,-1,-1,-1,-1,-1,-1,-1,-1
Erdos02,5,30,5000,6927,16944,-1,-1,-1,-1,-1,-1,-1,-1,-1
Erdos982,5,30,5000,5822,14750,-1,-1,-1,-1,-1,-1,-1,-1,-1
yeast,5,30,5000,2361,13828,-1,-1,-1,-1,-1,-1,-1,-1,-1
California,5,30,5000,9664,16150,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD01_c,5,30,250000,33,135,11.2450583479,262.13592233,23190,9.31317222324,368.516833485,23190,8.34590649052,306.725234777,23190
Ragusa16,5,30,500000,24,81,10.5710717288,124.53236304,50665,17.9363650986,257.497085938,50665,13.4395941016,245.00907441,50665
GlossGT,5,30,250000,72,122,55.8733683574,357.212570759,26857,78.6281005043,466.598674146,26857,50.6384501931,409.946236559,26857
patents_main,5,30,500,240547,560943,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD97_a,5,30,250000,84,332,98.4487985305,807.262117037,44349,207.097060321,1225.09225092,44349,184.350425587,1149.05399169,44349
Tina_DisCog,5,30,500000,11,48,10.9452327045,408.163265306,58335,14.7146908834,335.039553281,58335,4.24860306213,306.448180464,58335
EPA,5,30,25000,4772,8965,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD96_a,5,30,250000,1096,1677,-1,-1,-1,-1,-1,-1,-1,-1,-1
Erdos981,5,30,25000,485,2762,-1,-1,-1,-1,-1,-1,-1,-1,-1
Sandi_authors,5,30,250000,86,248,17.6106681797,312.789035567,50096,22.0612982953,364.134690681,50096,23.8398204932,348.771798237,50096
dictionary28,5,30,500,52652,178076,-1,-1,-1,-1,-1,-1,-1,-1,-1
Roget,5,30,25000,1022,5075,17.0047442088,1100.23124729,13988,49.7160760252,1389.9032317,13988,20.3269793758,1511.61636219,13988
Zewail,5,30,2500,6752,54233,-1,-1,-1,-1,-1,-1,-1,-1,-1
FA,5,30,2500,10617,72176,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD96_b,5,30,250000,111,193,3.7056868133,640.061905815,5724,3.4688489219,860.326894502,5724,12.61915991,844.515752625,5724
GD95_b,5,30,500000,73,96,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD98_a,5,30,500000,38,50,-1,-1,-1,-1,-1,-1,-1,-1,-1
CSphd,5,30,250000,1882,1740,-1,-1,-1,-1,-1,-1,-1,-1,-1
internet,5,30,500,124651,207214,-1,-1,-1,-1,-1,-1,-1,-1,-1
Reuters911,5,30,500,13332,296076,-1,-1,-1,-1,-1,-1,-1,-1,-1
football,5,30,250000,35,118,10.9366670353,237.456399249,29784,10.7837399038,291.694133158,29784,8.36344565071,269.119659419,29784
GD96_d,5,30,250000,180,229,-1,-1,-1,-1,-1,-1,-1,-1,-1
Journals,5,30,5000,124,12068,49.9712961519,1510.38798498,36011,47.4535973241,1900.47244094,36011,30.6455926284,1855.66376217,36011
Tina_AskCog,5,30,500000,11,36,7.74898018016,330.78101072,45020,9.62698528515,272.108843537,45020,13.1300856412,218.358269309,45020
Erdos991,5,30,25000,492,2834,-1,-1,-1,-1,-1,-1,-1,-1,-1
ODLIS,5,30,5000,2909,18246,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD01_Acap,5,30,250000,953,645,-1,-1,-1,-1,-1,-1,-1,-1,-1
EAT_SR,5,30,500,23219,325589,-1,-1,-1,-1,-1,-1,-1,-1,-1
foldoc,5,30,500,13356,120238,-1,-1,-1,-1,-1,-1,-1,-1,-1
patents,5,30,25,3774768,14970767,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD95_c,5,30,250000,62,287,20.796073816,341.125198098,5772,41.8581602916,526.863297026,5772,34.8795080757,438.391038697,5772
Erdos971,5,30,25000,472,2628,-1,-1,-1,-1,-1,-1,-1,-1,-1
SciMet,5,30,5000,3084,10413,-1,-1,-1,-1,-1,-1,-1,-1,-1
SmaGri,5,30,25000,1059,4919,-1,-1,-1,-1,-1,-1,-1,-1,-1
Lederberg,5,30,5000,8843,41601,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD97_c,5,30,250000,452,460,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD00_c,5,30,250000,638,1041,-1,-1,-1,-1,-1,-1,-1,-1,-1
Wordnet3,5,30,500,82670,132964,-1,-1,-1,-1,-1,-1,-1,-1,-1
Tina_DisCal,5,30,500000,11,41,8.5192527968,571.56133829,60345,4.25508732584,489.065606362,60345,5.29786152459,427.974947808,60345
Erdos992,5,30,5000,6100,15030,-1,-1,-1,-1,-1,-1,-1,-1,-1
Erdos972,5,30,5000,5488,14170,-1,-1,-1,-1,-1,-1,-1,-1,-1
Stranke94,5,30,500000,10,90,12.1163341586,321.046373365,14582,16.1545029489,284.090909091,14582,9.23173321578,249.330501431,14582
GD02_a,5,30,500000,23,87,8.44032821488,127.534815539,46637,8.30852060306,197.772220959,46637,5.8933096574,177.02116115,46637
GD95_a,5,30,500000,36,57,3.69966077205,246.967071057,5348,12.5114054755,301.693719125,5348,0.922741836694,263.319987681,5348
GD96_c,5,30,250000,65,250,46.8613629356,340.012693807,59098,100.379886842,548.085355159,59098,106.290677019,545.851528384,59098
GD01_a,5,30,250000,311,645,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD98_b,5,30,250000,121,207,3.19792059029,559.661139149,36427,5.24591606595,693.389906208,36427,5.5874930113,683.770094693,36427
EAT_RS,5,30,500,23219,325592,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD02_b,5,30,250000,80,232,39.7941406447,378.260869565,51949,58.4564015469,633.879781421,51949,71.1667107479,592.441266599,51949
SmallW,5,30,250000,396,994,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ragusa18,5,30,500000,23,64,8.83212822871,129.136400323,38489,9.75345190943,248.254460822,38489,7.66072333778,224.929709466,38489
GD99_c,5,30,250000,105,149,9.51256717717,351.194217473,21423,8.47705369808,501.458380076,21423,8.45549630615,492.94221438,21423
USpowerGrid,5,30,5000,4941,13188,-1,-1,-1,-1,-1,-1,-1,-1,-1
geom,5,30,5000,7343,23796,-1,-1,-1,-1,-1,-1,-1,-1,-1
Si10H16,5,30,500,17077,875923,-1,-1,-1,-1,-1,-1,-1,-1,-1
H2O,5,30,25,67024,2216736,502.516924069,5337.24558587,40195,458.055518765,6571.35177866,40195,82.9051365299,7372.73614191,40195
Ga41As41H72,5,30,25,268096,18488476,-1,-1,-1,-1,-1,-1,-1,-1,-1
Si41Ge41H72,5,30,25,185639,15011265,-1,-1,-1,-1,-1,-1,-1,-1,-1
Na5,5,30,500,5832,305630,164.656847033,1651.45893372,49275,38.7514754706,2271.7789891,49275,220.406334868,2437.24082935,49275
SiH4,5,30,500,5041,171903,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ga19As19H42,5,30,25,133123,8884839,-1,-1,-1,-1,-1,-1,-1,-1,-1
benzene,5,30,500,8219,242669,222.903304872,5548.83384146,44419,338.139183148,7316.65326633,44419,281.509531397,8455.36585366,44419
Si2,5,30,5000,769,17801,135.337709709,1695.33333333,13843,36.6188439636,2353.5918907,13843,27.8453668527,2493.1372549,13843
Ga10As10H30,5,30,25,113081,6115633,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ge87H76,5,30,25,112985,7892195,-1,-1,-1,-1,-1,-1,-1,-1,-1
SiNa,5,30,500,5743,198787,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ge99H100,5,30,25,112985,8451395,-1,-1,-1,-1,-1,-1,-1,-1,-1
Si87H76,5,30,25,240369,10661631,-1,-1,-1,-1,-1,-1,-1,-1,-1
Si34H36,5,30,25,97569,5156379,-1,-1,-1,-1,-1,-1,-1,-1,-1
CO,5,30,25,221119,7666057,-1,-1,-1,-1,-1,-1,-1,-1,-1
SiO2,5,30,25,155331,11283503,-1,-1,-1,-1,-1,-1,-1,-1,-1
SiO,5,30,25,33401,1317655,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ga3As3H12,5,30,25,61349,5970947,-1,-1,-1,-1,-1,-1,-1,-1,-1
Si5H12,5,30,500,19896,738598,-1,-1,-1,-1,-1,-1,-1,-1,-1
GaAsH6,5,30,25,61349,3381809,-1,-1,-1,-1,-1,-1,-1,-1,-1
ABACUS_shell_ud,5,30,500,23412,218484,157.36007444,4446.75712347,60655,203.216915428,5749.57894737,60655,195.287501988,6681.46788991,60655
nlpkkt80,5,30,25,1062400,28192672,195.721112703,3716.08154657,60877,117.553480371,3925.09819937,60877,93.3768663414,7629.26357568,60877
OPF_6000,5,30,500,29902,274697,-1,-1,-1,-1,-1,-1,-1,-1,-1
TSC_OPF_300,5,30,500,9774,820783,-1,-1,-1,-1,-1,-1,-1,-1,-1
TSC_OPF_1047,5,30,25,8140,2012833,-1,-1,-1,-1,-1,-1,-1,-1,-1
