name,num_workers,outer,inner,N,nnz,nlevels,sd,mflops,sum
pesa,5,30,5000,11738,45652,479,1.47827974223,688.247505911,None
nopoly,5,30,5000,10774,40808,875,0.130602640241,304.173465006,None
case9,5,30,12500,14454,86625,11,5.87101735852,4711.48825065,53756
case39,5,30,2500,40216,556237,34,51.4304577606,5399.80863493,51182
ted_B_unscaled,5,30,500,10605,77592,1215,1.45985403883,380.805092186,27025
ted_B,5,30,500,10605,77592,1215,0.929256668173,377.819686411,35274
ted_A,5,30,100,10605,313099,1217,23.5459017514,1740.60226202,59026
ted_A_unscaled,5,30,100,10605,313099,1217,24.9310538226,1777.45813282,None
Chem97ZtZ,5,30,125000,2541,4951,2,1.81245045549,2053.39209998,41039
ecl32,5,30,2500,51993,204565,89,23.6104657902,2949.92015419,15443
bundle1,5,30,2500,10581,390696,9,75.3086412455,6908.55939293,None
li,5,30,500,22695,551374,1251,2.40274846762,1658.2185261,None
pli,5,30,500,22695,686502,1267,2.2623940798,1955.83574739,None
av41092,5,30,2500,41092,455104,30,38.3028960752,4816.64819331,40994
oilpan,5,30,25,73752,1111155,2532,15.7798061043,1366.76717557,None
copter1,5,30,500,17222,114143,145,15.9900538768,2350.37861915,38558
ldoor,5,30,5,952203,21723010,6639,22.6291903578,2966.06447185,None
srb1,5,30,25,54924,1508538,1650,16.1374144439,1857.5367893,63770
cvxbqp1,5,30,2500,50000,199984,25,11.1952862778,3828.41306884,None
apache1,5,30,2500,80800,311492,207,12.6911197092,3299.29411765,None
ramage02,5,30,25,16830,1441591,1605,44.0334414193,2511.40654206,53248
obstclae,5,30,500,40000,118804,397,7.9995280425,1259.18436703,None
s3dkq4m2,5,30,25,90449,2259087,2369,9.00638401308,1396.46499159,None
opt1,5,30,100,15449,973052,3605,4.88991843783,1449.80350438,58113
torsion1,5,30,500,40000,118804,397,18.7145285499,1240.73670992,None
bmw7st_1,5,30,125,141347,3729873,707,12.6540304177,4268.7814979,None
crankseg_2,5,30,5,63838,7106348,4395,72.2019892245,3316.13859375,None
minsurfo,5,30,500,40806,122214,505,3.95896957158,1084.63423295,None
ford1,5,30,12500,18728,60152,106,1.29758493075,1636.70347613,60647
crankseg_1,5,30,5,52804,5333507,4056,69.3926788818,3085.52616279,None
inline_1,5,30,25,503712,18659941,1752,48.6218907998,3953.62650344,None
hood,5,30,25,220542,5057982,574,34.8649518163,4155.41237402,None
s3dkt3m2,5,30,25,90449,1888336,1494,24.5914336044,2175.19059795,None
jnlbrng1,5,30,500,40000,119600,399,9.38772044398,1260.227752,None
bmwcra_1,5,30,25,148770,5395186,729,41.6259963514,4805.05809753,None
wathen120,5,30,500,36441,301101,921,3.49043767794,1391.67185963,None
finance256,5,30,500,37376,167936,260,12.2085824784,2222.05459057,38787
ford2,5,30,2500,100196,322442,281,1.28864161101,1892.85515708,55670
apache2,5,30,125,715176,2766523,664,12.235382,3702.25665984,None
pds10,5,30,12500,16558,83108,31,2.99369265282,3103.2209013,7724
vanbody,5,30,25,47072,1188064,2469,10.1442321336,1389.65155131,None
gridgena,5,30,500,48962,280523,975,2.5888164025,1224.69068878,None
wathen100,5,30,500,30401,251001,801,8.26071442652,1318.30320537,None
hangGlider_1,5,30,250000,360,1999,6,19.127206246,920.888318877,56873
goddardRocketProblem_1,5,30,25000,831,4872,6,55.327902826,1710.96749424,49936
hangGlider_2,5,30,125000,1647,8567,6,19.145562862,2339.33174897,13060
lowThrust_10,5,30,2500,18260,124191,2,23.0010123209,5033.2895888,13496
spaceStation_11,5,30,25000,1364,10458,7,73.9598157968,2168.5891748,40974
lowThrust_13,5,30,2500,18476,125793,2,22.1629359669,5139.10934744,28298
dynamicSoaringProblem_8,5,30,25000,3543,21615,2,77.1145222399,3977.18466061,55823
reorientation_1,5,30,25000,677,4142,7,26.9593594821,1097.3744951,626
freeFlyingRobot_7,5,30,25000,3918,18267,3,18.4109544703,3461.44049809,3069
freeFlyingRobot_13,5,30,25000,5718,26001,3,10.8406980074,3673.33333333,46027
kineticBatchReactor_1,5,30,25000,2052,11816,11,28.5212229607,1997.65490002,11013
lowThrust_3,5,30,25000,7064,45425,2,27.453352232,4668.61069837,30361
freeFlyingRobot_11,5,30,25000,5438,23835,3,17.9978110267,3650.33997926,34026
kineticBatchReactor_4,5,30,25000,7105,42684,10,19.1697251292,3405.50301694,15685
freeFlyingRobot_5,5,30,25000,2878,14307,3,20.6986664763,3466.59482759,16536
kineticBatchReactor_9,5,30,25000,8115,49087,10,4.92906567453,3655.58532229,12048
spaceStation_9,5,30,25000,1180,10686,7,71.3474339661,2029.21077315,4723
freeFlyingRobot_8,5,30,25000,4398,20559,3,15.834517553,3533.48729792,32375
tumorAntiAngiogenesis_1,5,30,250000,205,1035,5,7.44569031163,489.467053924,49710
freeFlyingRobot_10,5,30,25000,5218,23694,3,10.6901688679,3673.77163434,62056
tumorAntiAngiogenesis_3,5,30,25000,410,2263,5,19.0427528318,1098.57651246,17046
lowThrust_11,5,30,2500,18368,125167,2,29.7233303482,5012.22990493,8616
spaceStation_5,5,30,25000,1019,8343,7,155.398241415,1863.93559645,48895
lowThrust_2,5,30,25000,2312,14801,2,68.7288514024,3328.04878049,57493
spaceStation_3,5,30,25000,467,2889,7,21.0609403203,805.022231205,29701
orbitRaising_3,5,30,125000,761,3603,4,44.975825142,1694.86325386,51637
dynamicSoaringProblem_5,5,30,25000,3271,20746,2,46.998819713,4124.56834532,43533
dynamicSoaringProblem_6,5,30,25000,3431,20837,2,36.3125306409,4194.53787657,46710
orbitRaising_1,5,30,250000,442,1775,4,20.6936174382,1003.22788896,62130
lowThrust_5,5,30,2500,16262,110930,2,14.6772478242,5034.23114594,39399
orbitRaising_2,5,30,125000,739,3801,4,33.4744624293,1722.87120096,48227
hangGlider_3,5,30,12500,10260,53762,6,8.38249861477,3552.20101286,26180
freeFlyingRobot_9,5,30,25000,4778,23328,3,9.85016012408,3704.26937139,45114
tumorAntiAngiogenesis_2,5,30,250000,305,1563,5,5.05105493359,698.359519409,8908
lowThrust_9,5,30,2500,18044,122827,2,25.2314350205,5058,9985
tumorAntiAngiogenesis_8,5,30,25000,490,2731,5,46.313625621,1113.79928315,54134
reorientation_4,5,30,25000,2717,18734,7,26.8113129982,2823.75406284,38336
dynamicSoaringProblem_4,5,30,25000,3191,20552,2,42.727148694,4303.73089148,46383
reorientation_7,5,30,25000,3057,20734,7,32.9243016909,2980.06103238,52134
kineticBatchReactor_6,5,30,25000,7773,46993,10,7.40859692152,3597.80491876,53770
tumorAntiAngiogenesis_4,5,30,25000,455,2615,5,47.0233661156,1315.66862601,1730
reorientation_5,5,30,25000,2904,19846,7,28.3639000855,2924.94434432,60830
lowThrust_6,5,30,2500,16928,115901,2,16.1002224599,5061.41645729,16385
spaceStation_10,5,30,125000,1272,9654,7,29.1107049116,1768.3277557,29620
freeFlyingRobot_15,5,30,25000,6038,25917,3,9.37979689599,3708.7787496,50020
reorientation_3,5,30,25000,2513,17858,7,44.2420664101,2973.04799427,30650
spaceStation_13,5,30,25000,1617,12987,7,27.9030113906,2448.4318456,30260
spaceStation_2,5,30,25000,329,3147,7,45.1861567847,1069.76327116,29318
spaceStation_8,5,30,25000,1157,10305,7,80.950046665,1983.92031547,48532
kineticBatchReactor_5,5,30,25000,7641,46029,10,3.28468239593,3591.19398752,17614
kineticBatchReactor_7,5,30,25000,7968,48141,10,3.84499246558,3417.37178826,12135
goddardRocketProblem_2,5,30,25000,867,5179,6,69.1067928999,1867.32686254,36226
freeFlyingRobot_2,5,30,125000,1338,6738,3,68.5297094859,2656.09499912,61449
freeFlyingRobot_14,5,30,25000,5958,25821,3,11.8809390029,3687.36547568,28604
dynamicSoaringProblem_1,5,30,125000,647,3149,2,48.9486921681,1862.80327004,1982
dynamicSoaringProblem_2,5,30,125000,1591,8938,2,71.5232682293,3133.65917488,49488
lowThrust_8,5,30,2500,17702,121008,2,22.5543210417,5029.46188341,17790
reorientation_8,5,30,25000,3108,21142,7,33.7135909676,3065.7345576,2214
freeFlyingRobot_4,5,30,25000,2358,10761,3,26.6029905029,3120.49500651,553
lowThrust_1,5,30,125000,584,3403,2,182.463683648,1779.61253909,26421
spaceStation_1,5,30,250000,99,537,7,0.527076187987,218.969905675,9919
lowThrust_12,5,30,2500,18458,125628,2,22.2660174965,4981.41226819,23186
kineticBatchReactor_2,5,30,25000,4361,25642,10,13.7079196231,2947.67149678,22749
tumorAntiAngiogenesis_7,5,30,25000,475,2631,5,51.1827844426,1252.70411724,12761
reorientation_2,5,30,25000,1544,10046,7,39.0771947941,2304.29021037,60554
dynamicSoaringProblem_3,5,30,25000,2871,18075,2,29.5589765054,4048.54014599,32984
freeFlyingRobot_12,5,30,25000,5578,24876,3,7.00410118941,3779.43189596,54188
tumorAntiAngiogenesis_6,5,30,25000,465,2723,5,43.2704054653,1271.09561075,26953
freeFlyingRobot_16,5,30,25000,6078,26259,3,22.8787929377,3747.57908328,23871
spaceStation_4,5,30,25000,950,7497,7,127.130148875,1825.47660312,4562
lowThrust_4,5,30,12500,13562,90269,2,8.52452566532,5021.73390007,56399
spaceShuttleEntry_4,5,30,25000,2450,21585,8,12.8983201521,3143.91599753,55036
spaceStation_6,5,30,125000,1111,9597,7,40.9814797457,1857.28273671,32459
hangGlider_5,5,30,12500,16011,89187,6,6.18410780577,4037.00603368,20027
lowThrust_7,5,30,2500,17378,118332,2,171.470821056,5003.48341953,54461
spaceShuttleEntry_3,5,30,25000,1834,15689,8,43.2343814416,2584.92767149,49537
kineticBatchReactor_3,5,30,25000,5082,30364,10,8.54657554641,3004.21105672,26984
orbitRaising_4,5,30,125000,915,4561,4,48.817423165,2113.75343407,20383
freeFlyingRobot_3,5,30,125000,1718,7665,3,21.5583063455,2609.52916518,35337
dynamicSoaringProblem_7,5,30,25000,3511,21364,2,27.1496209749,4176.76086339,49074
spaceShuttleEntry_2,5,30,25000,1428,13057,8,29.2852778406,2351.64486219,13430
hangGlider_4,5,30,12500,15561,86005,6,23.5988398109,4002.48158002,52453
kineticBatchReactor_8,5,30,25000,8052,48546,10,5.48393835936,3350.0551821,24811
freeFlyingRobot_1,5,30,125000,798,3183,3,51.0246386369,1683.73518265,35917
spaceStation_14,5,30,25000,1640,13341,7,45.7932650231,2564.02730375,20132
tumorAntiAngiogenesis_5,5,30,25000,460,2667,5,50.8463430248,1284.8857645,55623
freeFlyingRobot_6,5,30,25000,3358,15867,3,26.2530621413,3355.72374645,4234
spaceStation_7,5,30,125000,1134,9942,7,42.6984300713,1924.89323259,24024
reorientation_6,5,30,25000,3006,20794,7,37.0872890147,3127.25602507,15361
spaceStation_12,5,30,25000,1410,10878,7,83.6870343855,2069.6460057,39729
spaceShuttleEntry_1,5,30,25000,560,3846,8,21.2909753241,965.872156013,30462
hep-th,5,30,25000,8361,24112,32,1.28105903333,1437.09142473,41731
karate,5,30,50000,34,112,7,1.0494176636,59.1531755915,41731
polbooks,5,30,50000,105,546,28,0.38952697015,87.2884853487,26926
as-22july06,5,30,12500,22963,71399,58,1.30435950095,1906.58145948,2353
cond-mat-2003,5,30,2500,31163,151192,169,2.1667901238,1987.45236932,49321
astro-ph,5,30,500,16706,137957,301,10.9703273991,1633.66386555,57472
power,5,30,25000,4941,11535,14,3.48930441598,1586.18175455,16043
lesmis,5,30,50000,77,331,26,0.680084350283,62.0536029984,23688
netscience,5,30,25000,1589,4331,20,4.77352554893,719.87379563,18747
polblogs,5,30,5000,1490,10995,72,8.068405139,649.556400507,50554
dolphins,5,30,50000,62,221,11,0.215409752301,76.3665594855,61455
celegansneural,5,30,250000,297,1625,28,0.720302088467,234.308052009,29241
adjnoun,5,30,50000,112,537,25,0.385986937098,93.072755418,24044
cond-mat-2005,5,30,2500,40421,216112,228,2.31658089508,2142.24866953,58680
F2,5,30,25,71505,2682895,1119,35.8872057753,3373.58857264,None
F1,5,30,25,343791,13590452,1398,8.64226176548,3408.03162039,None
circuit204,5,30,25000,1020,3795,14,22.2110251348,838.152747066,34681
ecology2,5,30,125,999999,2997995,1999,4.5821178125,2541.36818367,None
ecology1,5,30,125,1000000,2998000,1999,5.0761884604,2544.82477588,None
amazon-2008,5,30,125,735323,3283120,625,3.59544577429,2574.58362769,39357
eu-2005,5,30,25,862664,10053879,2726,6.96063905761,3003.91685744,None
enron,5,30,500,69244,201602,466,4.28562199071,1325.5887801,52253
cnr-2000,5,30,125,325557,1788943,181,13.7470115761,3530.02424023,28328
in-2004,5,30,25,1382908,9834648,1320,6.03172807766,3314.35258579,45384
dblp-2010,5,30,125,326186,1133886,1562,5.29210009873,1799.09747961,27992
atmosmodd,5,30,25,1270432,5042656,352,46.1689645711,4273.53587589,None
atmosmodj,5,30,25,1270432,5042656,352,38.0811335751,4295.75048733,None
atmosmodl,5,30,25,1489752,5904756,432,45.011511999,4252.64835165,None
atmosmodm,5,30,25,1489752,5904756,432,39.4027952929,4262.0154185,None
gupta1,5,30,125,31802,1098006,26,65.9851831114,6630.54534314,38269
gupta2,5,30,125,62064,2155175,29,31.7652191207,5874.28926991,7156
gupta3,5,30,5,16783,4670105,314,148.194896714,3709.58633952,46044
thermal,5,30,1000,3456,34992,870,0.533862217178,267.790151617,1032
G53,5,30,25000,1000,6914,39,33.0123561595,672.750157332,10995
G2,5,30,1000,800,19976,90,41.7233739387,949.523039612,28133
G28,5,30,5000,2000,21990,47,15.5281449404,1041.51505127,51039
G17,5,30,25000,800,5467,36,17.7460404662,610.727199679,44669
G55,5,30,25000,5000,17498,17,2.91133106195,1283.34284084,60223
G42,5,30,5000,2000,13779,37,42.9945884364,927.807357212,14563
G34,5,30,25000,2000,6000,89,0.333190939173,330.877487096,38046
G41,5,30,5000,2000,13785,37,60.3294300544,945.1700345,34797
G24,5,30,5000,2000,21990,47,21.2577905542,1051.4276173,21050
G67,5,30,5000,10000,30000,199,0.657564969282,696.120289586,61184
G1,5,30,1000,800,19976,84,33.2199985722,965.921052632,16047
G6,5,30,1000,800,19976,84,36.671943702,969.108910891,5765
G43,5,30,5000,1000,10990,43,43.1704427351,842.11934707,40769
G7,5,30,1000,800,19976,90,39.689997889,948.756058158,35632
G66,5,30,5000,9000,27000,189,0.92704726007,674.258315853,54272
G25,5,30,5000,2000,21990,52,13.0682884933,1027.74604211,31046
G58,5,30,5000,5000,34570,46,18.4516551908,1242.2207876,57991
G60,5,30,25000,7000,24148,18,1.50642748853,1523.91261563,63025
G13,5,30,25000,800,2400,56,2.39318409671,195.007800312,101
G64,5,30,5000,7000,48459,50,3.76922037993,1720.80887982,58880
G36,5,30,5000,2000,13766,39,53.1984308073,933.187134503,61057
G45,5,30,5000,1000,10990,40,63.6086997766,879.787531451,25482
G57,5,30,5000,5000,15000,149,0.678270009032,486.255186722,5074
G56,5,30,25000,5000,17498,17,4.2246931463,1275.91878403,48077
G11,5,30,5000,800,2400,107,2.49273750439,123.026450687,46204
G37,5,30,5000,2000,13785,37,41.5534586425,932.757782101,38750
G9,5,30,1000,800,19976,87,27.0263571206,957.261613692,29842
G48,5,30,25000,3000,9000,109,1.04509475589,393.287886733,9472
G61,5,30,25000,7000,24148,18,1.68200710747,1538.21703501,43136
G3,5,30,1000,800,19976,83,44.9816258858,985.369127517,12046
G5,5,30,1000,800,19976,85,40.0123288768,969.909165979,21091
G38,5,30,5000,2000,13779,37,51.2671064582,930.96163186,55959
G62,5,30,5000,7000,21000,169,1.80064460787,599.24666134,3072
G31,5,30,5000,2000,21990,52,18.0887648229,1014.33634021,26551
G32,5,30,25000,2000,6000,119,0.514723489238,267.694613984,47268
G15,5,30,25000,800,5461,37,7.92670961444,562.416654319,16969
G8,5,30,1000,800,19976,83,40.2707207358,965.921052632,53322
G49,5,30,25000,3000,9000,129,0.910996483664,320.74126871,62464
G12,5,30,25000,800,2400,65,1.66294465522,172.721515343,41271
G10,5,30,1000,800,19976,85,30.2331099243,992.865595943,63086
G14,5,30,25000,800,5494,37,5.85028352809,508.789452657,2527
G51,5,30,25000,1000,6909,35,39.5307782819,746.96969697,8629
G29,5,30,5000,2000,21990,47,16.0229341673,1060.81536388,62387
G16,5,30,25000,800,5472,35,10.7918033746,547.456285529,59405
G19,5,30,25000,800,5461,37,11.0027780129,566.825953856,30119
G46,5,30,5000,1000,10990,42,53.3785508207,877.579475739,52177
G18,5,30,25000,800,5494,37,6.81309234204,508.180367119,14147
G59,5,30,5000,5000,34570,46,13.1825172194,1226.85539403,44347
G65,5,30,5000,8000,24000,179,0.977917360218,643.776824034,62208
G50,5,30,25000,3000,9000,144,0.539713022982,319.230441815,34560
G52,5,30,25000,1000,6916,36,34.3835151802,708.324133363,4910
G23,5,30,5000,2000,21990,41,17.6729169528,1059.38761777,443
G54,5,30,25000,1000,6916,39,31.8129443381,661.670677209,20907
G63,5,30,5000,7000,48459,50,2.70895325723,1639.84194529,15313
G33,5,30,25000,2000,6000,104,0.246331585415,295.287216032,37519
G21,5,30,25000,800,5467,36,16.703469948,608.04,25296
G20,5,30,25000,800,5472,35,15.2089696055,558.139534884,53801
G35,5,30,5000,2000,13778,36,28.9004784936,937.720156556,46196
G39,5,30,5000,2000,13778,36,37.75883191,922.377285852,61916
G44,5,30,5000,1000,10990,46,36.9006327972,851.000540833,52877
G40,5,30,5000,2000,13766,39,62.1471513631,933.187134503,60174
G22,5,30,5000,2000,21990,45,17.5092505271,1041.17063492,22969
G47,5,30,5000,1000,10990,47,34.5680190979,762.724188076,19595
G30,5,30,5000,2000,21990,52,11.2333234834,1020.25275437,16994
G26,5,30,5000,2000,21990,52,13.9653326748,1008.16522574,27360
G4,5,30,1000,800,19976,87,53.0696041516,972.317880795,61180
G27,5,30,5000,2000,21990,45,14.6410549767,1037.91000494,25656
kkt_power,5,30,125,2063494,7625163,14,1.65765880483,2591.61574341,None
mesh1em6,5,30,50000,48,177,17,0.312795646241,47.0817519746,3693
bodyy4,5,30,2500,17546,69548,697,0.427739441518,542.37565445,None
mesh1em1,5,30,50000,48,177,17,0.357218027812,47.8873239437,47368
sphere2,5,30,50000,66,258,23,0.554441920271,54.9092979745,33050
onera_dual,5,30,2500,85567,252384,173,10.0347383709,2236.13620199,47879
sphere3,5,30,50000,258,1026,51,1.11910181026,97.7514620945,18746
mesh3e1,5,30,50000,289,833,71,0.155678455645,66.9378098973,16672
tandem_vtx,5,30,100,18454,135902,2596,1.88410715291,315.24263791,38560
mesh1e1,5,30,50000,48,177,17,0.395580666612,48.0225988701,33506
commanche_dual,5,30,25000,7920,19800,10,4.2947169233,2163.54033874,16106
bodyy6,5,30,2500,19366,76787,552,0.873012450923,700.313087038,None
mesh2em5,5,30,50000,306,1162,127,0.139169148784,59.8967093417,7011
mesh3em5,5,30,50000,289,833,71,0.187973756057,66.2805249815,47567
mesh2e1,5,30,50000,306,1162,127,0.157751291456,59.7654398989,55410
bodyy5,5,30,2500,18589,73721,676,0.522643198057,586.335092829,None
tandem_dual,5,30,2500,94069,277281,350,1.78176530797,1911.9228853,17531
transient,5,30,2500,178866,570032,15,10.2295583039,4487.94434414,58538
circuit5M_dc,5,30,25,3523317,9194363,275,9.19381404493,2189.09419792,55645
Freescale2,5,30,25,2999349,8663899,319,35.627164071,2241.62218398,None
memchip,5,30,25,2707524,8021504,300,18.7093711015,2627.85417761,20873
fpga_dcop_07,5,30,125000,1220,3832,6,6.66906386534,1462.68385691,9911
adder_dcop_26,5,30,25000,1813,5577,14,5.73333308616,899.32605905,31584
adder_dcop_03,5,30,25000,1813,5524,14,5.79506364317,854.459659511,46110
fpga_dcop_26,5,30,125000,1220,3858,6,8.56105035931,1442.95699562,719
fpga_dcop_28,5,30,125000,1220,3858,6,7.87410543643,1447.84546805,727
fpga_dcop_32,5,30,125000,1220,3858,6,9.32198321533,1447.32933278,708
fpga_dcop_05,5,30,125000,1220,3830,6,14.5045075007,1366.72325976,19665
fpga_dcop_16,5,30,125000,1220,3858,6,5.74534994779,1410.37517369,43085
adder_dcop_08,5,30,25000,1813,5574,14,4.39324977111,879.554020101,52929
fpga_dcop_10,5,30,125000,1220,3854,6,14.224468654,1538.89943074,17660
oscil_dcop_46,5,30,250000,430,1027,10,2.55564458629,305.815004519,24589
adder_dcop_05,5,30,25000,1813,5521,14,5.00629907001,879.39905984,47217
adder_dcop_50,5,30,25000,1813,5577,14,3.83444462493,931.367987237,21645
fpga_dcop_20,5,30,125000,1220,3858,6,11.5178856043,1432.18296196,7972
oscil_dcop_12,5,30,250000,430,1027,10,2.19056362051,313.35219964,18885
oscil_dcop_23,5,30,250000,430,1027,10,4.08230005825,307.793389265,16433
oscil_dcop_05,5,30,250000,430,1027,10,2.05669186537,316.01068936,63200
adder_dcop_22,5,30,25000,1813,5577,14,5.31261974383,939.612392704,34756
adder_dcop_29,5,30,25000,1813,5577,14,4.68336060993,925.095734847,26464
fpga_dcop_08,5,30,125000,1220,3855,6,13.3696258982,1536.45833333,11663
oscil_dcop_52,5,30,250000,430,1027,10,1.68051736768,312.123619404,24813
adder_dcop_53,5,30,25000,1813,5577,14,4.1133646488,922.416063199,21184
fpga_dcop_06,5,30,125000,1220,3840,6,11.893013655,1394.32485323,25012
adder_dcop_14,5,30,25000,1813,5577,14,3.40207398441,915.664619004,34302
oscil_dcop_06,5,30,250000,430,1027,10,2.39188661614,307.707854382,41682
adder_dcop_30,5,30,25000,1813,5577,14,5.0267134252,927.668167373,26474
oscil_dcop_37,5,30,250000,430,1027,10,2.65775684257,309.67938776,55297
ASIC_680ks,5,30,125,682712,1469428,47,12.284100322,3059.86980108,59567
fpga_dcop_13,5,30,125000,1220,3858,6,8.84953308259,1442.27353464,59475
fpga_dcop_51,5,30,125000,1220,3858,6,7.93546578635,1422.23260159,707
adder_dcop_34,5,30,25000,1813,5577,14,4.68297177823,921.203155819,30504
init_adder1,5,30,25000,1813,5577,14,3.53552725095,928.651908802,26244
fpga_dcop_49,5,30,125000,1220,3858,6,10.1693919432,1450,707
oscil_dcop_53,5,30,250000,430,1027,10,2.94016380015,309.994655265,24813
adder_dcop_60,5,30,25000,1813,5577,14,4.61783849696,929.021349954,21117
fpga_dcop_12,5,30,125000,1220,3858,6,8.05002481185,1439.20595533,42441
oscil_dcop_20,5,30,250000,430,1027,10,2.2761260731,310.358007389,20899
adder_dcop_67,5,30,25000,1813,5577,14,5.57594059603,931.739593031,21103
adder_dcop_02,5,30,25000,1813,5577,14,3.40989784265,821.885265134,58098
oscil_dcop_22,5,30,250000,430,1027,10,3.73982555726,310.160427807,34515
adder_dcop_61,5,30,25000,1813,5577,14,3.9733409051,930.007964954,21109
fpga_dcop_02,5,30,125000,1220,3858,6,8.20384149752,1402.33722871,46368
adder_dcop_16,5,30,25000,1813,5577,14,5.50851518674,929.884523493,30155
oscil_dcop_33,5,30,250000,430,1027,10,3.33821026309,309.624281865,21382
fpga_dcop_18,5,30,125000,1220,3858,6,10.5077784296,1462.27264542,19832
adder_trans_01,5,30,25000,1814,8201,23,2.83601635696,970.376940133,10261
fpga_dcop_37,5,30,125000,1220,3858,6,8.68537132442,1432.77261499,707
oscil_dcop_26,5,30,250000,430,1027,10,2.22022311653,307.358433431,44508
fpga_dcop_01,5,30,125000,1220,3858,6,7.3894081587,1431.76207829,35392
oscil_dcop_54,5,30,250000,430,1027,10,2.15175465365,309.019408854,24813
oscil_dcop_35,5,30,250000,430,1027,10,1.85218143215,307.118182506,15071
adder_dcop_32,5,30,25000,1813,5577,14,3.77693233509,934.473789516,27554
fpga_dcop_47,5,30,125000,1220,3858,6,10.4821529939,1446.55581948,707
adder_dcop_68,5,30,25000,1813,5577,14,3.56801322232,920.71888553,21103
fpga_dcop_35,5,30,125000,1220,3858,6,6.99515220298,1422.48175182,708
adder_dcop_17,5,30,25000,1813,5577,14,5.05489461204,918.064473857,35837
oscil_dcop_30,5,30,250000,430,1027,10,3.01455161639,311.43726508,25767
adder_dcop_12,5,30,25000,1813,5577,14,4.40613792527,924.851485149,52207
adder_dcop_15,5,30,25000,1813,5577,14,3.74691384632,934.723148766,29456
adder_dcop_52,5,30,25000,1813,5577,14,4.45449430413,936.722823907,21286
fpga_trans_02,5,30,125000,1220,4334,7,13.1237639102,1229.58397535,32277
oscil_dcop_34,5,30,250000,430,1027,10,2.52583203485,306.947909579,701
adder_dcop_33,5,30,25000,1813,5577,14,6.23255207027,935.596955128,27160
ASIC_320ks,5,30,2500,321671,807286,25,1.98571606598,3426.29500724,43432
adder_dcop_64,5,30,25000,1813,5577,14,3.7330785033,938.353870881,21103
adder_dcop_18,5,30,25000,1813,5577,14,7.73897740284,913.396349413,32829
oscil_dcop_31,5,30,250000,430,1027,10,3.82610978948,319.508932085,30361
fpga_dcop_43,5,30,125000,1220,3858,6,7.9602759377,1434.71346958,707
adder_dcop_47,5,30,25000,1813,5577,14,3.80826315459,926.074025116,24430
fpga_dcop_25,5,30,125000,1220,3858,6,12.5933729591,1435.55896046,622
oscil_dcop_14,5,30,250000,430,1027,10,2.48863791326,307.327412192,43524
oscil_dcop_29,5,30,250000,430,1027,10,3.40954597643,308.831359821,35163
fpga_dcop_45,5,30,125000,1220,3858,6,10.4493550409,1446.55581948,707
adder_dcop_54,5,30,25000,1813,5577,14,4.20036799967,930.007964954,21331
adder_dcop_63,5,30,25000,1813,5577,14,4.03911977827,931.987495011,21104
adder_dcop_41,5,30,25000,1813,5577,14,8.65913410288,923.51041392,26139
ASIC_100k,5,30,2500,99340,520018,64,3.13541962811,3279.20985359,36541
oscil_dcop_04,5,30,250000,430,1027,10,2.85005733856,308.792211743,16829
oscil_dcop_50,5,30,250000,430,1027,10,2.42117933985,311.015780604,24813
adder_dcop_48,5,30,25000,1813,5577,14,4.56217329764,935.347129506,21533
adder_dcop_21,5,30,25000,1813,5577,14,5.09894636982,919.993434012,35906
oscil_dcop_15,5,30,250000,430,1027,10,1.79686894603,308.432514561,20829
oscil_dcop_21,5,30,250000,430,1027,10,2.08935717737,306.291807071,21975
adder_dcop_40,5,30,25000,1813,5577,14,4.17694540456,924.607364392,26193
fpga_dcop_14,5,30,125000,1220,3858,6,11.4972615759,1419.33228457,25041
adder_dcop_36,5,30,25000,1813,5577,14,3.56900383663,934.972641132,27449
fpga_dcop_09,5,30,125000,1220,3857,6,10.7119723402,1340.33243437,17700
oscil_dcop_08,5,30,250000,430,1027,10,1.59552017435,314.606741573,20631
adder_dcop_66,5,30,25000,1813,5577,14,4.22462398087,930.502058706,21103
oscil_dcop_24,5,30,250000,430,1027,10,3.33430578878,309.356903383,9270
fpga_dcop_21,5,30,125000,1220,3858,6,8.02997352613,1416.77329301,3010
adder_dcop_57,5,30,25000,1813,5577,14,5.08213123147,924.729408659,21340
adder_dcop_35,5,30,25000,1813,5577,14,4.69553425194,935.596955128,33865
fpga_dcop_27,5,30,125000,1220,3858,6,9.33561637315,1421.73456286,743
mult_dcop_02,5,30,2500,25187,101214,29,3.9808835892,1996.55677381,28217
adder_dcop_04,5,30,25000,1813,5538,14,4.65434477741,911.712598425,45252
oscil_dcop_41,5,30,250000,430,1027,10,3.07756315035,309.836941314,22003
fpga_dcop_30,5,30,125000,1220,3858,6,9.15114140352,1443.89781281,710
ASIC_100ks,5,30,2500,99190,339040,26,7.64727659664,3480.85865469,59089
adder_dcop_25,5,30,25000,1813,5577,14,3.55006218406,933.228986279,41199
fpga_dcop_04,5,30,125000,1220,3854,6,16.4563274247,1505.66247911,9318
adder_dcop_37,5,30,25000,1813,5577,14,4.84545844904,930.872973691,28359
fpga_dcop_42,5,30,125000,1220,3858,6,9.657461089,1431.84623523,707
adder_dcop_13,5,30,25000,1813,5577,14,2.87436880648,919.269124787,49959
fpga_dcop_19,5,30,125000,1220,3858,6,8.56111450722,1432.35138472,6511
adder_dcop_42,5,30,25000,1813,5577,14,6.0729927667,929.021349954,25546
