name,num_workers,outer,inner,N,nnz,nlevels,sd,mflops,sum
bcsstk05,5,30,50000,153,1288,59,0.680330752191,126.136600264,None
impcol_b,5,30,50000,59,168,13,0.189054209476,52.3761502584,52788
dwt_361,5,30,50000,361,1657,61,0.692172024281,138.296543757,10045
lock2232,5,30,5000,2232,41304,144,2.1140050377,1257.18456726,130
bcsstk31,5,30,500,35588,608502,1996,1.19332116864,1187.35276382,None
lns_3937,5,30,5000,3937,16522,66,4.43209824543,1023.21303023,None
plat1919,5,30,5000,1919,17159,80,5.14507936463,902.311548459,46994
lns_131,5,30,250000,131,385,11,0.381281794667,113.220250892,43069
662_bus,5,30,250000,662,1568,12,2.43459667906,377.371921333,34278
arc130,5,30,50000,130,697,16,1.2201745167,177.727784027,64318
fs_183_6,5,30,250000,183,601,8,0.628380395184,224.291248459,50078
bcspwr07,5,30,25000,1612,3718,14,5.68305772065,772.687068813,19089
bcsstm02,5,30,500000,66,66,1,1.84181032604,78.1434998816,43842
can_268,5,30,50000,268,1675,57,0.417187451615,136.597328921,36663
bcsstm05,5,30,1250000,153,153,1,1.17518005027,154.624589015,13209
lshp1882,5,30,25000,1882,7393,164,0.52871639441,227.889234247,24345
dwt_221,5,30,50000,221,925,89,0.183914382009,66.4572454308,37265
bcsstk23,5,30,5000,3134,24156,125,3.20017564988,792.133255406,None
west0167,5,30,250000,167,343,6,1.47667631274,163.502331247,53295
bp_400,5,30,25000,822,2185,9,8.54768230276,648.391812865,13204
sherman1,5,30,25000,1000,2375,28,1.1331278166,311.737973842,54312
can_61,5,30,50000,61,309,26,0.365164195496,61.5514955061,53520
gre_1107,5,30,25000,1107,4591,26,3.24981113156,660.297645007,14249
jagmesh8,5,30,25000,1141,4303,108,1.13268526408,201.720410737,64717
fs_760_2,5,30,25000,760,3294,32,3.31774583581,405.81190233,59190
psmigr_2,5,30,100,3140,278874,1638,3.54612136501,814.402349486,14803
dwt_592,5,30,5000,592,2848,62,2.46719368687,229.978972664,56147
sherman3,5,30,5000,5005,12519,50,4.54707560495,898.340807175,None
can_1072,5,30,25000,1072,6758,92,2.07356616354,378.221753931,54198
str_400,5,30,250000,363,1863,9,2.87179929598,523.082187519,61582
eris1176,5,30,5000,1176,9864,134,1.45994519763,412.939605283,55579
young3c,5,30,25000,841,2417,62,0.899040573462,181.599054029,None
steam1,5,30,250000,240,1252,6,2.30814820887,639.499849352,19560
can_161,5,30,50000,161,769,113,0.250688897137,51.2772771282,1363
685_bus,5,30,250000,685,1967,31,1.33529241321,268.028026487,None
fs_541_3,5,30,25000,541,2197,25,2.52426951961,346.243709561,17949
curtis54,5,30,50000,54,175,39,0.0541254996599,27.5348837209,45848
jagmesh1,5,30,5000,936,3600,122,1.01671998421,155.357142857,61630
bcsstm25,5,30,25000,15439,15439,1,3.6928332146,1771.88217292,10379
bcsstk11,5,30,1000,1473,17857,195,3.98501889427,502.06744868,None
bcsstm27,5,30,1000,1224,28675,462,1.83686860613,467.327227311,None
lnsp_511,5,30,250000,511,1877,29,0.425385510899,256.826533198,None
lund_a,5,30,50000,147,1298,55,0.64807166535,132.871559301,None
bcsstk08,5,30,25000,1074,7017,78,1.22808582167,438.845997562,None
sstmodel,5,30,5000,3345,13047,313,0.225004449872,220.564281559,27649
cegb3024,5,30,1000,3024,41450,458,1.77758196116,555.852470424,1070
bcspwr09,5,30,125000,1723,4117,11,2.5680323924,798.673579536,28530
can_634,5,30,5000,634,3931,174,2.56307675664,153.721820502,12601
dwt_346,5,30,50000,346,1786,65,0.361906024383,152.519935701,63708
dwt_307,5,30,50000,307,1415,220,0.0336701805625,49.2593845994,2205
mcca,5,30,50000,180,1212,77,0.620226196938,99.4357626067,None
hor_131,5,30,5000,434,2269,46,2.64936882771,242.648797793,41250
dwt_492,5,30,50000,492,1824,117,0.383928084693,96.1862770994,31641
pores_2,5,30,25000,1224,5608,53,2.6205146677,471.647051419,None
west0655,5,30,25000,655,2892,19,15.2937418025,528.037062457,1962
lshp3466,5,30,5000,3466,13681,220,0.401898554981,315.77834552,60754
dwt_878,5,30,5000,878,4163,101,1.18707410961,214.351496546,39870
bp_1400,5,30,25000,822,2726,10,15.4199564497,672.704378148,17719
mbeaflw,5,30,1000,496,30309,214,5.23260297509,747.166528583,None
lock1074,5,30,1000,1074,26349,216,5.86266169848,731.90926276,31575
mbeacxc,5,30,1000,496,30309,214,4.24634106523,760.396290051,29757
pores_1,5,30,50000,30,121,13,0.533284886922,45.2411438327,None
bcsstk21,5,30,5000,3600,15100,49,6.07178452867,1239.51537745,None
lshp_406,5,30,50000,406,1561,80,0.933991049035,103.424640146,23589
jgl009,5,30,100000,9,40,9,0.287382973682,24.9560632689,2561
nnc261,5,30,250000,261,865,5,2.59164909316,477.526872399,51490
can_838,5,30,5000,838,5424,95,3.12924865124,296.621888582,64683
gemat11,5,30,5000,4929,23602,33,9.70191108141,1722.69763651,4719
can_445,5,30,5000,445,2127,159,1.79910518784,84.0962614071,29528
will57,5,30,50000,57,179,16,0.219598687932,50.3400602074,42250
nnc1374,5,30,125000,1374,4816,7,3.73576105568,1836.30811195,26052
fs_183_4,5,30,250000,183,630,8,0.954520982135,226.615980249,11632
lshp1009,5,30,5000,1009,3937,122,0.792142711096,172.660965795,26027
gr_30_30,5,30,25000,900,4322,88,1.23447538512,249.356002061,48640
bcsstk12,5,30,1000,1473,17857,195,2.33976500078,503.791074056,None
lshp1270,5,30,5000,1270,4969,136,0.986717194628,197.83931832,63145
dwt_234,5,30,50000,234,534,41,0.169726900583,61.7411904057,3738
fs_760_1,5,30,25000,760,3294,32,5.39207997743,407.590451324,59190
dwt_1242,5,30,5000,1242,5834,245,0.835642648021,148.405769596,58291
psmigr_3,5,30,100,3140,278874,1638,8.62266927327,826.950298211,59256
problem1,5,30,250000,415,1597,39,0.614679314054,191.815680247,58834
sme3Dc,5,30,125,42930,1595787,164,25.4749584432,4494.63837077,None
sme3Db,5,30,125,29067,1055066,175,45.3011228439,4598.69991161,None
ns3Da,5,30,500,20414,850599,173,11.0029151021,4112.17745882,8419
poisson3Db,5,30,125,85623,1230286,136,17.422022748,4175.36744023,45518
poisson3Da,5,30,500,13514,183138,107,21.311661354,2904.18770582,58772
sme3Da,5,30,500,12504,443698,150,23.4608020146,3838.36794384,None
poisson2D,5,30,250000,367,1392,9,9.10782457028,449.981382649,31689
pkustk03,5,30,125,63336,1596876,180,68.3180912705,5488.10659187,43946
pkustk14,5,30,5,151926,7494215,1075,111.13276338,4288.00693642,9520
pkustk01,5,30,500,22044,500712,180,15.0896595717,4259.40852421,15400
pkustk13,5,30,125,94893,3355860,408,14.7818204194,5102.42674275,34342
pkustk11,5,30,125,87804,2652858,294,44.0383163288,5188.85441527,36281
pkustk10,5,30,125,80676,2194830,354,18.6440550222,5024.46828358,25521
pkustk02,5,30,500,10800,410400,198,19.2798615273,3921.88508715,23818
pkustk08,5,30,25,22209,1624440,450,111.224579928,4321.434375,34963
pkustk04,5,30,25,55590,2137125,372,137.689843795,4114.42782835,50152
pkustk09,5,30,2500,33960,808800,174,6.92371724318,5227.91496105,48525
pkustk05,5,30,125,37164,1121154,240,44.1369987785,5133.01675978,6260
pkustk06,5,30,125,43164,1307466,228,46.2492239812,5215.86262845,10087
pkustk12,5,30,125,94653,3803485,334,10.294839184,4159.33688912,3690
pkustk07,5,30,25,16860,1217832,483,115.513782733,3952.29411765,30142
eurqsa,5,30,25000,7245,27754,29,20.3660170171,1872.01334299,33125
Zhao1,5,30,2500,33861,103167,3,16.7667400799,4629.73335719,45299
Zhao2,5,30,2500,33861,103167,3,24.3186956223,4624.76760815,45299
offshore,5,30,25,259789,2251231,3452,12.0508344728,1891.79830559,None
2cubes_sphere,5,30,100,101492,874378,14329,0.447345055309,367.392164151,None
pwtk,5,30,1,217918,5871175,141267,3.38558796033,293.242544529,None
msc01440,5,30,5000,1440,23219,58,13.3466870357,1262.09798055,None
msc00726,5,30,1000,726,17622,112,12.4028610457,818.608695652,None
bcsstk39,5,30,25,46772,1053717,1946,32.5093680013,1724.88448661,None
bcsstk34,5,30,1000,588,11003,128,5.73057506102,496.553323029,None
bcsstm37,5,30,25000,25503,26263,4,2.1271356797,1771.76763703,1507
crystk01,5,30,500,4875,160383,351,8.33786701023,1674.33392226,53790
msc10848,5,30,500,10848,620312,591,10.7890057889,2909.56466877,None
bcsstm36,5,30,100,23052,177269,2319,2.4856998141,472.426603325,23213
pct20stif,5,30,25,52329,1375396,1331,82.0170527993,2415.09218377,47446
nasa1824,5,30,1000,1824,20516,186,4.27133000835,566.862650602,None
nasa4704,5,30,2500,4704,54730,331,1.2324428657,827.021052632,15025
msc04515,5,30,2500,4515,51111,267,1.90307208911,943.725048294,None
crystm02,5,30,500,13965,168435,167,20.5515645961,2698.37047354,61635
pcrystk03,5,30,500,24696,887937,681,4.01201001713,1571.6908993,None
bcsstm35,5,30,25000,30237,32645,6,2.34745642434,1823.7773153,2484
bcsstm34,5,30,1000,588,12429,188,3.30830997324,400.936123348,58396
crystk02,5,30,500,13965,491274,501,3.47860489617,1732.5,61635
pcrystk02,5,30,500,13965,491274,501,4.02494123812,1708.6610608,None
crystm01,5,30,2500,4875,55107,117,3.36703761289,1558.26923077,53790
msc23052,5,30,500,23052,582869,192,29.43272293,4256.34219022,None
bcsstm39,5,30,25000,46772,46772,1,1.48523681013,1898.3170085,43115
crystm03,5,30,500,24696,304233,227,10.3561360624,3104.05884438,59352
bcsstk38,5,30,100,8032,181746,2183,2.34447493485,582.085152838,None
bcsstk35,5,30,100,30237,740200,3603,4.49449182221,1087.07871064,None
bcsstk36,5,30,100,23052,583096,4457,2.55736969179,832.990041292,None
bcsstm38,5,30,25000,8032,10675,15,13.1550296082,1244.2077728,54873
bcsstk37,5,30,100,25503,583240,5030,2.19046356424,739.453661698,None
crystk03,5,30,500,24696,887937,681,2.69178463171,1560.95020204,59352
nasa2910,5,30,500,2910,88603,478,5.33771634545,1009.82618772,50688
msc01050,5,30,5000,1050,13624,56,28.8218270185,998.145796292,None
ct20stif,5,30,25,52329,1326312,1289,21.4502340375,2401.75030788,None
finan512,5,30,500,74752,335872,516,30.3855473946,2210.5356702,23329
pfinan512,5,30,500,74752,335872,516,6.14943727634,2224.81490683,25962
coupled,5,30,12500,11341,54279,53,4.71132804415,1940.61402108,5969
iprob,5,30,125000,3001,6001,2,10.8951601241,2711.36235842,18724
language,5,30,2500,399130,864042,36,0.958670674632,2311.49234694,56107
Alemdar,5,30,25000,6245,24413,20,4.58112136576,1490.37474333,21307
Emilia_923,5,30,25,923136,20648337,5214,41.0383098677,4310.34213523,None
Fault_639,5,30,5,638802,13942373,4316,60.5800766791,4062.51650099,None
StocF-1465,5,30,25,1465137,11235263,3004,12.4937714634,3421.81619244,None
Transport,5,30,25,1602111,12544696,571,25.5367774751,5171.89100117,57135
CoupCons3D,5,30,25,416800,8847110,2292,22.456588128,4040.55659495,None
ML_Laplace,5,30,5,377002,13957706,8427,9.08162831128,2254.78247817,None
PFlow_742,5,30,5,742793,18940627,6278,25.7672854132,4028.03264642,None
cell1,5,30,5000,7055,16223,98,3.31556148478,700.248207391,None
cell2,5,30,5000,7055,16223,98,1.15616998964,697.938427708,None
denormal,5,30,500,89400,622812,896,5.3958924232,2501.2056533,1154
aft01,5,30,2500,8205,66886,503,0.65179031786,680.55535482,None
email,5,30,25000,1133,6584,61,5.57876944379,512.476579799,31447
celegans_metabolic,5,30,25000,453,2478,32,3.96871577469,300.841795831,33105
PGPgiantcompo,5,30,25000,10680,34996,49,1.05813092859,1596.86972754,6526
jazz,5,30,5000,198,2940,60,1.47438211269,286.198791135,50838
vibrobox,5,30,500,12328,157014,173,20.2160151066,2405.90111643,None
BenElechi1,5,30,5,245874,6698185,5754,14.9424129437,1636.99120332,None
GT01R,5,30,500,7980,220214,560,6.35953233586,1514.17366947,None
PR02R,5,30,5,161070,4174236,2838,48.6404664828,1993.68555195,None
DK01R,5,30,5000,903,6412,517,0.0464249584986,79.0796921988,None
robot,5,30,250000,120,529,5,1.48324595095,287.037414827,60043
rotor2,5,30,25000,791,6719,15,28.2876723448,1238.44496671,31681
rotor1,5,30,250000,100,433,8,2.11296943229,169.174592891,16037
Stanford,5,30,125,281903,1463032,52,49.8357590383,2131.47114144,2950
Stanford_Berkeley,5,30,25,683446,4534722,4498,37.6002523648,1807.84665134,None
goodwin,5,30,100,7320,154979,1002,12.9995124066,899.815659068,None
rim,5,30,100,22560,484986,2612,4.58378438153,1010.39317455,None
Andrews,5,30,2500,60000,410077,47,32.9870578594,3621.39045925,9511
dielFilterV2real,5,30,5,1157456,24848204,13002,18.951401365,3042.55862934,None
gsm_106857,5,30,25,589446,11174185,175,4.6919440888,2261.52896341,59118
pwt,5,30,2500,36519,181313,237,5.7629813135,2420.14892143,11447
barth,5,30,25000,6691,21482,13,1.86695717631,1613.85477843,61335
shuttle_eddy,5,30,500,10429,57014,8010,0.061514914624,55.2174608251,None
skirt,5,30,500,12598,104559,448,5.47759340411,988.531187123,None
barth4,5,30,5000,6019,11731,468,0.153690391763,140.382551776,12365
barth5,5,30,5000,15606,40667,699,0.130874876514,294.629889729,29952
nasasrb,5,30,25,54870,1366097,3624,13.09557985,1326.28335535,None
nasa2146,5,30,1000,2146,37198,298,1.98489835216,694.04418828,None
cage10,5,30,12500,11397,81021,50,5.15084275448,3086.31310096,60086
cage13,5,30,125,445315,3962329,83,9.66168719276,4328.99154962,42837
cage6,5,30,50000,93,439,17,1.06067526025,113.373772386,23671
cage8,5,30,25000,1015,6009,27,10.0769265417,797.472941631,48935
cage9,5,30,5000,3534,22564,36,9.83451297743,1542.42274413,38617
cage5,5,30,50000,37,135,10,0.3354471009,55.0827423168,30813
cage12,5,30,125,130228,1081382,66,62.9010159604,4930.14877102,60137
cage7,5,30,250000,340,1712,18,3.7897397209,371.357469696,63315
cage4,5,30,100000,9,29,7,0.0591522759622,21.9370243247,10302
cage11,5,30,2500,39082,299402,53,16.0201001363,4372.828125,37332
heart2,5,30,100,2339,341411,985,83.3196139347,1732.97877759,None
fv3,5,30,5000,9801,48413,295,1.61825336605,817.18730437,22839
torso2,5,30,2500,115967,574718,513,3.75509882449,2995.90967069,52793
torso1,5,30,5,116158,4512480,1689,24.9236457043,1635.64296206,None
heart1,5,30,100,3557,694508,1588,13.0606426907,1934.0981852,None
fv1,5,30,5000,9604,47434,292,0.840896571736,799.150212447,20631
heart3,5,30,100,2339,341411,985,8.24235714315,1746.320787,None
fv2,5,30,5000,9801,48413,295,0.598444979879,799.911146516,22839
lung2,5,30,2500,109460,273647,479,3.16649726513,2279.27743458,None
lung1,5,30,5000,1650,4122,465,0.0918500731207,68.9508539561,None
stomach,5,30,25,213360,1617504,1704,39.7980874539,2468.66666667,12673
torso3,5,30,125,259156,2343713,276,16.2184821332,4579.70559846,51192
netz4504,5,30,25000,1961,4539,60,0.710735209457,327.952199558,37587
stufe,5,30,25000,1036,2904,8,9.68710702254,975.470155356,50784
grid2_dual,5,30,125000,3136,9248,19,29.8159717268,1313.7787104,28323
crack_dual,5,30,12500,20141,50184,18,70.4919880532,2323.7139878,34440
ukerbe1,5,30,5000,5981,13833,274,0.371501459111,235.33135581,637
3elt,5,30,1000,4720,18442,612,0.447843385679,169.730870712,50645
grid2,5,30,125000,3296,9728,3,8.38584180767,3073.17815305,76
grid1_dual,5,30,250000,224,644,12,1.95971460108,181.170113742,16489
ukerbe1_dual,5,30,25000,1866,5404,164,0.504686549161,180.719482619,8491
wave,5,30,125,156317,1215648,1007,15.5458685459,2826.76317097,None
brack2,5,30,100,62631,429190,14142,0.237268052111,194.322100122,None
bfly,5,30,2500,49152,147456,46,4.94568141244,2995.12512187,15355
whitaker3_dual,5,30,5000,19190,47771,350,0.387813851865,608.673469388,53460
airfoil1_dual,5,30,5000,8034,19847,496,0.13740067732,206.101900877,57344
se,5,30,12500,32768,81918,43,45.6200956448,2627.80688623,3211
shock-9,5,30,500,36476,107766,545,4.08072235981,906.765698852,None
crack,5,30,25000,10240,40620,13,2.84053150962,2757.92417651,33025
ccc,5,30,2500,49152,122880,24,8.22836350271,3458.16135084,35589
L-9,5,30,2500,17983,53579,369,1.09000230741,671.700813498,None
stufe-10,5,30,2500,24010,70424,729,0.285485670613,472.773131913,None
3elt_dual,5,30,5000,9000,22278,495,0.0831497264622,239.273216689,43264
biplane-9,5,30,2500,21701,63739,571,0.435877626427,556.525780428,None
diag,5,30,5000,2559,6651,1025,0.309733486761,37.2882728619,None
grid1,5,30,250000,252,728,3,12.7722772113,504.469273743,62432
whitaker3,5,30,1000,9800,38789,1728,0.141340060099,147.108956736,45845
airfoil1,5,30,1000,4253,16542,533,0.515361475547,173.089853912,3199
big_dual,5,30,2500,30269,75198,818,0.344788580005,438.483720251,None
netz4504_dual,5,30,50000,615,1786,79,0.205965702421,110.525528893,4856
cage,5,30,25000,366,2928,4,82.3851762653,1028.60354734,1818
cca,5,30,2500,49152,118784,24,9.47692515492,3362.16987866,32777
scircuit,5,30,500,170998,565030,1170,2.2034850198,1455.18207566,None
memplus,5,30,12500,17758,59292,70,1.89114818219,2249.2415229,28530
add20,5,30,25000,2395,7773,80,1.8831406828,406.983701259,37466
hcircuit,5,30,2500,105676,309410,23,6.97275197932,4358.52774632,29914
bcircuit,5,30,2500,68902,222230,358,0.704679324032,1627.38906864,None
add32,5,30,25000,4960,12404,3,27.512633634,3200.60202107,31521
NotreDame_yeast,5,30,125000,2114,4317,14,3.83148548911,768.143261074,61435
NotreDame_www,5,30,2500,325729,783757,275,2.60616591508,2795.05041865,48467
3D_51448_3D,5,30,2500,51448,295172,61,7.19237748288,4420.56217872,54563
3D_28984_Tetra,5,30,2500,28984,156942,74,0.485836074121,835.745296671,18501
2D_54019_highK,5,30,500,54019,269892,445,7.81755183078,1951.38591323,None
matrix-new_3,5,30,2500,125329,506468,126,4.79051811932,4087.84310715,274
2D_27628_bjtcai,5,30,500,27628,117133,250,12.1676013442,1599.36532508,None
ibm_matrix_2,5,30,2500,51448,295172,61,13.7571574465,4423.94921191,61569
matrix_9,5,30,2500,103430,653798,101,4.04928069058,4989.08684123,44415
viscorocks,5,30,500,37762,585702,2432,2.01080698348,1137.2052431,None
barrier2-3,5,30,25,113076,1472462,855,54.2543425384,3047.18220947,None
para-7,5,30,125,155924,1449727,341,7.83377464483,3268.18217916,None
igbt3,5,30,2500,10938,90191,188,3.07869043593,1644.23599431,None
barrier2-9,5,30,125,115625,1499363,629,10.3070259434,3189.2710177,None
para-9,5,30,125,155924,1449727,341,10.6756620451,3293.28985275,None
barrier2-10,5,30,125,115625,1499363,629,13.9570463973,3174.28912214,None
barrier2-12,5,30,125,115625,1499363,629,15.5909175561,3173.35742589,None
ohne2,5,30,5,181343,4089689,5164,59.9083049425,2259.3319209,None
para-6,5,30,125,155924,1449727,341,13.6127462437,3301.74502567,None
para-10,5,30,125,155924,1449727,341,17.929061063,3314.50950387,None
barrier2-4,5,30,25,113076,1472462,855,58.7321585556,3096.04373178,None
barrier2-11,5,30,125,115625,1499363,629,11.3903260176,3212.010918,None
nmos3,5,30,500,18588,164125,294,10.308620608,1905.22149303,None
barrier2-1,5,30,25,113076,1472462,855,61.8837554789,3114.20234604,None
barrier2-2,5,30,25,113076,1472462,855,41.9776332879,3091.5371179,None
para-4,5,30,25,153226,2030008,1246,36.9988683717,2977.73628049,None
para-8,5,30,125,155924,1449727,341,15.8645959541,3311.30914065,None
para-5,5,30,125,155924,1449727,341,15.1655473994,3323.07412791,None
lhr04,5,30,2500,4101,55805,41,13.5131460918,3023.31271091,16236
lhr11c,5,30,2500,10964,220679,64,7.79738976706,4430.35273127,40467
lhr10,5,30,2500,10672,215922,63,15.0339859774,4846.25652041,31207
lhr17,5,30,2500,17576,377792,46,8.37017454843,5581.38549965,10194
lhr14c,5,30,2500,14270,300197,58,7.09113153883,5102.05431755,31626
lhr14,5,30,2500,14270,298349,58,6.4460012204,5110.2129153,64384
lhr71,5,30,125,70304,1495045,46,54.0853473927,6358.41898955,64526
lhr71c,5,30,125,70304,1519552,46,54.4055565979,6289.83050847,63566
lhr17c,5,30,2500,17576,379864,46,6.76393442666,5554.47560124,44417
lhr01,5,30,5000,1477,11846,15,23.3929203024,2155.40103493,27501
lhr11,5,30,2500,10964,219102,62,8.63491189272,4399.09390445,50779
lhr07c,5,30,500,7337,136775,73,51.7578136753,3760.07062147,5337
lhr10c,5,30,2500,10672,219765,65,9.74840450887,4779.95987517,64983
lhr02,5,30,25000,2954,23692,15,18.0100981443,2852.46533128,10922
lhr04c,5,30,2500,4101,56658,41,13.4973270848,2960.2909288,18087
lhr34c,5,30,2500,35152,759760,46,6.21176686699,6422.86967057,61140
lhr07,5,30,500,7337,135670,71,48.0124364555,3697.5210084,16916
lhr34,5,30,2500,35152,747507,46,7.25382670056,6241.5716566,46317
bundle_adj,5,30,125,513351,10360629,9,5.33758837383,5247.17153095,None
Ill_Stokes,5,30,2500,20896,109361,15,10.6499267431,3062.32198142,36975
nemeth22,5,30,100,9506,684169,9506,1.67882617032,639.651027773,12712
nemeth26,5,30,100,9506,760633,9506,2.08589833078,702.164421737,35759
nemeth08,5,30,100,9506,202161,9505,0.528890725353,210.120276743,38836
nemeth12,5,30,100,9506,228162,9506,0.456041487875,245.324670571,60540
nemeth21,5,30,100,9506,591626,9506,1.44318804079,645.033522623,38805
nemeth13,5,30,100,9506,241989,9506,0.718403738308,257.958680681,37780
nemeth06,5,30,100,9506,202157,9505,1.90929712302,350.110552764,1455
nemeth23,5,30,100,9506,758158,9506,1.81524959064,740.325908942,36251
nemeth09,5,30,100,9506,202506,9505,0.806585466576,243.638193018,14628
nemeth01,5,30,100,9506,367280,9506,1.17634372584,407.944861215,None
nemeth20,5,30,100,9506,490688,9506,1.08662444047,485.935,60241
nemeth16,5,30,100,9506,298259,9506,0.874170419472,299.088994565,44535
nemeth05,5,30,100,9506,202157,9505,1.86770021453,352.192685103,61549
nemeth10,5,30,100,9506,205477,9505,0.556196285181,215.099839257,21888
nemeth18,5,30,100,9506,352370,9506,5.31696157576,355.921843003,12467
nemeth07,5,30,100,9506,202159,9505,0.561188531269,229.23088833,60376
nemeth15,5,30,100,9506,274654,9506,1.42677123266,427.622392395,30630
nemeth17,5,30,100,9506,319563,9506,1.09070200072,381.356753483,17442
nemeth24,5,30,100,9506,758028,9506,1.43383592922,776.305393336,4694
nemeth11,5,30,100,9506,208885,9197,0.60353859512,173.115477032,61905
nemeth25,5,30,100,9506,760632,9506,1.60355615951,633.506635005,36958
nemeth19,5,30,100,9506,413904,9506,0.786822610883,452.183827593,9957
nemeth02,5,30,100,9506,202157,9505,1.43827757682,345.716287215,32801
nemeth03,5,30,100,9506,202157,9505,1.37741977582,333.452702703,4739
nemeth14,5,30,100,9506,252825,9506,0.806909168891,270.574804581,23814
nemeth04,5,30,100,9506,202157,9505,1.3707586026,349.593860685,20677
powersim,5,30,25000,15838,38453,24,8.59195633663,2168.91603921,1801
rajat11,5,30,250000,135,407,7,1.55213841365,159.589470385,9130
rajat24,5,30,125,358172,1154531,29,15.1518674103,3433.05373064,11983
rajat18,5,30,2500,94294,316938,42,4.03893638984,3335.69485658,10860
rajat12,5,30,25000,1879,7396,46,1.76641799323,708.001315886,2564
rajat02,5,30,25000,1960,6581,17,7.6272414888,1105.89706463,5100
rajat05,5,30,250000,301,785,10,5.39697790649,253.387822475,26271
rajat29,5,30,125,643994,2294300,29,36.4319387885,4026.20372891,20281
rajat27,5,30,12500,20640,61687,60,2.38244736498,2170.43661972,64007
rajat01,5,30,5000,6833,25255,65,4.15264395942,1434.22723292,20227
rajat13,5,30,25000,7598,28103,13,4.3888144541,3431.15294118,7968
rajat19,5,30,25000,1157,2696,9,4.14569510265,776.969178082,28968
rajat26,5,30,2500,51032,151427,23,9.35365122134,3600.88655863,49516
rajat15,5,30,500,37261,240423,1309,1.69313018282,891.9269437,None
rajat28,5,30,2500,87190,348798,137,13.6840937723,3006.53116175,2761
rajat23,5,30,2500,110355,335592,29,4.27578457874,3339.06287211,4493
rajat22,5,30,2500,39899,119784,23,11.7119246736,3452.09197787,34807
rajat30,5,30,125,643994,3418792,112,9.52963622609,3878.75125251,52315
rajat21,5,30,125,411676,1274567,22,10.2218347404,3927.22562469,43167
Raj1,5,30,2500,263743,782044,213,4.90334104713,3382.43939236,None
rajat20,5,30,2500,86916,347566,137,2.10518245383,2986.91723415,26200
rajat06,5,30,5000,10922,28983,122,3.41037080487,973.727059473,35163
rajat17,5,30,2500,94294,316993,42,3.7012711863,3362.42731351,22471
rajat08,5,30,2500,19362,51443,162,3.9130069953,1206.06469003,41578
rajat25,5,30,2500,87190,348798,137,2.49614115996,3002.58739424,3300
rajat04,5,30,25000,1041,4893,45,2.16420019842,465.721082156,7952
rajat07,5,30,5000,14842,39413,142,2.0056625852,1104.31480842,53118
rajat31,5,30,25,4690002,12503753,2502,10.9831229274,2080.85866448,None
rajat14,5,30,50000,180,830,23,0.644693735926,168.526531542,46410
rajat10,5,30,2500,30202,80303,202,3.99817110158,1415.38350217,7068
rajat16,5,30,2500,94294,314752,40,3.55942621224,3467.28427054,42006
rajat09,5,30,2500,24482,65073,182,2.4985227547,1333.01934399,23583
rajat03,5,30,5000,7602,20153,102,2.13920113545,836.41943734,None
rdist2,5,30,25000,3198,6028,52,3.60642531662,424.017104927,56007
extr1,5,30,125000,2837,9161,9,4.27480858056,1900.46637212,18607
rdist1,5,30,25000,4134,9910,139,1.29859934348,363.045826261,48148
rdist3a,5,30,5000,2398,10944,125,2.56054488988,496.26548973,49451
extr1b,5,30,125000,2836,9160,9,6.4941539014,1977.96021256,61228
hydr1,5,30,25000,5308,18211,7,9.15930370163,3150.89116932,35948
hydr1c,5,30,25000,5308,18160,7,7.27024376667,2902.29598203,45722
radfr1,5,30,250000,1048,1951,42,0.235699514319,192.271416637,39348
plbuckle,5,30,1000,1282,15963,153,3.45450140057,529.867435159,None
g3rmt3m3,5,30,100,5357,106526,1152,8.8561414285,653.814270724,46057
smt,5,30,5,25710,1887646,4646,51.1500260157,1719.99174312,None
engine,5,30,25,143571,2424822,1149,30.215204285,2851.01352989,None
t2d_q4,5,30,5000,9801,48413,295,0.764688502194,816.573877142,38662
cbuckle,5,30,100,13681,345098,1527,9.04945882874,1181.34167637,None
tube1,5,30,100,21498,459277,2856,1.72923927563,934.108989934,5640
cyl6,5,30,100,13681,363961,1543,13.7835396697,1238.56820809,None
t520,5,30,100,5563,145952,589,21.0923326429,1254.04817518,None
s4dkt3m2,5,30,25,90449,1921955,1495,21.6797813473,2124.60056604,52275
t2d_q9,5,30,5000,9801,48413,295,0.538155025583,807.381865413,38662
tube2,5,30,500,21498,459277,1920,1.50955846365,1266.19365766,None
FEM_3D_thermal1,5,30,500,17880,224310,519,3.39437172004,1682.578125,58199
thermomech_TK,5,30,2500,102158,406858,322,8.64935044178,2438.28985242,None
thermomech_dK,5,30,125,204316,1525272,644,13.5031823444,2929.02167947,None
thermomech_dM,5,30,2500,204316,813716,322,2.31906543634,2855.82758067,31669
thermomech_TC,5,30,2500,102158,406858,322,4.58529009902,2455.00276014,46353
FEM_3D_thermal2,5,30,25,147900,1818600,3757,14.835970029,1809.80290456,6978
LeGresley_2508,5,30,25000,2508,8868,60,2.84610876673,635.311787284,None
LeGresley_87936,5,30,2500,87936,337449,57,3.39975126668,3046.51557093,None
LeGresley_4908,5,30,25000,4908,17456,19,3.78437711885,1550.6477398,59834
epb3,5,30,500,84617,264734,879,1.76102084452,1256.16810994,34185
epb1,5,30,2500,14734,53791,349,1.36689745285,751.521692208,13400
epb0,5,30,5000,1794,4779,300,1.31619642574,115.972913762,5274
epb2,5,30,2500,25228,91150,720,0.488295837329,612.350556191,31519
