tn2010,5,30,25,240116,1193966,225.675361219,3411.33142857,4924,223.875758953,3398.38519924,4924
caidaRouterLevel,5,30,25,192244,1218132,194.024367445,2617.76217765,47486,55.0587254218,2595.45170455,47486
ne2010,5,30,500,193352,913854,190.115911741,4087.6129417,27354,318.572081495,3999.36105033,27354
smallworld,5,30,500,100000,999996,134.360798408,3569.28970851,39514,234.31227473,3249.90575236,39514
ky2010,5,30,500,161672,787778,297.133972481,4197.00586042,3258,79.5809531273,4432.35933983,3258
ct2010,5,30,500,67578,336352,188.117718285,4364.42906574,5316,95.6054937857,4453.02736099,5316
kron_g500-logn16,5,30,25,65536,4912469,119.381983086,3367.78039305,63464,75.5871934051,3048.69817956,63464
wy2010,5,30,500,86204,427586,111.426962188,4454.02083333,63795,153.56440276,4430.94300518,63795
nh2010,5,30,500,48837,234550,575.961619473,3836.695747,42639,270.313866219,4392.32209738,42639
co2010,5,30,500,201062,974574,287.179490819,3889.47984568,44235,253.818686972,3915.0,44235
rgg_n_2_17_s0,5,30,25,131072,1457506,124.620366916,3730.81740614,58204,453.636688686,3554.89268293,58204
ok2010,5,30,25,269118,1274148,61.0676918255,3532.75785582,30755,304.830711676,3539.3,30755
mi2010,5,30,25,329885,1578090,151.209630508,3333.99295775,25578,248.586263038,3348.14002829,25578
cs4,5,30,2500,22499,87716,194.074114612,4421.16935484,32027,378.286274826,4295.59255632,32027
coPapersCiteseer,5,30,25,434102,32073440,91.2775564098,3088.73651772,51100,87.2542412975,2903.09920348,51100
delaunay_n15,5,30,500,32768,196548,295.007588403,4232.90739411,42216,284.497003221,4248.1556196,42216
vsp_befref_fxm_2_4_air02,5,30,500,14109,196448,58.4268852459,4212.60900643,42189,32.4530447885,4106.92682927,42189
ny2010,5,30,25,350169,1709544,144.228815435,3365.24409449,46880,222.224777129,3334.61118336,46880
nc2010,5,30,25,288987,1416620,180.265411207,3362.23101266,48627,352.970043127,3325.39906103,48627
nj2010,5,30,500,169588,829912,104.212676626,4180.21490934,44886,210.320259193,4141.27744511,44886
nv2010,5,30,500,84538,416998,454.778861851,4070.92092418,35876,154.45732177,4252.18898708,35876
kron_g500-logn19,5,30,25,524288,43562265,142.728165727,2544.12854306,41266,112.203769587,2375.25981461,41266
cti,5,30,2500,16840,96464,449.358707273,4206.27906977,65141,199.204270259,4516.10486891,65141
delaunay_n10,5,30,25000,1024,6112,362.003805007,4116.74898967,32894,206.235194196,4314.35294118,32894
great-britain_osm,5,30,25,7733822,16313034,38.3630510998,1382.46050847,64765,36.033228725,1343.4474031,64765
mo2010,5,30,25,343565,1656568,129.36164785,3427.38206897,27311,140.093872935,3441.6232687,27311
auto,5,30,25,448695,6629222,56.8151544823,2470.51751553,3051,185.78721148,2197.04661953,3051
vsp_bcsstk30_500sep_10in_1Kout,5,30,25,58348,4033156,85.0434616648,3224.80490405,45422,392.730101273,2385.54179811,45422
chesapeake,5,30,250000,39,340,33.8322263628,1949.5412844,2479,95.3528975292,1821.42857143,2479
wing,5,30,500,62032,243088,191.390896703,3816.13814757,26714,172.515295279,3418.95921238,26714
hugebubbles-00000,5,30,25,18318143,54940162,31.0860315365,1098.24679496,10905,23.8535565223,986.700865651,10905
coPapersDBLP,5,30,25,540486,30491458,68.3304310078,2849.49143356,58735,62.1739660623,2712.28055506,58735
adaptive,5,30,25,6815744,27248640,64.6238300744,2106.52785652,50058,83.7464030003,2038.24664639,50058
ia2010,5,30,25,216007,1021170,336.351016394,3497.15753425,57747,228.787729905,3604.12941176,57747
ms2010,5,30,500,171778,839980,80.3179568127,4239.46837147,11645,317.789742285,4044.84751204,11645
wing_nodal,5,30,500,10937,150976,119.546406007,4313.6,2455,372.587758466,3997.59929391,2455
delaunay_n17,5,30,500,131072,786352,40.4323026015,4290.75300109,18636,94.4428662653,4241.38079827,18636
asia_osm,5,30,25,11950757,25423206,63.6181081444,1869.99504732,20209,70.5895983838,1874.68336447,20209
n3c6-b1,5,30,250000,105,210,103.511597238,1422.76422764,55140,97.3778963012,1716.62125341,55140
ch5-5-b3,5,30,25000,600,2400,196.166075255,4301.07526882,14080,243.634687326,4072.39819005,14080
m133-b3,5,30,500,200200,800800,154.724430755,4101.0583817,8024,321.018878651,3893.04812834,8024
shar_te2-b3,5,30,500,200200,800800,324.736494706,3919.08646003,856,331.376801717,3919.72589329,856
n3c6-b7,5,30,2500,6435,51480,194.318106575,4440.48303623,55090,93.210105172,4654.61121157,55090
ch7-8-b5,5,30,500,141120,846720,82.7673002905,4266.30836412,3763,95.5415646705,4311.20162933,3763
struct3,5,30,25,53570,1173694,156.548825223,3009.47179487,25208,492.820040737,3172.14594595,25208
3dtube,5,30,25,45330,3213618,166.3412184,3722.33745174,39318,181.666645797,3602.71076233,39318
gearbox,5,30,25,153746,9080404,254.539911566,3660.4692287,43136,101.77307413,3734.74252811,43136
cfd1,5,30,25,70656,1825580,143.947205761,3191.57342657,60473,132.422891009,3720.61141304,60473
cfd2,5,30,25,123440,3085406,160.391574018,3732.34596774,10363,229.134973945,3649.92823344,10363
struct4,5,30,500,4350,237798,187.386453168,4279.50809838,33213,130.195897896,4221.26627219,33213
graham1,5,30,500,9035,335472,260.96627527,4304.60222412,1545,129.25278201,4269.90241833,1545
rma10,5,30,25,46835,2329092,91.2421788513,3780.99350649,44256,222.248637287,2887.30413223,44256
Pres_Poisson,5,30,500,14822,715804,64.6191844537,4381.57926954,59792,81.1616060447,4233.85646688,59792
comsol,5,30,2500,1500,97645,331.665593418,4087.84538097,28766,134.895275775,4190.77253219,28766
GD06_theory,5,30,250000,101,380,112.71954819,2678.57142857,20950,61.8862952744,2750.96525097,20950
GD99_b,5,30,250000,64,252,56.7154652482,625.620655412,4667,48.8243470235,852.50338295,4667
HEP-th-new,5,30,500,27770,352807,100.905030672,4267.8266129,1609,118.087058024,4208.4333996,1609
