name,num_workers,outer,inner,N,nnz,nlevels,sd,mflops,sum
fpga_dcop_27,5,30,125000,1220,3858,6,13.9211748318,1527.65583845,743
mult_dcop_02,5,30,2500,25187,101214,29,4.18157649909,1856.57472067,28217
adder_dcop_04,5,30,25000,1813,5538,14,3.27329991247,840.054413543,45252
oscil_dcop_41,5,30,250000,430,1027,10,1.27442436392,312.371768568,22003
fpga_dcop_30,5,30,125000,1220,3858,6,14.1303292159,1514.73697301,710
ASIC_100ks,5,30,2500,99190,339040,26,20.2737439438,3449.60670586,59089
adder_dcop_25,5,30,25000,1813,5577,14,4.01754730129,847.333091437,41199
fpga_dcop_04,5,30,125000,1220,3854,6,12.7113815733,1474.63482635,9318
adder_dcop_37,5,30,25000,1813,5577,14,4.19099895946,841.430458804,28359
fpga_dcop_42,5,30,125000,1220,3858,6,13.2405184256,1497.60236075,707
adder_dcop_13,5,30,25000,1813,5577,14,3.95087239736,836.507462687,49959
fpga_dcop_19,5,30,125000,1220,3858,6,11.4731836994,1504.26083735,6511
adder_dcop_42,5,30,25000,1813,5577,14,3.88566149603,846.616314199,25546
adder_dcop_19,5,30,25000,1813,5577,14,4.14480636221,829.86851457,31773
adder_dcop_10,5,30,25000,1813,5571,14,3.58387202341,853.574478468,40792
oscil_dcop_01,5,30,250000,430,1027,10,2.84284051498,310.397553517,58721
oscil_dcop_13,5,30,250000,430,1027,10,3.00460745843,310.658810927,22162
oscil_dcop_47,5,30,250000,430,1027,10,1.86798057433,307.980175989,24813
adder_dcop_43,5,30,25000,1813,5577,14,3.74268796674,847.128174123,25693
oscil_dcop_43,5,30,250000,430,1027,10,2.50664938955,314.720549857,15431
oscil_dcop_10,5,30,250000,430,1027,10,2.84543125527,315.331641899,33270
oscil_dcop_44,5,30,250000,430,1027,10,1.91137297429,310.928445613,21461
oscil_trans_01,5,30,250000,430,1049,10,2.07322090194,312.882975264,38771
oscil_dcop_42,5,30,250000,430,1027,10,1.5667070776,307.82450465,64862
adder_dcop_11,5,30,25000,1813,5575,14,4.5087881867,862.301440709,57804
fpga_dcop_22,5,30,125000,1220,3858,6,11.877448897,1497.32620321,880
adder_dcop_69,5,30,25000,1813,5577,14,5.00831207446,842.644936252,21103
fpga_dcop_24,5,30,125000,1220,3858,6,14.4944829502,1502.2200296,746
oscil_dcop_38,5,30,250000,430,1027,10,2.30639360546,307.863407729,61581
oscil_dcop_39,5,30,250000,430,1027,10,2.60137104362,309.19983753,64568
oscil_dcop_19,5,30,250000,430,1027,10,1.50964641874,311.772083856,40432
oscil_dcop_48,5,30,250000,430,1027,10,1.94971813058,311.158798283,24813
fpga_dcop_34,5,30,125000,1220,3858,6,14.638772231,1507.70563842,708
oscil_dcop_40,5,30,250000,430,1027,10,2.70782284168,310.78563956,38968
fpga_dcop_31,5,30,125000,1220,3858,6,14.9883256199,1533.81186249,708
adder_dcop_44,5,30,25000,1813,5576,14,4.04235147422,839.636777751,25301
fpga_dcop_11,5,30,125000,1220,3858,6,15.9002252715,1511.82275182,20404
fpga_dcop_41,5,30,125000,1220,3858,6,12.2943697944,1504.63248919,707
fpga_dcop_03,5,30,125000,1220,3858,6,11.1145270169,1518.79793005,50055
oscil_dcop_56,5,30,250000,430,1027,10,2.35143063582,305.010893246,24813
adder_dcop_31,5,30,25000,1813,5577,14,7.28321435021,842.949103598,25951
oscil_dcop_07,5,30,250000,430,1027,10,2.67854645931,310.152529857,16267
oscil_dcop_25,5,30,250000,430,1027,10,1.62379258183,309.852705487,38988
oscil_dcop_36,5,30,250000,430,1027,10,2.00846630911,312.644386262,2313
adder_trans_02,5,30,25000,1814,8201,23,3.71764331818,846.433544793,10261
oscil_dcop_03,5,30,250000,430,1027,10,3.20370182585,310.278945357,25460
fpga_dcop_44,5,30,125000,1220,3858,6,12.4479970519,1505.09731233,707
fpga_dcop_17,5,30,125000,1220,3858,6,16.3516087836,1518.04075528,51064
fpga_dcop_50,5,30,125000,1220,3858,6,38.6445830767,1488.81554822,707
fpga_dcop_46,5,30,125000,1220,3858,6,14.6845849364,1522.11947013,707
oscil_dcop_32,5,30,250000,430,1027,10,2.4891237038,305.761265219,38521
oscil_dcop_11,5,30,250000,430,1027,10,2.18103597974,307.451534733,13761
adder_dcop_09,5,30,25000,1813,5576,14,2.93074716969,833.938564115,58314
adder_dcop_38,5,30,25000,1813,5577,14,3.591912382,828.200732947,26810
fpga_dcop_29,5,30,125000,1220,3858,6,10.2158589589,1512.94950624,717
ASIC_680k,5,30,125,682862,1386911,54,34.0295230335,2172.65170407,20750
adder_dcop_56,5,30,25000,1813,5577,14,4.05366704068,837.607604017,21650
fpga_dcop_15,5,30,125000,1220,3858,6,10.8300836161,1502.49799544,24195
adder_dcop_51,5,30,25000,1813,5577,14,3.66792534322,839.715929522,21454
adder_dcop_01,5,30,25000,1813,5577,14,3.54906040724,837.507471608,26244
adder_dcop_06,5,30,25000,1813,5572,14,3.34703233375,825.752212389,31544
oscil_dcop_49,5,30,250000,430,1027,10,2.76837377737,305.186670008,24813
adder_dcop_20,5,30,25000,1813,5577,14,3.67612653812,834.216480114,28915
adder_dcop_65,5,30,25000,1813,5577,14,3.77304276889,842.543595911,21103
oscil_dcop_28,5,30,250000,430,1027,10,2.59619010192,312.395803945,1128
adder_dcop_49,5,30,25000,1813,5577,14,6.07384720761,845.186391603,21183
adder_dcop_28,5,30,25000,1813,5577,14,3.59043013963,839.414090582,27367
adder_dcop_07,5,30,25000,1813,5569,14,4.57647219626,842.417489762,45476
mult_dcop_03,5,30,2500,25187,101190,29,1.5673666255,1179.81844815,43836
oscil_dcop_45,5,30,250000,430,1027,10,2.32920811057,310.33428455,23693
fpga_dcop_36,5,30,125000,1220,3858,6,13.0838960239,1508.07899461,707
oscil_dcop_57,5,30,250000,430,1027,10,2.63154600423,312.115621156,24813
adder_dcop_46,5,30,25000,1813,5577,14,4.46350755992,834.713451686,25336
adder_dcop_24,5,30,25000,1813,5577,14,4.74484100308,837.908144959,38761
fpga_trans_01,5,30,125000,1220,4334,7,33.098287177,1404.08204303,27031
mult_dcop_01,5,30,2500,25187,101214,29,4.58559809111,2118.41832669,55537
fpga_dcop_40,5,30,125000,1220,3858,6,10.1133116468,1500.73928043,707
adder_dcop_58,5,30,25000,1813,5577,14,3.99431740895,833.521713266,21198
adder_dcop_45,5,30,25000,1813,5577,14,4.41293388789,835.908602792,25702
fpga_dcop_23,5,30,125000,1220,3858,6,9.8788276457,1515.39657854,552
oscil_dcop_18,5,30,250000,430,1027,10,2.66975855995,312.780873629,6420
fpga_dcop_48,5,30,125000,1220,3858,6,11.9696665258,1530.2468748,707
oscil_dcop_55,5,30,250000,430,1027,10,3.50857654291,317.096665018,24813
oscil_dcop_27,5,30,250000,430,1027,10,2.70743180906,311.899823308,33917
ASIC_320k,5,30,125,321821,1119542,74,9.30536777544,2368.16082016,28240
fpga_dcop_38,5,30,125000,1220,3858,6,11.3475919593,1519.46107784,707
adder_dcop_27,5,30,25000,1813,5577,14,3.80969753431,848.976005817,28484
oscil_dcop_51,5,30,250000,430,1027,10,2.18844003198,311.182647352,24813
oscil_dcop_16,5,30,250000,430,1027,10,3.24854257665,316.322555512,46494
fpga_dcop_39,5,30,125000,1220,3858,6,12.692188299,1509.85496467,707
oscil_dcop_09,5,30,250000,430,1027,10,1.74259871336,312.5,23208
adder_dcop_62,5,30,25000,1813,5577,14,6.13542597244,838.509874327,21105
fpga_dcop_33,5,30,125000,1220,3858,6,13.7994755375,1525.45557017,708
oscil_dcop_02,5,30,250000,430,1027,10,2.52099237173,310.199923596,33477
oscil_dcop_17,5,30,250000,430,1027,10,1.7991027777,310.105150597,20898
adder_dcop_39,5,30,25000,1813,5577,14,3.84099385415,833.819328731,25916
adder_dcop_55,5,30,25000,1813,5577,14,3.12754593011,835.908602792,22399
adder_dcop_59,5,30,25000,1813,5577,14,3.18223818292,843.659682081,21140
adder_dcop_23,5,30,25000,1813,5577,14,3.81114016359,833.620894812,30806
cryg2500,5,30,25000,2500,7450,98,1.11817501966,256.820943334,None
bfwa782,5,30,25000,782,4138,62,2.698946934,240.851045595,14647
bfwb398,5,30,50000,398,1654,44,0.338706432925,140.038498556,24746
bfwb782,5,30,25000,782,3382,62,0.824729586359,196.879936809,39273
tols340,5,30,250000,340,1071,20,0.532170827587,182.664756447,55995
tub100,5,30,50000,100,248,51,0.0687385181121,17.8298063935,None
pde225,5,30,50000,225,645,29,0.738465787591,75.0176097676,16749
rdb200,5,30,250000,200,660,20,0.403906850935,115.103181781,58527
bfwa398,5,30,5000,398,2032,44,1.71293144922,186.723259762,57217
rdb2048,5,30,25000,2048,7040,64,0.290777862456,381.822797664,None
olm100,5,30,50000,100,248,100,0.00247542410958,9.24484840939,None
dwb512,5,30,250000,512,1516,33,1.17743388727,159.701215081,8708
pde900,5,30,25000,900,2640,59,0.383104111069,146.638692974,43512
rdb1250,5,30,25000,1250,4275,50,0.28622034036,295.738129963,None
lop163,5,30,50000,163,757,21,0.43386462515,126.395559159,57058
odepa400,5,30,50000,400,802,400,0.0313204905646,7.10268612105,41679
cdde1,5,30,25000,961,2821,61,0.107141052922,160.001367241,55243
qh768,5,30,25000,768,2066,14,10.8689272992,512.804878049,52011
dw1024,5,30,25000,2048,6102,65,0.442130268769,410.023146902,3115
ck656,5,30,5000,656,2258,115,0.366195562212,71.7649975211,7235
rdb1250l,5,30,25000,1250,4275,50,0.37737073426,291.766586731,None
rw136,5,30,50000,136,376,31,0.122737978221,42.6218921537,42605
rbsa480,5,30,5000,480,11270,48,27.2573930944,944.618898087,None
rdb5000,5,30,5000,5000,17300,100,0.793357200216,544.317763884,None
pde2961,5,30,25000,2961,8773,109,0.233637492142,260.235761526,52164
dw8192,5,30,5000,8192,25368,129,0.504953494792,597.695982017,53984
mhd4800a,5,30,500,4800,51727,2099,0.0975334532849,106.591514802,None
cdde3,5,30,25000,961,2821,61,0.128010704133,161.621858024,55243
qh882,5,30,25000,882,2391,15,2.99307152419,464.802161131,32199
tols2000,5,30,25000,2000,4059,20,2.04058605419,747.678018576,33693
dw4096,5,30,5000,8192,25368,129,0.7281997786,605.637278163,53984
cdde5,5,30,25000,961,2821,61,0.0801841643123,158.606279648,55243
cdde2,5,30,25000,961,2821,61,0.106471059335,158.042225623,40579
rdb2048_noL,5,30,25000,2048,7040,64,1.75058830268,381.24207858,None
rdb450,5,30,250000,450,1515,30,0.228311066116,237.29520259,24154
bwm2000,5,30,5000,2000,4998,1001,0.011668907277,18.6473880597,None
odepb400,5,30,1250000,400,400,1,1.76905302993,607.779578606,33425
cdde6,5,30,25000,961,2821,61,0.104399542668,160.770710262,40579
ck400,5,30,50000,400,1618,83,0.048221606896,73.8451924245,11733
rdb968,5,30,25000,968,3300,44,0.266748170693,260.451350351,None
ck104,5,30,50000,104,548,30,0.0989842442034,68.4484106905,63849
olm5000,5,30,1000,5000,12498,5000,0.00433056306613,13.4852980847,None
cryg10000,5,30,5000,10000,29900,198,0.454293552999,475.64469914,None
tub1000,5,30,5000,1000,2498,501,0.0158659802307,18.478327887,None
bfwb62,5,30,50000,62,202,16,0.0583092019421,44.7097786299,43074
olm1000,5,30,5000,1000,2498,1000,0.00476269364969,10.2444026662,None
tols1090,5,30,25000,1090,2421,20,0.85882229156,371.976206213,35946
bfwa62,5,30,50000,62,253,16,0.0787234740454,59.121171771,3233
mhda416,5,30,5000,416,4334,181,0.149350497423,101.65065287,43843
af23560,5,30,500,23560,242079,192,16.5162886412,2758.07185629,None
rbsb480,5,30,5000,480,11276,48,22.7593334211,817.07798618,None
dw256B,5,30,250000,512,1516,33,0.177188505033,161.756902484,8708
mhd4800b,5,30,1000,4800,16160,1198,0.0315535717583,50.5077694849,14113
olm2000,5,30,5000,2000,4998,2000,0.0347942151946,9.3273193872,None
mhd3200a,5,30,1000,3200,34416,1399,0.140162413013,104.904896372,None
mhdb416,5,30,50000,416,1364,102,0.679410326534,69.4377703027,46100
rw5151,5,30,5000,5151,15251,201,0.278184254868,255.142914654,34476
rdb200l,5,30,250000,200,660,20,0.320177416187,114.744693058,42554
tols4000,5,30,125000,4000,7659,20,0.967338404664,1029.78284605,4980
dw2048,5,30,25000,2048,6102,65,0.375787503729,395.236612702,3115
tols90,5,30,50000,90,621,20,0.206006960933,128.428093645,8888
qh1484,5,30,125000,1484,3976,6,10.8358440926,1292.63483266,54485
cdde4,5,30,25000,961,2821,61,0.100334517696,157.786516854,40579
bwm200,5,30,50000,200,498,101,0.0147725023801,19.6043017815,None
olm500,5,30,50000,500,1248,500,0.0456120538629,9.24359370176,None
dwa512,5,30,250000,512,1496,33,1.22299981515,155.902937848,44068
rdb3200l,5,30,5000,3200,11040,80,1.25943983992,461.463255662,None
mhd3200b,5,30,1000,3200,10758,798,0.061145567641,49.4625978936,10952
rdb450l,5,30,250000,450,1515,30,0.137340244934,227.791773597,27070
rw496,5,30,50000,496,1426,61,0.0370815267679,91.1270983213,42487
rdb800l,5,30,25000,800,2720,40,1.28655115261,235.166914448,28603
dw256A,5,30,250000,512,1496,33,0.129635290141,154.891575897,44068
airfoil_2d,5,30,100,14214,137061,1899,1.81843548086,266.937350223,None
msdoor,5,30,5,415863,9794513,6912,9.52856996558,2280.709318,None
MISKnowledgeMap,5,30,5000,2427,30938,75,2.54715250845,970.648742789,13100
Pd,5,30,25000,8081,11977,21,1.68597630822,1094.48836995,19687
TS,5,30,5000,2142,25711,51,3.84648898049,1307.85562633,None
Kaufhold,5,30,5000,8765,25618,280,0.186328672601,282.599920153,28745
Harvard500,5,30,250000,500,1795,19,1.20439247452,322.830038865,24436
Kuu,5,30,500,7102,173651,414,3.52844513001,1047.62882365,None
pivtol,5,30,50000,102,205,102,0.0253920971411,7.07341345786,27038
Muu,5,30,2500,7102,88618,207,2.40276398054,1131.81213411,32958
Sieber,5,30,1000,2290,10296,1146,0.0329645330237,36.9538295868,None
tomography,5,30,1000,500,14613,84,9.34142422288,748.722849696,None
amazon0302,5,30,125,262111,1042401,51,17.8181008107,2897.45284019,19739
email-EuAll,5,30,2500,265214,570753,109,1.495790899,2497.12755044,7052
as-Skitter,5,30,25,1696415,12791713,1586,2.86381639622,1749.02452895,None
p2p-Gnutella09,5,30,25000,8114,21682,16,10.9136098515,1803.99181167,52143
p2p-Gnutella05,5,30,25000,8846,26058,14,6.97293619603,2033.36466165,38908
soc-Slashdot0902,5,30,2500,82168,513686,260,0.750096149707,1929.30274331,14338
web-BerkStan,5,30,25,685230,4425244,4197,38.7058946448,1944.72642109,None
web-Google,5,30,125,916428,3336976,36,3.41733786482,2217.84437596,29583
as-735,5,30,25000,7716,20288,33,3.59081588552,1370.84214039,23385
soc-sign-Slashdot090221,5,30,2500,82144,414307,176,1.37900493105,2324.58271051,29740
p2p-Gnutella08,5,30,25000,6301,17342,14,14.4918898286,1749.87669544,64867
cit-Patents,5,30,125,3774768,20292977,28,1.12098501076,1270.58970123,55457
roadNet-PA,5,30,125,1090920,2632818,472,4.50820461205,2179.47723792,41024
email-Enron,5,30,500,36692,220523,393,4.49930139689,1410.86531752,32483
web-Stanford,5,30,125,281903,1413271,57,15.4523887834,2910.15439158,6302
as-caida,5,30,12500,31379,84760,71,1.09689461353,1760.92443402,61206
wiki-Talk,5,30,125,2394385,3072221,515,2.13284899642,1582.56963201,None
p2p-Gnutella30,5,30,12500,36682,76503,14,2.24873374927,2379.78723404,6602
cit-HepTh,5,30,2500,27770,276103,183,2.72496130203,2701.05067985,60859
wiki-Vote,5,30,5000,8297,40953,153,1.16046870675,982.151752357,5603
web-NotreDame,5,30,125,325729,1034319,277,20.5588591427,2834.30561578,5726
soc-Slashdot0811,5,30,2500,77360,487762,255,1.42770445582,1915.27963379,64769
amazon0505,5,30,125,410236,2626606,137,5.77847365459,2872.23786177,8315
amazon0312,5,30,125,400727,2551543,86,7.47692010431,2817.80860499,48672
ca-CondMat,5,30,2500,23133,116572,75,5.19554234247,2360.73516187,21787
roadNet-TX,5,30,125,1393383,3315043,344,5.84192169664,2287.43578917,43455
ca-HepTh,5,30,25000,9877,35850,33,1.91920443971,1603.73720255,32009
soc-sign-Slashdot081106,5,30,2500,77357,389611,175,1.7612505837,2276.81120242,35286
p2p-Gnutella24,5,30,12500,26518,56059,15,1.37966245602,2166.138066,49116
soc-sign-epinions,5,30,2500,131828,593597,444,1.71446879497,1740.87689973,46887
ca-HepPh,5,30,500,12008,130497,245,9.28601250907,1569.2394958,17827
p2p-Gnutella04,5,30,25000,10879,32521,18,5.26950634423,2038.24636227,33900
soc-Epinions1,5,30,2500,75888,363549,343,0.837587598254,1631.72357343,53583
ca-GrQc,5,30,5000,5242,19726,44,4.89598920905,984.743811169,25774
p2p-Gnutella31,5,30,2500,62586,133528,24,3.08033881565,2469.44444444,54530
soc-sign-Slashdot090216,5,30,2500,81871,412549,171,1.28346703504,2373.71822169,35990
roadNet-CA,5,30,25,1971281,4737888,364,8.94630191823,2158.11781058,19121
ca-AstroPh,5,30,500,18772,216822,151,12.5458774213,2631.32346723,37345
p2p-Gnutella25,5,30,25000,22687,46641,15,1.42475635223,2047.89394291,30148
Oregon-2,5,30,5000,11806,44536,97,2.61638102175,1428.55910267,31361
Oregon-1,5,30,25000,11492,34901,54,1.19835845725,1563.15902348,41692
p2p-Gnutella06,5,30,25000,8717,25209,14,2.80688743422,1935.26081307,7812
cit-HepPh,5,30,2500,34546,308903,107,18.1288393473,3254.79910714,9127
amazon0601,5,30,125,403394,2650712,110,9.85400022862,2850.34334264,59630
halfb,5,30,5,224617,6306219,1956,65.2123611101,3128.23762626,14349
shipsec1,5,30,25,140874,1854525,1475,27.1985359209,2202.57777778,None
fullb,5,30,5,199187,5953632,1342,93.7587556121,3364.38994253,5536
thread,5,30,25,29736,2237308,1438,19.9658506844,2576.24420402,None
troll,5,30,5,213453,6099282,4269,41.8267592085,2252.84041353,None
crplat2,5,30,500,18010,489478,842,2.61197306973,1496.17915715,34038
fcondp2,5,30,25,201822,5748069,942,33.7476756333,4455.93740137,22723
m_t1,5,30,5,97578,4925574,4266,22.0390405028,2114.21315029,None
ship_001,5,30,5,34920,1965708,4654,42.5349098502,1325.33877551,None
shipsec5,5,30,25,179860,2389232,1620,25.6262863371,2479.47735442,None
shipsec8,5,30,25,114919,1709236,1880,18.141816602,1741.15583275,None
x104,5,30,5,108384,4410993,4728,29.9126591836,1652.3897598,None
trdheim,5,30,100,22098,978711,3126,2.64267079098,1015.56270771,2051
tsyl201,5,30,25,20685,1237821,1545,23.2494925292,1906.02251553,3277
ship_003,5,30,25,121728,1949382,2797,6.03024781649,1521.36251343,None
mark3jac100sc,5,30,500,45769,167844,1105,1.150473827,503.973229806,None
g7jac160,5,30,500,47430,318308,330,35.2450110235,2253.96327467,13914
jan99jac060,5,30,2500,20614,83912,559,0.331688326566,496.369644383,None
mark3jac060,5,30,500,27449,100484,665,0.478017636918,481.907980004,None
mark3jac100,5,30,500,45769,167844,1105,0.734122477482,490.944344096,None
jan99jac100sc,5,30,500,34454,141833,919,0.826986328142,506.940602116,None
g7jac100,5,30,500,29610,192668,210,11.326202234,2189.53221174,61554
g7jac060sc,5,30,500,17730,108908,130,19.2208532316,1984.98015873,None
jan99jac080sc,5,30,500,27534,112872,739,1.10893923345,544.034766697,None
jan99jac120,5,30,500,41374,170794,1099,1.10995342925,667.636767976,None
g7jac140,5,30,500,41490,276428,290,9.83552564121,2251.3912533,25514
g7jac050sc,5,30,2500,14760,87968,110,1.67990456073,1946.25664144,None
mark3jac140,5,30,500,64089,235204,1545,0.356457791298,491.792544178,None
mark3jac040,5,30,2500,18289,66804,445,0.661935016053,487.400676247,None
mark3jac080sc,5,30,500,36609,134164,885,1.10323626376,520.327095808,None
jan99jac060sc,5,30,2500,20614,83912,559,0.318968138224,498.90420244,None
jan99jac020sc,5,30,5000,6774,25922,196,0.625040467839,577.475014948,58541
g7jac140sc,5,30,500,41490,276428,290,4.86488926079,2241.52250146,None
jan99jac020,5,30,5000,6774,25922,196,0.513280907228,556.648826678,2521
jan99jac100,5,30,500,34454,141833,919,0.939760725764,505.091203891,None
g7jac180sc,5,30,500,53370,360188,370,6.27293657994,2268.21355702,None
g7jac180,5,30,500,53370,360188,370,7.12100568151,2279.58304853,15866
g7jac080,5,30,500,23670,150788,170,15.3071781804,2147.65069552,24754
g7jac010,5,30,5000,2880,13338,30,8.89913809576,1248.9153254,11172
g7jac010sc,5,30,5000,2880,13338,30,8.7650041829,1242.82729805,24540
g7jac020sc,5,30,5000,5850,29273,50,4.96876754555,1710.90909091,62110
g7jac120,5,30,500,35550,234548,250,9.64502083274,2229.4103531,61084
jan99jac080,5,30,500,27534,112872,739,1.27244336661,545.231982395,None
g7jac200,5,30,500,59310,402068,410,4.62381013052,2341.72919723,1566
mark3jac120,5,30,500,54929,201524,1325,0.656619676985,492.156927427,None
mark3jac060sc,5,30,500,27449,100484,665,1.87684028619,485.503637381,None
g7jac040,5,30,2500,11790,67132,90,3.53879679461,1789.16049864,7705
mark3jac120sc,5,30,500,54929,201524,1325,0.700407526,493.785815603,None
g7jac040sc,5,30,2500,11790,67132,90,3.87966417619,1788.812074,None
g7jac200sc,5,30,500,59310,402068,410,6.96679165765,2322.25940553,None
mark3jac020,5,30,5000,9129,33124,225,0.325158611215,468.367681627,None
g7jac060,5,30,500,17730,108908,130,19.442059169,1978.437706,43687
g7jac080sc,5,30,500,23670,150788,170,10.6819450985,2101.10383065,None
mark3jac140sc,5,30,500,64089,235204,1545,0.400028808378,489.383732134,None
jan99jac040sc,5,30,2500,13694,54942,379,0.385728101526,468.062674366,4081
jan99jac120sc,5,30,500,41374,170794,1099,1.36148847057,651.600347272,None
g7jac160sc,5,30,500,47430,318308,330,18.4432687601,2262.61904762,None
mark3jac080,5,30,500,36609,134164,885,0.74496737944,524.172070578,None
mark3jac040sc,5,30,2500,18289,66804,445,0.441169284163,486.441226097,None
mark3jac020sc,5,30,5000,9129,33124,225,3.00160092208,479.669129997,None
g7jac100sc,5,30,500,29610,192668,210,12.5936897339,2159.40509915,None
g7jac120sc,5,30,500,35550,234548,250,33.5491022605,2227.11986301,None
g7jac020,5,30,5000,5850,29273,50,5.54131254556,1715.73692208,36468
jan99jac040,5,30,2500,13694,54942,379,0.446781588481,468.396961434,32190
t2dal_bci,5,30,5000,4257,20861,296,0.102210360088,252.766158413,None
flowmeter5,5,30,5000,9669,38530,480,0.111747134945,286.697013528,None
spiral,5,30,5000,1434,9831,203,0.262624380486,197.872340426,None
rail_79841,5,30,2500,79841,316881,7,9.51207560407,5139.04935675,5221
t3dh_a,5,30,25,79171,2215638,1726,22.0074575745,2195.0764963,14315
piston,5,30,500,2025,51020,1625,0.236863171807,140.826527739,None
gyro_m,5,30,500,17361,178896,932,0.873408123007,630.817171093,59084
gyro_k,5,30,100,17361,519260,2796,3.42788827493,839.999177406,None
gyro,5,30,100,17361,519260,2796,1.72552735649,843.468337004,None
rail_20209,5,30,12500,20209,79721,7,6.11645028385,4564.81683861,8187
t2dah_a,5,30,2500,11445,93781,885,0.24176555449,516.048406001,None
flowmeter0,5,30,5000,9669,38530,480,0.111325191281,282.12810494,None
boneS10,5,30,25,914898,20896803,1990,11.8567069298,5061.75185736,None
t3dl_a,5,30,500,20360,265113,633,1.22220751506,1320.66827836,20528
filter2D,5,30,25000,1668,6209,143,0.0542100334743,155.254087154,33960
chipcool1,5,30,500,20082,150616,534,1.25029784717,720.404851384,4411
t2dah_e,5,30,2500,11445,93781,885,0.343994533774,513.920122948,45703
gas_sensor,5,30,500,66917,885141,816,4.91257708746,2207.95670584,3759
rail_1357,5,30,125000,1357,5171,7,23.1516313934,1226.11899563,20795
t3dl,5,30,500,20360,265113,633,2.51144844361,1312.95965665,20528
t2dal_a,5,30,5000,4257,20861,296,0.159553170629,255.4547934,None
t2dal_e,5,30,125000,4257,4257,1,3.89675953813,1700.80438952,50865
LF10,5,30,100000,18,50,10,0.0637589851808,18.3911483254,None
LFAT5000,5,30,1000,19994,49980,5000,0.0133976632643,46.3535185686,None
chipcool0,5,30,500,20082,150616,534,1.37073009387,717.829787234,4279
boneS01,5,30,125,127224,2821913,733,11.6077770701,3866.7771028,None
LFAT5,5,30,100000,14,30,5,0.0352595894433,20.8932626798,55741
t3dh,5,30,25,79171,2215638,1726,21.7570541465,2193.60131048,14315
t2dal,5,30,5000,4257,20861,296,0.19167218956,254.725319554,None
t3dl_e,5,30,25000,20360,20360,1,4.16363766341,1879.61595273,4055
t2dah,5,30,2500,11445,93781,885,0.299426014171,514.040122976,None
inlet,5,30,100,11730,221560,1586,5.06126504952,688.022328549,54622
filter3D,5,30,25,106437,1406808,2461,2.27373675443e-13,1253.32361111,55766
rail_5177,5,30,25000,5177,20181,7,21.4829655819,2857.47157553,19771
t3dh_e,5,30,25,79171,2215638,1726,14.5045610846,2170.26512633,54521
LF10000,5,30,500,19998,59990,10000,0.111701360986,23.2559545962,None
CurlCurl_0,5,30,2500,11083,62213,87,2.88171815255,1610.29077477,None
CurlCurl_2,5,30,25,806529,4864159,396,40.3770960038,4245.77522208,None
CurlCurl_1,5,30,125,226451,1349261,251,25.0184716829,3934.74798387,None
CurlCurl_4,5,30,25,2380515,14448191,589,15.7708630059,4616.27211003,None
CurlCurl_3,5,30,25,1219574,7382096,472,15.1407274999,4455.46644737,None
Hamrle3,5,30,625,1447360,3032733,13,1.28311861893,2602.70785115,65200
Hamrle1,5,30,100000,32,63,4,0.198271433522,44.9474019764,34723
Hamrle2,5,30,25000,5952,11771,8,11.1143684266,1966.09538003,50318
cavity18,5,30,2500,4562,71192,301,0.747146926361,706.055327869,46197
cavity26,5,30,2500,4562,71192,301,0.840893109021,694.9475595,11925
cavity10,5,30,5000,2597,39196,221,1.11459342645,795.441824669,38543
cavity08,5,30,1000,1182,15578,141,5.14768723188,438.43003413,52399
cavity25,5,30,2500,4562,68748,301,1.37267770079,705.394792698,46744
cavity21,5,30,2500,4562,68748,301,0.6097667537,705.644419279,14831
cavity04,5,30,5000,317,3157,61,0.631820364927,204.211123723,11087
cavity11,5,30,5000,2597,37436,221,0.733579441214,688.901950817,56664
cavity06,5,30,1000,1182,15578,141,7.00192144188,446.263027295,19929
cavity22,5,30,2500,4562,71192,301,0.802487169708,714.547905433,27650
cavity24,5,30,2500,4562,71192,301,0.745710505774,720.173482896,48714
cavity12,5,30,5000,2597,39240,221,0.461397585233,602.852073513,8636
cavity03,5,30,5000,317,3681,61,0.631656857114,228.535899654,35228
cavity01,5,30,5000,317,3665,60,1.60817604136,233.507214206,17768
cavity15,5,30,5000,2597,37436,221,1.09058128503,703.566097735,53999
cavity07,5,30,1000,1182,16742,141,3.29812585005,438.885869565,47602
cavity23,5,30,2500,4562,68748,301,0.708903253972,717.321390028,57313
cavity20,5,30,2500,4562,71192,301,2.6625964318,702.408942647,40364
cavity09,5,30,1000,1182,16742,141,3.89376979403,433.583892617,10036
cavity16,5,30,2500,4562,71117,300,1.00696468797,712.587991718,59352
cavity13,5,30,5000,2597,37436,221,1.8634423073,743.620961657,36304
cavity05,5,30,1000,1182,16708,141,7.61337696778,478.0128522,17699
cavity14,5,30,5000,2597,39240,221,0.488008871708,581.954598906,40979
cavity02,5,30,5000,317,3157,61,0.658612317931,204.443181818,34727
cavity19,5,30,2500,4562,68748,301,0.720081031311,699.063946151,47718
cavity17,5,30,2500,4562,68748,301,0.861902181388,706.694783102,64784
Linux_call_graph,5,30,125,324085,1308042,15,23.1629824774,3164.57888439,45977
raefsky6,5,30,2500,3402,67899,98,2.98144973913,1770.31556427,None
appu,5,30,500,14000,933552,299,9.14975858794,4076.93751833,17517
venkat50,5,30,500,62424,890106,4176,1.21061516659,699.159385684,18532
raefsky2,5,30,100,3242,148390,1449,5.42671407489,583.18807947,46838
