name,num_workers,outer,inner,N,nnz,nlevels,sd,mflops,sum
olafu,5,30,100,16146,515651,1796,3.42831584706,939.08973173,None
venkat01,5,30,500,62424,890108,4176,0.451455633423,897.144249852,50044
raefsky3,5,30,500,21200,754984,1176,1.55252226322,1268.4039532,30009
raefsky4,5,30,500,19779,668284,367,3.14013491482,2160.55950558,None
raefsky1,5,30,100,3242,148343,1439,3.21847691539,463.820864067,42305
raefsky5,5,30,2500,6316,87399,61,8.99756388929,2888.26285714,None
bbmat,5,30,25,38744,1032225,673,263.812315377,2502.93163097,None
venkat25,5,30,500,62424,890103,4176,0.19636732194,749.53399075,25317
shyy41,5,30,1000,4720,13922,858,0.075374290386,60.1613043101,None
shyy161,5,30,100,76480,228482,13038,0.0674952783668,73.8326002587,None
shallow_water1,5,30,500,81920,204800,1016,1.03149694893,582.09379441,None
shallow_water2,5,30,500,81920,204800,1016,0.880740087717,583.545055206,None
shermanACa,5,30,5000,3432,11749,37,5.56869132351,854.357082032,9918
e40r0100,5,30,500,17281,257727,512,4.11753139679,1494.22015597,9511
shermanACb,5,30,12500,18510,59256,34,2.04049172074,2231.92179502,7492
shermanACd,5,30,5000,6136,23756,41,2.63077317261,1262.48982913,32633
swang2,5,30,5000,3169,12005,164,0.390498262347,281.83826181,23272
swang1,5,30,5000,3169,12005,164,0.591210546469,286.566138051,24327
wang1,5,30,5000,2903,10998,41,3.47777068526,835.945709282,59166
wang2,5,30,5000,2903,10998,41,3.60844782145,833.270293861,57112
wang3,5,30,2500,26064,101616,87,20.1350070207,2440.33057851,26732
wang4,5,30,2500,26068,101632,86,5.62554104754,2430.89445766,19311
coater2,5,30,500,9540,112095,607,1.85115168958,632.936897975,None
coater1,5,30,5000,1348,11296,130,1.08761669695,361.579484852,None
nd12k,5,30,1,36000,7128473,7561,0,2370.15766667,None
nd24k,5,30,1,72000,14393817,11471,123.188712716,2778.93232258,None
nd3k,5,30,5,9000,1644345,3801,4.54747350886e-13,1822.05,None
nd6k,5,30,5,18000,3457658,5621,60.7992052158,2263.8892779,None
S80PI_n,5,30,25000,4182,8380,163,0.0385796195723,155.941085066,22808
bips98_1142,5,30,25000,9735,26612,31,3.36569165123,1431.31253291,22094
S40PI_n,5,30,25000,2182,4380,83,0.325629991685,156.217345873,38188
bips07_3078,5,30,12500,21128,53082,40,1.24499684167,1699.90404606,856
nopss_11k,5,30,25000,11685,30074,36,1.46787091509,1532.47533519,12629
bips98_606,5,30,25000,7135,20931,30,3.20305785458,1365.62762164,51376
S10PI_n,5,30,250000,682,1371,23,0.483110999984,175.001415869,57572
bips07_1693,5,30,25000,13275,33630,36,7.27442636222,1491.4631451,14747
S20PI_n,5,30,25000,1182,2380,43,0.119803544559,169.680682896,57398
juba40k,5,30,2500,40337,101659,40,6.48087410602,2322.99030787,54954
S80PI_n1,5,30,5000,4028,8061,480,0.0605096132855,74.2509823183,48902
bips07_1998,5,30,25000,15066,40474,32,52.5938600107,1677.183395,13520
bauru5727,5,30,2500,40366,101724,40,7.1479891562,2385.16965679,15750
bips07_2476,5,30,25000,16861,44511,32,0.865242864353,1689.74210871,16135
M80PI_n1,5,30,5000,4028,8061,480,0.0470782492955,75.5371419054,48902
S40PI_n1,5,30,5000,2028,4061,240,0.0377440898395,60.4603479066,54042
M40PI_n,5,30,25000,2182,4380,83,0.187680086466,155.341792878,38188
S10PI_n1,5,30,50000,528,1061,60,0.103369229122,59.1538842157,61737
M10PI_n,5,30,250000,682,1371,23,0.817580060543,175.195890551,57572
M80PI_n,5,30,25000,4182,8380,163,0.0451215157566,152.394106814,22808
mimo28x28_system,5,30,25000,13251,33457,36,0.84022587441,1501.48293229,44299
M20PI_n1,5,30,5000,1028,2061,120,0.0508418652388,56.2409112942,2852
M40PI_n1,5,30,5000,2028,4061,240,0.158306730718,62.3661049328,54042
mimo8x8_system,5,30,25000,13309,33578,36,0.842011961502,1450.77594568,8099
ww_vref_6405,5,30,25000,13251,33457,36,4.17906080255,1484.04314159,44299
xingo3012,5,30,12500,20944,50482,28,2.85450603071,2017.44655103,1334
xingo_afonso_itaipu,5,30,25000,13250,33455,36,0.79544709268,1487.85537358,54493
bips98_1450,5,30,25000,11305,29724,31,1.80075752606,1488.95876289,25166
S20PI_n1,5,30,5000,1028,2061,120,0.0815284128652,56.2136627907,2852
M20PI_n,5,30,25000,1182,2380,43,0.141797391193,167.457098284,57398
ww_36_pmec_36,5,30,50000,66,635,39,0.058545679358,74.850795756,28985
zeros_nopss_13k,5,30,25000,13296,33547,36,1.26550541421,1644.72933312,13373
mimo46x46_system,5,30,25000,13250,33455,36,1.19618154956,1507.24691959,47329
descriptor_xingo6u,5,30,12500,20738,50096,29,11.5469793193,1938.91130344,8031
ex21,5,30,5000,656,9900,189,0.40018385,290.794936709,13937
ex28,5,30,1000,2603,40192,384,0.960937825357,394.093903057,None
ex40,5,30,500,7740,232876,745,2.5365435095,1007.65327075,54527
ex2,5,30,1000,441,13640,295,1.81089758553,285.217853348,None
ex19,5,30,500,12005,135942,933,0.741814401701,509.233834095,None
ex9,5,30,500,3363,51417,699,0.385047344336,277.748510797,None
ex29,5,30,5000,2870,13312,175,0.368240563752,279.108569638,26221
ex25,5,30,1000,848,12728,164,1.74904700686,294.942069517,25614
ex1,5,30,5000,216,2284,89,0.285035426109,111.838273085,40411
ex33,5,30,1000,1733,11961,174,0.793130071095,261.047058824,None
ex22,5,30,1000,839,11772,313,0.547778919847,159.445224719,16211
ex20,5,30,1000,2203,35119,973,0.324254803745,216.442205726,6904
ex15,5,30,2500,6867,52769,473,0.560098574286,530.945975032,None
ex11,5,30,500,16614,556781,743,3.7698572028,1564.53551393,None
ex4,5,30,5000,1601,16950,146,0.585076465339,434.710632571,6737
ex27,5,30,1000,974,19088,647,0.244361395254,135.394880505,24043
ex12,5,30,5000,3973,42092,369,0.118958578644,429.855305466,None
ex14,5,30,1000,3251,35013,353,0.896424149773,376.763212338,None
ex36,5,30,5000,3079,28260,224,0.323286828285,460.724754296,None
ex6,5,30,1000,1651,25592,317,0.82351353308,311.071802386,None
ex24,5,30,1000,2283,25405,345,0.808138070081,281.207262894,None
ex5,5,30,50000,27,153,15,0.170029711148,60.1206723172,None
ex13,5,30,1000,2568,39098,643,0.371838461327,266.389573794,None
ex37,5,30,1000,3565,35578,553,0.475156856164,254.6439784,None
ex7,5,30,1000,1633,23894,354,0.678047154196,266.3813005,None
ex8,5,30,1000,3096,46394,350,1.30494426297,488.518518519,None
ex23,5,30,1000,1409,22190,470,1.17417098854,272.08315745,None
ex31,5,30,5000,3909,48621,254,0.544767561491,726.176150215,18899
ex10hs,5,30,1000,2548,29928,458,0.626260327971,281.151267375,None
ex32,5,30,25000,1159,6251,109,0.0668264933381,206.999124045,13427
ex35,5,30,500,19716,123794,708,1.04519789254,593.004857738,None
ex18,5,30,5000,5773,38730,280,0.283454421088,487.755148326,None
ex26,5,30,1000,2163,37845,230,2.64221344311,596.003782761,0
ex3,5,30,1000,1821,27253,564,0.625862741524,287.581877729,None
ex10,5,30,1000,2410,28625,364,1.49015165251,404.822834646,None
fd12,5,30,25000,7500,18872,5,39.1272735687,3242.74481773,45444
fd18,5,30,25000,16428,40400,5,5.05162017278,3634.64578785,27792
fd15,5,30,25000,11532,28628,5,10.3762425298,3400.73383578,61656
sinc12,5,30,2500,7500,133688,6,32.5200532695,6525.17576163,10924
sinc15,5,30,2500,11532,251348,6,16.3305045089,7017.96532673,53375
sinc18,5,30,2500,16428,423440,6,80.3751442229,6914.28730018,43034
wikipedia-20051105,5,30,25,1634989,15512976,1273,1.92661703115,1684.74642693,None
usroads,5,30,500,129164,294599,1625,0.560436376389,508.287418975,18266
minnesota,5,30,25000,2642,5945,222,0.0209886025588,87.0580261325,21041
usroads-48,5,30,500,126146,288096,1625,0.645284437355,623.620323326,16647
wb-cs-stanford,5,30,5000,9914,25338,169,0.515477502376,466.776089778,23587
flickr,5,30,25,820878,5748200,1828,2.52432565824,1346.78578638,None
CAG_mat1916,5,30,100,1916,108367,211,44.6772113022,1382.94849785,None
CAG_mat364,5,30,5000,364,6568,47,4.97999128376,523.872026251,41743
CAG_mat72,5,30,50000,72,591,29,0.2961152934,84.625158831,50974
Lin,5,30,125,256000,1011200,198,18.5447080493,4083.84710234,None
circuit_1,5,30,5000,2624,19244,56,9.34684898059,1044.78539522,52400
circuit_3,5,30,25000,12127,28306,15,3.13807049698,2206.01362074,21719
circuit_2,5,30,25000,4510,11244,29,3.51767056386,929.896551724,44893
circuit_4,5,30,2500,80209,190423,15,3.90950743718,2693.55811731,48382
meg1,5,30,125000,2904,7798,9,2.14967959121,1640.92397862,51547
d_dyn1,5,30,250000,87,194,6,0.434531804916,101.904933869,23386
d_dyn,5,30,250000,87,192,6,0.478135082983,100.125859666,50497
bayer01,5,30,2500,57735,194106,6,8.71556967596,3832.06168831,48105
bayer02,5,30,25000,13935,44779,7,5.05980005316,3621.79118774,26147
bayer03,5,30,25000,6747,21660,9,3.98079651137,2470.48095109,50248
bayer10,5,30,12500,13436,57585,8,10.6988650663,3988.52587559,17473
meg4,5,30,25000,5860,15586,10,6.37589113909,2286.67790894,40534
d_ss,5,30,500000,53,95,5,0.499824152296,60.1439943807,39519
poli_large,5,30,25000,15575,16623,7,22.6522063298,1469.48109547,40065
poli4,5,30,25000,33833,37453,9,2.20369349596,1725.07980064,40989
b_dyn,5,30,25000,1089,3372,11,18.1417863611,918.218229054,433
bayer08,5,30,25000,3008,19204,5,11.672652202,3292.81904998,48549
bayer06,5,30,25000,3008,19204,5,1.47015129839,1449.63144963,53006
bayer09,5,30,125000,3083,8426,7,6.87297942187,2070.06975905,48583
bayer07,5,30,25000,3268,19464,5,8.60946895487,3090.4783915,9236
bayer04,5,30,12500,20545,61477,8,26.1742370097,3385.04847951,34879
b2_ss,5,30,125000,1089,3165,7,12.1681390704,1103.89519209,11714
poli3,5,30,25000,16955,26490,8,16.9513270884,2015.12156921,16336
bayer05,5,30,25000,3268,19202,5,0.734659865069,1060.78415587,62929
poli,5,30,125000,4008,4348,5,1.5674560176,1025.91036415,37483
consph,5,30,25,83334,3046907,596,35.7779158205,4185.57103064,None
mac_econ_fwd500,5,30,500,206500,948056,12518,0.293805583289,267.073216995,None
pdb1HYS,5,30,5,36417,2190591,19244,2.15923585817,505.597168348,None
cant,5,30,25,62451,2034917,2397,13.1270846167,1627.25351922,None
webbase-1M,5,30,125,1000005,2348442,512,12.1345022132,2446.32014293,31430
cop20k_A,5,30,125,121192,1383436,239,16.4728004407,3838.0270793,None
EX3,5,30,5000,2600,38480,35,31.4474805463,1458.22983397,29929
08blocks,5,30,250000,300,592,2,5.16208505394,890.052356021,24243
EX2,5,30,25000,560,4928,15,48.9094967079,892.130518234,59974
EX1,5,30,25000,560,4928,15,28.3949686071,871.717929482,44243
EX5,5,30,2500,6545,154385,42,7.38699035489,3493.12297735,48128
EX6,5,30,2500,6545,154385,43,5.97068259484,3328.95799677,54294
EX4,5,30,5000,2600,38480,31,24.3267335094,1470.34010018,5292
af_shell1,5,30,5,504855,9033453,3702,132.276266908,3081.06157895,None
af_4_k101,5,30,5,503625,9027150,6765,18.6560455238,1809.34793814,None
af_shell6,5,30,5,504855,9042005,3719,53.0372864155,3073.27884615,None
af_shell8,5,30,5,504855,9042005,3719,111.686500172,3010.12928082,None
af_5_k101,5,30,5,503625,9027150,6765,9.30689710551,1793.32510218,None
af_2_k101,5,30,5,503625,9027150,6765,16.4998300019,1800.68484952,None
af_shell5,5,30,5,504855,9042005,3719,53.0372864155,3073.27884615,None
af_shell3,5,30,5,504855,9033453,3702,49.5627946806,3102.83586572,None
af_shell10,5,30,25,1508065,26883975,8190,11.7423568656,3822.77516337,None
af_1_k101,5,30,5,503625,9027150,6765,17.5889788754,1803.1515411,None
af_shell4,5,30,5,504855,9033453,3702,43.2606345522,3113.83882979,None
af_shell9,5,30,5,504855,9046850,3725,112.200997911,3046.56668591,None
af_shell7,5,30,5,504855,9042005,3719,53.0372864155,3073.27884615,None
af_3_k101,5,30,5,503625,9027150,6765,17.5889788754,1803.1515411,None
af_shell2,5,30,5,504855,9033453,3702,34.9047762044,3132.35154578,None
af_0_k101,5,30,5,503625,9027150,6765,14.3176111719,1787.23778004,None
net75,5,30,2500,23120,756160,4,30.2088589354,7583.51439435,43520
pf2177,5,30,500,9728,367436,72,17.6781139684,4361.33119487,12821
net25,5,30,2500,9520,205360,4,18.9360360425,7155.76694411,21930
ins2,5,30,125,309412,1530448,8,15.6969752829,3110.66174254,46593
fxm3_6,5,30,5000,5026,49526,111,1.42663936493,1179.35446108,4538
net50,5,30,2500,16320,480760,4,21.3005381861,7552.73812061,85
ex3sta1,5,30,2500,16782,347890,70,35.3533527479,4055.17200191,50242
fxm4_6,5,30,500,18892,258368,274,10.0804424325,2376.72183323,15163
net125,5,30,125,36720,1306960,4,76.3420005971,7121.96020634,85
net100,5,30,125,29920,1031560,4,72.6039256936,7445.80078125,21930
lp1,5,30,625,534388,1088904,9,7.7456180161,3685.45927521,52607
mip1,5,30,5,66463,5209641,713,70.4027961763,4691.60981873,44106
pattern1,5,30,5,19242,4671337,1004,146.509406736,3759.4483871,46290
net4-1,5,30,125,88343,1265035,89,34.351250766,4327.25720699,33408
net150,5,30,125,43520,1582360,4,644.026193679,6484.48753463,43520
lpl1,5,30,2500,32460,180248,25,2.78614577207,2200.59928444,56220
water_tank,5,30,25,60740,1045090,1255,12.7582559438,1633.13304721,None
mouse_gene,5,30,1,45101,14506196,5174,76.7485952002,2167.12900249,44953
human_gene1,5,30,1,22283,12345963,4812,78.4242788915,1963.10156499,17970
human_gene2,5,30,1,14340,9041364,4040,100.518867564,1901.93557895,33804
