name,workers,outer,inner,N,nnz,csrnnz_sd,csrnnz_mflops,csrnnz_sum,csrnnzgs_sd,csrnnzgs_mflops,csrnnzgs_sum,csrnnzsorted_sd,csrnnzsorted_mflops,csrnnzsorted_sum,csrnnzgssorted_sd,csrnnzgssorted_mflops,csrnnzgssorted_sum,csrnnzshort_sd,csrnnzshort_mflops,csrnnzshort_sum,csrnnzgsshort_sd,csrnnzgsshort_mflops,csrnnzgsshort_sum,csrnnzunroll2_sd,csrnnzunroll2_mflops,csrnnzunroll2_sum,csrnnzunroll3_sd,csrnnzunroll3_mflops,csrnnzunroll3_sum,csrnnzunroll4_sd,csrnnzunroll4_mflops,csrnnzunroll4_sum
fs_183_4,5,30,250000,183,1069,426.820213864,1941.98861572,2837,408.042289475,1610.1014158,2565,216.477235867,2597.60246234,2837,146.534521497,2826.04864293,2565,219.424130858,2726.57711274,2837,53.5970688204,3325.38365823,2565,198.059867623,3214.0709561,2837,56.8476757893,5264.28102429,2837,296.654635401,3478.30802603,2837
lshp1009,5,30,25000,1009,6865,863.171720212,6395.96273292,13373,134.440405372,5115.49925484,13373,465.059636255,6584.07928389,13373,140.083007868,5087.69762846,13373,838.637142251,6267.49847839,13373,97.4411904499,5040.38179148,13373,351.07896795,7057.91638108,13373,275.51534256,7605.2437223,13373,216.678977337,7355.35714286,13373
gr_30_30,5,30,25000,900,7744,261.992137298,7365.884591,28583,174.853512563,5733.46495558,28583,195.115554991,7269.08635795,28583,447.957320258,5505.21327014,28583,655.67510159,7065.69343066,28583,167.42734124,5587.3015873,28583,250.701679833,7508.72656755,28583,484.186556634,8061.06870229,28583,1205.30473802,6551.60744501,28583
bcsstk12,5,30,5000,1473,34241,339.867426965,8264.11906677,17460,281.638918203,8277.43755036,15433,83.2928937225,8358.25874695,17460,500.975392219,7514.48427213,15433,1325.90600264,7113.78116343,17460,480.117253213,7926.15740741,15433,390.077394014,9329.97275204,17460,499.500928955,9820.55449331,17460,679.300625098,9811.1747851,17460
lshp1270,5,30,25000,1270,8668,1127.97428631,6354.83870968,16043,161.587874977,5143.19620253,16043,211.463718876,7442.47281053,16043,435.21922157,4771.37614679,16043,207.970106922,7515.60693642,16043,56.3084593864,5175.95541401,16043,143.135541593,7362.400906,16043,966.268510262,6674.53798768,16043,431.944142479,7506.92840647,16043
dwt_234,5,30,250000,234,834,328.173552191,3798.96750683,9098,167.634422379,2589.52597806,41716,393.528208039,2638.12737242,9098,176.029080328,2080.14632524,41716,312.197948352,2884.48236108,9098,198.660430428,2533.41433779,41716,422.680496919,2914.04612159,9098,279.290999944,3229.22044399,9098,641.996200843,3122.81577634,9098
fs_760_1,5,30,25000,760,5739,419.015603735,3963.39779006,5687,218.464849256,3858.5835948,32781,171.482551955,5553.87096774,5687,28.06350561,3914.73396999,32781,456.748871064,5294.2804428,5687,103.144882172,4297.80329506,32781,277.362776052,5746.66221629,5687,344.422858681,6886.8,5687,414.371116959,5840.23066486,5687
dwt_1242,5,30,5000,1242,10426,795.298757842,7108.63636364,3091,419.922405179,5256.80672269,52018,514.438696432,6950.66666667,3091,109.799982483,5028.61736334,52018,243.359552703,7141.09589041,3091,554.005315508,4812,52018,982.349510818,6344.42190669,3091,284.064197132,7761.29032258,3091,398.144638849,7044.59459459,3091
psmigr_3,5,30,500,3140,543160,149.219954732,8589.7733263,5806,331.913816662,10254.751416,15714,266.185927383,8250.53164557,5806,89.4682324233,10184.25,15714,699.553162095,7944.80741102,5806,316.050079206,10222.5846926,15714,326.240397525,9757.36526946,5806,422.133418502,10713.2149901,5806,1614.20355521,9022.59136213,5806
problem1,5,30,25000,415,2779,386.998942251,2569.97533909,46097,242.183873073,2277.86885246,30148,472.8079089,2491.63179916,46097,526.029047923,3741.92100539,30148,538.451119681,2803.29522529,46097,240.392817578,4425.15923567,30148,675.201455048,3011.92196532,46097,223.207884526,7041.38513514,46097,806.010113729,3612.21837088,46097
sme3Dc,5,30,25,42930,3148656,391.592091263,5663.05035971,56543,479.096420701,6487.61538462,62968,360.541447906,5615.91438763,56543,259.283701493,6718.32716927,62968,858.829670125,4168.56487202,56543,255.531118504,6904.94736842,62968,165.730204807,6280.56382979,56543,483.427071807,6198.14173228,56543,332.517180578,6086.31958763,56543
sme3Db,5,30,25,29067,2081063,637.028624378,5945.89428571,2259,900.291856043,5624.49459459,41625,393.443305724,6144.87106299,2259,490.097533252,7397.14336493,41625,599.057293715,6132.79862475,2259,363.708207518,7558.3401937,41625,782.011485458,6557.97163866,2259,297.046099286,7159.62041284,2259,480.459332845,6800.85947712,2259
ns3Da,5,30,25,20414,1679599,303.308009871,6378.22405063,34013,1198.525789,6115.04490291,42537,437.986191775,3667.24672489,34013,342.273083903,7704.58256881,42537,364.321506182,6267.16044776,34013,456.192008932,7824.2189441,42537,1141.81485974,6394.41243655,34013,229.122959695,7704.58256881,34013,826.842029646,7057.13865546,34013
poisson3Db,5,30,25,85623,2374949,717.956341546,3738.11490031,17625,647.241922924,4240.98035714,9871,77.8480135269,4307.64631197,17625,312.582455303,4549.71072797,9871,358.44089334,4200.97110849,17625,203.079823665,4638.57226562,9871,225.096603543,4573.07252888,17625,264.555220408,4724.69960212,17625,325.365564828,4602.61434109,17625
poisson3Da,5,30,500,13514,352762,74.2947228628,7078.8361204,31706,282.48588396,7041.15768463,5839,426.006962553,7548.40228245,31706,199.601748653,7652.10412148,5839,983.90937248,6903.36594912,31706,565.065406852,7463.22990127,5839,553.840712977,8710.17283951,31706,242.486022662,9440.55307761,31706,289.922454992,9315.89788732,31706
sme3Da,5,30,500,12504,874887,209.220599188,7765.26923077,42863,309.984506647,9173.92869626,51548,901.646999081,7114.83057739,42863,195.381959843,9431.04922745,51548,884.919932722,7074.55795148,42863,177.874384113,9663.70029455,51548,107.45660771,9327.15351812,42863,1015.00310943,9778.91579732,42863,315.069616565,10296.8262064,42863
poisson2D,5,30,25000,367,2417,560.114132756,1259.29142063,61289,478.183559931,1226.07372337,42531,1456.90555122,2220.14696877,61289,477.525136493,4250.29308324,42531,997.542961394,1670.73732719,61289,187.064335469,4453.93120393,42531,1772.01570697,2510.73407202,61289,533.625501087,5736.55063291,61289,1380.0459805,3329.20110193,61289
pkustk03,5,30,25,63336,3130416,561.799383906,6669.92045455,18591,314.926182396,7891.80504202,50700,313.370995014,6815.12917271,18591,607.349930677,7585.82229402,50700,160.676698732,6895.18942731,18591,1191.42914528,6688.92307692,50700,781.259564262,7136.20668693,18591,746.470724795,7489.03349282,18591,184.72485034,7660.07177814,18591
pkustk14,5,30,25,151926,14836504,186.43283648,6945.92883895,50911,198.227409349,7948.12714286,40979,112.706078166,6822.42673207,50911,615.638438479,7275.17358614,40979,235.168772276,6653.14080717,50911,569.455851678,7327.87487652,40979,319.711734937,7073.98474253,50911,170.680449374,7308.6226601,50911,298.431507404,7033.74083439,50911
pkustk01,5,30,500,22044,979380,213.886150741,7913.11607864,14703,221.959259593,9363.09751434,8670,236.832660528,7839.22091782,14703,625.896697356,8257.84148398,8670,235.120891414,7862.29595933,14703,776.306226322,8435.65891473,8670,331.886170739,9082.34930448,14703,1204.70918721,8820.59441609,14703,308.302031269,10031.2051895,14703
pkustk13,5,30,25,94893,6616827,295.245653751,6756.46051736,16657,472.269940954,7429.07223054,54904,226.928894518,6724.41768293,16657,898.707751526,6350.121881,54904,143.648707841,6733.5417232,16657,584.100013089,7658.36458333,54904,274.704313355,7171.41654624,16657,146.061732683,7276.56928152,16657,234.780029256,7049.17649148,16657
pkustk11,5,30,25,87804,5217912,264.003804385,6859.65644172,10815,675.241736915,7780.18687873,39288,782.587629072,5224.87850467,10815,732.745292622,7335.39643861,39288,331.451062406,6604.95189873,10815,367.267204703,7554.89189189,39288,299.335430273,7253.81649676,10815,627.26065003,7187.20661157,10815,856.985233015,6489.94029851,10815
pkustk10,5,30,25,80676,4308984,616.917701904,6854.16330859,26166,710.285726222,7959.94581281,49977,367.547063323,7071.63676149,26166,939.897232045,6927.62700965,49977,634.910052394,6825.21224921,26166,597.148108288,7911.23133415,49977,613.579275202,7328.20408163,26166,455.077419671,7694.61428571,26166,201.008451502,7524.41909197,26166
pkustk02,5,30,500,10800,810000,781.307323956,7660.78184111,46197,333.939610266,9854.01459854,35445,955.632874077,7247.24127647,46197,167.561732789,9906.2372605,35445,144.291733437,8030.4031725,46197,1331.45225444,9016.69758813,35445,252.65750389,9533.150255,46197,329.514173587,10867.6207513,46197,1875.40233385,9135.33834586,46197
pkustk08,5,30,25,22209,3226671,150.33559402,7117.65661765,49224,187.797816615,8373.71366782,47736,673.692037893,6621.07592339,49224,1055.56602427,7400.62155963,47736,1004.88595103,4979.43055556,49224,884.368382621,7480.69010819,47736,824.600176161,6603.01023192,49224,675.28274057,6994.22904624,49224,218.691536851,7159.77292899,49224
pkustk04,5,30,25,55590,4218660,580.625332507,6626.16753927,17829,347.598254168,7860.85714286,17031,326.08914664,6739.07348243,17829,508.135352177,7560.32258065,17031,206.981141212,6841.07027027,17829,209.721477639,7670.29090909,17031,663.175585559,7182.73552781,17829,865.548354326,6315.35928144,17829,646.993163636,6775.14989293,17829
pkustk09,5,30,25,33960,1583640,805.442352788,6787.02857143,2430,532.518630504,8483.78571429,41631,476.546259207,7048.84272997,2430,786.775654546,7839.8019802,41631,381.521693811,7155,2430,719.01905345,7814.01315789,41631,532.816730603,8107.37201365,2430,550.056128739,8483.78571429,2430,1348.17167188,7493.56466877,2430
pkustk05,5,30,25,37164,2205144,277.029346401,6876.74844075,24711,639.141453209,7875.51428571,33054,283.974975378,6736.69246436,24711,311.6271652,7894.31026253,33054,614.647077613,6422.74951456,24711,178.528954777,7801.21698113,33054,618.815139664,7269.70549451,24711,330.750776265,7764.5915493,24711,694.646912913,6978.30379747,24711
pkustk06,5,30,25,43164,2571768,187.644943605,6963.27075812,18534,331.963703642,8225.27078891,2379,0,6767.81052632,18534,523.728423416,7730.76553106,2379,368.272778059,6538.39322034,18534,684.047506522,7361.93129771,2379,185.890771767,7447.2046332,18534,333.006470067,7608.78106509,18534,226.271326433,7292.34782609,18534
pkustk12,5,30,25,94653,7512317,1066.61528918,5529.18326791,33222,156.554348331,8031.7002851,7019,122.786694536,6883.61362248,33222,286.330787836,7997.49858055,7019,203.343358759,6854.30383212,33222,778.854300884,6887.82121027,7019,294.665460718,7317.19188312,33222,326.605858225,7492.33743351,33222,138.931659615,7223.38173077,33222
pkustk07,5,30,25,16860,2418804,235.151812805,7256.412,53853,532.356067375,8264.70615034,12402,331.257134298,7031.40697674,53853,230.453663062,8516.91549296,12402,408.197648832,7045.06019417,53853,441.014014951,8190.08126411,12402,290.485399648,7227.50199203,53853,394.343250971,7300.21327968,53853,238.265725987,7450.11498973,53853
eurqsa,5,30,5000,7245,46142,321.39989447,7502.76422764,62608,42.5914899431,4857.05263158,62516,192.796583302,7506.8329718,62608,155.060050677,4158.18564133,62516,329.000176526,7564.26229508,62608,160.647742231,4173.22882122,62516,143.011755163,6693.71373308,62608,169.439987771,6956.08040201,62608,163.904923325,6775.62408223,62608
Zhao1,5,30,500,33861,166453,858.162648355,6945.18776078,18558,406.471218732,4130.34739454,18558,633.345334637,7023.33333333,18558,94.6827322754,4214.0,18558,639.867927065,7123.5235378,18558,390.241342433,4147.5,18558,107.8933057,6684.85943775,18558,948.143131847,4675.64606742,18558,133.714091882,6831.17647059,18558
Zhao2,5,30,500,33861,166453,853.688102198,7043.14527504,8418,183.186870601,4315.98098531,8418,347.024263281,7226.61360347,8418,145.695437231,4196.29411765,8418,296.036033179,7258.125,8418,535.524549787,3529.03886926,8418,161.037232956,6649.25432756,8418,401.791060748,6720.84791386,8418,359.33425564,6667.00934579,8418
offshore,5,30,25,259789,4242673,37.574824221,5046.79579699,33696,234.488441788,4472.24841883,60992,350.144164062,5268.21978477,33696,310.416690639,4906.7151118,60992,201.736530558,5303.34125,33696,670.545523458,4251.1753507,60992,76.402607507,5692.31618962,33696,359.382980535,5717.88814016,33696,450.323268007,5687.22922252,33696
2cubes_sphere,5,30,25,101492,1647264,505.066880376,5939.65384615,27692,260.240146847,5201.88631579,1434,803.278316518,4252.83304647,27692,867.113459274,5201.88631579,1434,761.505382473,6303.30612245,27692,389.839931321,5953.96626506,1434,749.886220916,6732.6866485,27692,381.738699092,7267.34117647,27692,419.915507468,7310.34319527,27692
pwtk,5,30,25,217918,11524432,1038.61729134,5920.08493151,26906,262.756490953,7875.46605923,14054,210.229312996,6633.40291635,26906,988.110017802,6900.85748503,14054,269.273835072,6687.29129594,26906,192.643588824,7772.77338129,14054,874.482578515,6462.29831776,26906,251.640881357,7665.91929047,26906,318.729836489,7163.96518856,26906
msc01440,5,30,5000,1440,44998,1540.18453309,6299.30004666,32542,406.600059964,9152.13559322,16894,181.208449234,7687.58542141,32542,208.603434227,8805.87084149,16894,1001.04839023,6936.99897225,32542,63.2360404481,8681.28617363,16894,387.213470031,9195.77656676,32542,411.603651101,10328.5386381,32542,659.734919818,9839.21282799,32542
msc00726,5,30,5000,726,34518,1052.81066216,6685.21626856,42290,504.062755329,9304.04312668,54674,252.212925165,7880.82191781,42290,315.92734167,9388.39528558,54674,186.042807799,7856.90440061,42290,185.331528567,9354.47154472,54674,1626.00447522,7466.04181687,42290,147.185194554,10866.1070304,42290,149.808017905,10686.6873065,42290
bcsstk39,5,30,25,46772,2060662,930.817113995,6562.61783439,46946,294.55967305,7825.29873418,19546,694.01541538,6480.06918239,46946,1179.55822188,5990.29651163,19546,1388.99337925,4726.28899083,46946,398.674516421,8028.55324675,19546,280.721415975,7669.95781638,46946,837.945248425,7708.21197007,46946,1037.41704095,7089.43348624,46946
bcsstk34,5,30,5000,588,21418,526.414603531,7285.03401361,47860,365.774885969,8753.95095368,11503,360.866791582,7695.08982036,47860,540.899988513,8555.79227696,11503,1192.29068191,6393.43283582,47860,737.493432816,8399.21568627,11503,157.768388231,9380.1459854,47860,1422.73575875,9706.04229607,47860,545.787281617,10280.64,47860
bcsstm37,5,30,5000,25503,15525,226.925315007,3080.35714286,43771,122.919276249,1116.90647482,43771,102.220964284,2652.33485194,43771,80.4010457833,951.092505616,43771,864.494090707,6388.88888889,43771,679.085095946,5940.68877551,43771,76.538790791,7035.49848943,43771,753.381449599,6849.26470588,43771,264.965478543,6941.13263785,43771
crystk01,5,30,500,4875,315891,403.092919352,8169.59482759,65229,1784.64821068,8423.76,65484,367.699783887,7970.33641716,65229,281.64237856,9719.72307692,65484,288.306112613,7943.61274099,65229,1229.29961815,9138.60173578,65484,366.317283097,9582.13346815,65229,981.801249596,10448.4343991,65229,1694.4130347,8758.53049908,65229
msc10848,5,30,25,10848,1229776,486.353409472,7951.13793103,239,734.172038192,9459.81538462,34974,1673.83604534,6427.40069686,239,732.507320211,9411.55102041,34974,595.256912859,7718.25941423,239,1304.70294048,8826.14354067,34974,934.539910017,8954.67961165,239,498.434574282,10025.3478261,239,620.634450274,9864.51336898,239
bcsstm36,5,30,500,23052,320606,1378.83971311,6365.44010589,64721,134.027475622,7942.34516928,1980,361.273492586,7325.34653465,64721,64.7715410689,7253.52941176,1980,721.515785987,7713.0553328,64721,276.511582319,8001.81364393,1980,1309.84607412,6711.91905094,64721,272.899384313,9310.9196515,64721,570.516190673,9310.9196515,64721
pct20stif,5,30,25,52329,2698463,108.071140324,6757.41986644,38326,147.056925738,7426.96238532,14595,949.481593706,5782.42071429,38326,508.814878021,6068.50749625,14595,303.536970194,6518.02657005,38326,1134.85340879,6518.02657005,14595,212.579273667,7240.95617174,38326,639.044024266,7138.79100529,38326,1006.65811515,6486.68990385,38326
nasa1824,5,30,5000,1824,39208,381.894816934,7748.61660079,9040,289.086646962,8330.31161473,51555,1451.94320819,6389.13633895,9040,613.727552765,7444.55696203,51555,287.933691933,8078.57142857,9040,282.791676669,7458.71908687,51555,610.986506304,8810.78651685,9040,1216.71994378,8751.78571429,9040,176.390599436,9649.22067268,9040
nasa4704,5,30,500,4704,104756,1065.51152134,7683.81418093,13707,335.274748051,8358.19148936,58591,635.932217169,8017.04081633,13707,287.347938099,7778.91089109,58591,718.514722345,7976.34517766,13707,271.501683371,7856.7,58591,599.17786453,9135.69767442,13707,295.924184114,9381.13432836,13707,1481.45527582,9030.68965517,13707
msc04515,5,30,2500,4515,97707,1032.73564763,7223.28733366,21997,301.350981641,8229.11285794,19833,428.409797914,8427.86083956,21997,552.619153375,7531.37204522,19833,910.578804421,8048.35255354,21997,505.407589136,7775.0928382,19833,589.124394047,9281.85560481,21997,378.697717575,9572.86087524,21997,1212.58159569,8146.77598666,21997
crystm02,5,30,500,13965,322905,457.438923669,8401.69124024,7396,390.44992668,8453.0104712,7396,441.205537686,8336.61790017,7396,78.7612157573,8032.46268657,7396,908.537191549,6488.37910248,7396,87.0747405882,8019.16390728,7396,385.008047035,9156.09640832,7396,609.365003833,9658.17547358,7396,605.978292027,9553.40236686,7396
pcrystk03,5,30,25,24696,1751178,833.272259431,5222.20079523,35588,1236.62579399,6912.54473684,40218,427.027258593,7023.44117647,35588,349.372527507,8697.90397351,40218,140.036495146,7256.26243094,35588,1179.88237288,7911.94879518,40218,923.902254379,7725.78529412,35588,1535.83677804,7236.27272727,35588,1210.378558,7794.56083086,35588
bcsstm35,5,30,5000,30237,20619,48.4720508053,3806.58461538,9862,86.0414829772,1334.27523727,9862,18.4102260794,2770.12987013,9862,17.6265532742,1010.0751143,9862,333.310061057,7069.37142857,9862,324.925603737,4984.44802579,9862,229.190643625,7053.24971494,9862,573.956767774,5402.3580786,9862,215.886097317,7118.18181818,9862
bcsstm34,5,30,5000,588,24270,578.233006802,6483.52626892,18929,823.010652583,7762.26012793,16524,461.263449082,6649.31506849,18929,904.984697281,8698.92473118,16524,997.237946523,5760.28481013,18929,597.745617413,8637.01067616,16524,453.272330121,8009.9009901,18929,109.680355604,10521.6763006,18929,240.575668307,8988.88888889,18929
crystk02,5,30,500,13965,968583,764.344327133,7707.55702918,65201,277.946018636,10300.4218362,64946,906.129858263,7460.20282413,65201,290.942777968,9930.78947368,64946,551.311065869,7748.664,65201,144.268263195,9992.25928473,64946,150.821242071,9737.76474531,65201,1766.29949911,8982.22256569,65201,298.189669642,10710.4644305,65201
pcrystk02,5,30,500,13965,968583,994.476043454,7448.72853115,45435,252.691317174,10326.0447761,18789,851.625732475,7403.18216561,45435,300.064554414,9780.37361158,18789,989.222889458,7240.83977075,45435,270.607057334,9608.95833333,18789,314.576811152,9358.28985507,45435,293.250473292,10770.0111193,45435,577.718321878,10355.4846757,45435
crystm01,5,30,500,4875,105339,270.245137034,8634.3442623,8910,1812.12971655,6436.19144603,8910,1276.31457826,4876.80555556,8910,279.094799365,7880.72319202,8910,396.597129956,8495.08064516,8910,811.323085386,7707.73170732,8910,1758.0508967,8144.76804124,8910,479.356201565,10032.2857143,8910,502.791262321,9875.53125,8910
msc23052,5,30,25,23052,1142686,662.789210293,7262.83474576,53619,682.179608021,8789.89230769,17914,936.58881802,6911.40725806,53619,680.632781663,8745.04591837,17914,481.861303896,7452.3,53619,1429.8623407,7935.31944444,17914,889.051749384,8485.29207921,53619,907.129790272,9068.93650794,53619,769.822317612,9265.02162162,53619
bcsstm39,5,30,5000,46772,46772,134.642889703,5457.64294049,20867,93.2958797909,1333.29532497,20867,781.107896322,4803.69736392,20867,67.3466407167,1331.01878201,20867,489.218243747,6881.60863168,20867,1042.18591444,6211.42098274,20867,246.529915177,7043.97590361,20867,192.970974872,7133.50279614,20867,309.571251755,7065.25679758,20867
crystm03,5,30,500,24696,583770,467.475090369,8551.31835938,30350,102.873121162,8743.43484773,30350,523.854038105,8315.81196581,30350,586.431290358,7436.56050955,30350,366.172333502,8284.34247871,30350,295.004367585,7888.78378378,30350,1387.2556057,8276.51228733,30350,478.642103051,10007.4857143,30350,682.425576795,9517.98913043,30350
bcsstk38,5,30,500,8032,355460,229.9416615,7887.4260355,64132,1149.98800052,7457.2027972,9904,267.272434419,7766.78805535,64132,391.58554887,8961.17647059,9904,500.275242077,7600.71275837,64132,215.689371692,8813.05785124,9904,513.78261533,9122.15568862,64132,1601.85762917,7823.77109318,64132,267.278607238,10050.7068803,64132
bcsstk35,5,30,25,30237,1450163,497.128042574,7179.02475248,30945,920.336140615,7997.22242647,682,443.552784533,7131.94918033,30945,626.172694139,8270.89163498,682,549.270962117,7226.72591362,30945,535.694593197,8270.89163498,682,1021.88549642,7768.73035714,30945,714.559365482,8988.61363636,30945,539.056948994,8771.14717742,30945
bcsstk36,5,30,25,23052,1143140,1480.44755543,6544.69465649,22721,716.619494698,9120.79787234,7772,605.293924811,7487.81659389,22721,793.828049253,8793.38461538,7772,1264.99146105,6724.35294118,22721,714.544556308,8977.53926702,7772,1473.03163844,7794.13636364,22721,1137.17055972,9526.16666667,22721,862.095248903,9687.62711864,22721
bcsstm38,5,30,5000,8032,10485,103.324871911,4048.26254826,45046,26.1625356024,1579.06626506,5785,74.0255667117,3946.67503137,45046,22.7945930923,1208.87778632,5785,242.575960203,7100.45146727,45046,117.921766976,4961.35646688,5785,257.835172652,7132.65306122,45046,247.556977616,7197.94050343,45046,235.48708461,7148.86363636,45046
bcsstk37,5,30,25,25503,1140977,1262.2786847,7043.06790123,8848,974.335230962,8267.94927536,30009,1492.9936316,6026.28697183,8848,1221.16241273,5901.60517241,30009,1312.17782708,5202.02279635,8848,906.535538778,8188.83014354,30009,681.159340905,8776.74615385,8848,407.984289227,9352.2704918,8848,493.401191438,9455.61049724,8848
crystk03,5,30,25,24696,1751178,190.871678154,7216.39285714,65236,1229.9847527,7613.8173913,65491,382.143157631,6986.08244681,65236,944.885113539,8032.9266055,65491,570.478941552,6967.55172414,65236,759.869444055,7959.9,65491,506.834092578,8008.43597561,65236,458.721451592,8446.19614148,65236,611.923288706,8183.07476636,65236
nasa2910,5,30,500,2910,174296,1835.38103958,6652.51908397,59587,988.240371053,9421.40540541,22641,872.431917072,7578.08695652,59587,240.321983655,9337.28571429,22641,293.689288429,7958.72146119,59587,1247.15894883,8938.25641026,22641,623.952446594,9304.0569395,59587,377.216854751,10478.7174349,59587,702.377512878,10192.748538,59587
msc01050,5,30,5000,1050,26198,879.730286842,5949.58364875,8632,105.647627367,7922.78225806,64856,41.9140316682,7930.77699294,8632,216.904872957,7203.84967919,64856,612.061316367,7705.29411765,8632,291.54120868,7080.54054054,64856,372.884918717,8703.65448505,8632,295.767157802,9561.31386861,8632,1516.10973405,7890.96385542,8632
ct20stif,5,30,25,52329,2600295,808.185154547,6260.7423756,22645,233.452706384,7457.8250478,58559,127.533671382,6783.37826087,22645,752.241827185,7304.1994382,58559,813.217662506,6301.19951535,22645,161.102127875,7603.20175439,58559,899.781843598,6191.17857143,22645,907.72389662,5694.07664234,22645,242.963194121,7209.69038817,22645
finan512,5,30,500,74752,596992,268.729427879,7465.51062943,4355,378.736333831,5588.06864275,13523,147.028678059,7051.08661417,4355,20.132205417,4305.23076923,13523,562.092757525,6904.30223593,4355,74.398120729,4575.82013286,13523,785.150179739,6182.17466344,4355,94.9444292202,7006.94835681,4355,235.234810317,6851.47666412,4355
pfinan512,5,30,500,74752,596992,329.267071415,7221.67741935,4979,97.9348311256,5762.47104247,5107,826.325118458,6335.25291829,4979,88.1784686411,4206.14372945,5107,978.776534009,6355.4861604,4979,17.4399076968,4613.53941267,5107,34.483169956,6804.62006079,4979,343.912695761,6802.03570072,4979,137.081313726,6856.72281776,4979
coupled,5,30,2500,11341,97193,803.365820902,4900.48739496,22548,141.764290766,4778.41691249,8558,309.290675132,7192.37789837,22548,159.489054837,3838.58609795,8558,218.096953197,7385.48632219,22548,55.8308480092,4245.47175306,8558,170.084623583,6681.4619615,22548,149.768534067,6982.25574713,22548,133.420827345,6787.22067039,22548
iprob,5,30,25000,3001,9000,21.1279003667,5490.03660024,23676,207.337884908,2813.67236348,38402,69.2944281469,6270.32048305,62715,75.7476999362,2467.10526316,62715,97.0595868827,8994.00399734,42150,88.0432876009,8905.01319261,42150,134.611579011,9006.00400267,42150,682.203320112,7135.30655391,42150,91.6828198719,9000.0,42150
language,5,30,25,399130,1216334,61.2488705674,2587.94468085,36261,83.688190595,2109.24971098,61351,87.0448465572,2613.8982808,36261,75.8816930976,2246.92241379,61351,251.622017441,2544.63179916,36261,461.708880013,2909.88995215,61351,79.821878919,2864.20879121,36261,113.853905002,2919.2016,36261,116.135456722,2882.30805687,36261
Alemdar,5,30,5000,6245,42581,217.702629941,6871.59763314,46485,839.933781328,4630.04711852,1491,224.609082218,7431.2390925,46485,21.6008039045,3985.74102964,1491,973.813180538,7405.39130435,46485,179.393974385,5602.76315789,1491,355.170588126,7549.82269504,46485,268.220215482,8152.0740268,46485,260.619422097,8126.14503817,46485
Emilia_923,5,30,25,923136,40373538,621.344332691,5729.45193945,16429,521.49364208,6702.11454183,45446,510.604159685,5728.90994229,16429,368.657605441,6500.6770073,45446,832.132332295,5369.29754411,16429,223.822247928,7041.07743286,45446,264.424126216,6877.16409266,16429,180.030196618,7185.60832938,16429,425.194275858,6846.84081402,16429
Fault_639,5,30,25,638802,27245944,609.107937251,6328.41684732,24259,202.716376109,7247.54672814,5571,17.9310683337,6042.12241277,24259,47.7150468461,6518.16842105,5571,137.493903487,5976.73530272,24259,42.3761698528,6670.29802513,5571,462.330390993,6295.27356747,24259,407.683782235,6466.60063291,24259,365.933950307,6453.3263856,24259
StocF-1465,5,30,25,1465137,21005389,500.165087627,5642.5650967,59663,407.366898397,4923.90740741,7461,276.05107964,4357.96452282,59663,224.937560302,4285.06507548,7461,251.305412923,4603.08013148,59663,207.486373294,4219.07920461,7461,12.6712143416,5179.69480519,59663,12.9540346324,5367.64625213,59663,202.116055231,5130.7740596,59663
Transport,5,30,25,1602111,23487281,617.780201707,6305.87461965,37619,559.52572492,5931.13156566,23624,188.68620359,6130.31520793,37619,108.497664662,5564.82727847,23624,43.6134629429,6212.47072827,37619,195.059178548,5523.8196143,23624,355.93677497,6255.49032315,37619,32.1610276282,6762.17303263,37619,268.711833613,6424.31099562,37619
CoupCons3D,5,30,25,416800,17277420,203.26422372,6576.02892667,35348,604.438329783,6557.72520243,40005,146.900930279,6207.45628743,35348,55.6477320066,6682.85972151,40005,315.122789432,6369.16441386,35348,187.229155832,7253.32493703,40005,202.449528873,6981.71605603,35348,421.830554189,7151.25,35348,105.443722618,7119.81593407,35348
ML_Laplace,5,30,25,377002,27582698,212.998576728,6843.20989084,16576,444.980204835,8150.91548463,60139,513.481984492,6715.47589677,16576,491.793748934,7809.37089468,60139,205.206457673,6757.15286624,16576,125.688493102,8090.34943293,60139,599.420846316,7225.64565141,16576,609.006563889,7334.52348874,16576,171.355615385,7254.7864282,16576
PFlow_742,5,30,25,742793,37138461,451.988659188,6577.83581296,1356,475.378406123,7341.55133105,35689,92.3456520927,6653.25349337,1356,106.545236621,7020.50302457,35689,418.988277602,6455.86875652,1356,366.167527676,7038.2427669,35689,561.689912053,6720.67698154,1356,407.580526325,7086.59095535,1356,373.702069996,6889.40038338,1356
cell1,5,30,5000,7055,30082,353.382968717,7117.19242902,56932,534.936345421,3378.73455635,56932,343.605783409,7208.14696486,56932,59.8454457134,3939.15320821,56932,739.792033651,7089.23802042,56932,500.198471491,3605.51338394,56932,225.714734015,6441.54175589,56932,297.467532217,6640.61810155,56932,292.124448605,6558.5755814,56932
cell2,5,30,5000,7055,30082,185.691582016,7185.1910828,39113,386.619418587,3701.64068909,39113,335.274892871,7385.10638298,39113,16.4472323655,3959.89469065,39113,296.335263841,7446.03960396,39113,517.179184374,3658.1272801,39113,204.513385772,6373.30508475,39113,226.597155062,6660.22140221,39113,448.418748601,6469.24731183,39113
