name,workers,outer,inner,N,nnz,csrnnz_sd,csrnnz_mflops,csrnnz_sum,csrnnzgs_sd,csrnnzgs_mflops,csrnnzgs_sum,csrnnzsorted_sd,csrnnzsorted_mflops,csrnnzsorted_sum,csrnnzgssorted_sd,csrnnzgssorted_mflops,csrnnzgssorted_sum,csrnnzshort_sd,csrnnzshort_mflops,csrnnzshort_sum,csrnnzgsshort_sd,csrnnzgsshort_mflops,csrnnzgsshort_sum,csrnnzunroll2_sd,csrnnzunroll2_mflops,csrnnzunroll2_sum,csrnnzunroll3_sd,csrnnzunroll3_mflops,csrnnzunroll3_sum,csrnnzunroll4_sd,csrnnzunroll4_mflops,csrnnzunroll4_sum
parabolic_fem,5,30,25,525825,3674625,269.629259704,5723.71495327,17124,55.519644541,4544.05399835,17124,380.300013146,5618.69266055,17124,251.323489827,4326.48155416,17124,353.078101067,5534.07379518,17124,207.565122544,4452.29200323,17124,398.01943625,5590.20030426,17124,254.168495938,5939.58782328,17124,108.620026267,5971.76327194,17124
utm1700b,5,30,5000,1700,21509,257.901683326,7995.91078067,22422,149.753152734,6577.67584098,42058,362.531760083,7654.44839858,22422,66.5461314621,5203.79032258,42058,484.77941734,7869.14634146,22422,0,6145.42857143,42058,144.459606231,8167.97468354,22422,1378.1749371,7591.41176471,22422,442.344681348,8524.04227213,22422
utm300,5,30,25000,300,3155,1121.75583751,4590.20368574,47169,594.19111832,4165.93309859,25596,832.502855297,3404.67625899,47169,462.203029355,3119.64403428,25596,714.079138153,2978.28823159,47169,632.182487224,3547.6011994,25596,886.684421661,3956.93979933,47169,775.597551971,4498.57414449,47169,1143.53277408,4452.02257761,47169
utm3060,5,30,5000,3060,42211,1221.36376853,7341.04347826,28452,157.468323645,7086.345831,54044,161.346319779,8060.66199873,28452,29.9203657723,5635.64753004,54044,288.920940257,8217.58598313,28452,163.671643371,6177.2195122,54044,234.598915249,8358.61386139,28452,318.363617103,8974.69879518,28452,85.7465339983,8924.10147992,28452
utm5940,5,30,2500,5940,83842,919.857755711,7919.58438287,2936,147.982577663,7311.80232558,54496,74.0015910317,8246.75409836,2936,65.8378475285,5923.83419689,54496,784.242730795,8056.56630365,2936,53.6494675933,6459.3220339,54496,154.022202636,8578.64938608,2936,256.293611803,9146.4,2936,172.351407141,9119.86947063,2936
Baumann,5,30,500,112211,748331,244.492114005,7860.6197479,63537,74.1224875853,5416.14716526,63537,77.967678286,7468.37325349,63537,12.1508948113,4928.63446762,63537,819.090426529,6911.92426108,63537,87.2090262176,4893.18439407,63537,549.280825902,6890.70902394,63537,104.534331911,7520.91457286,63537,722.021116255,7149.65923567,63537
chem_master1,5,30,500,40401,201201,377.784100541,7621.25,1968,202.613492743,4418.76281113,1968,629.680149699,7307.54237288,1968,75.6008436824,4517.98652695,1968,159.53398551,7592.49056604,1968,791.744867452,3813.03221731,1968,343.118282188,6945.94936709,1968,148.192552044,7316.4,1968,44.4795877269,7177.20570749,1968
G3_circuit,5,30,25,1585478,7660826,20.2259834854,4292.58087411,46602,275.479015395,2967.01239349,46602,82.7643782625,3835.52703605,46602,146.129712459,2859.94001991,46602,20.8617870344,3856.1204698,46602,155.971785016,2921.74904653,46602,22.0197399044,3874.32198247,46602,156.821962994,3758.99214917,46602,108.681383037,3738.20396877,46602
G2_circuit,5,30,500,150102,726674,35.2475583986,7237.78884462,54308,63.0179010151,4184.30326296,54308,264.055384362,6980.53794428,54308,80.477833393,3801.92186955,54308,625.748790069,6962.70201214,54308,68.7082217353,4275.39125319,54308,380.447474013,6434.53955136,54308,91.787751551,6861.88857413,54308,560.035322302,6493.95889187,54308
invextr1_new,5,30,25,30412,1793881,281.885459294,7118.57539683,32525,908.732260563,7558.48735955,28958,410.682849673,7007.34765625,32525,337.03275234,7844.9606414,28958,354.882846437,7025.64360313,32525,333.182575447,7732.24568966,28958,404.893591712,7799.4826087,32525,478.05814504,8228.81192661,32525,1337.65479567,6777.88790932,32525
mixtank_new,5,30,25,29957,1990919,654.793121281,6741.26072235,54323,430.841979243,7756.82727273,16105,471.551893406,6726.0777027,54323,866.90563741,7373.77407407,16105,389.401030635,6865.23793103,54323,183.341417753,7618.3125,16105,742.471496116,7355.61206897,54323,622.592974982,7838.26377953,54323,852.453013147,7301.65892421,54323
Dubcova1,5,30,500,16129,253009,353.656610124,8066.17428268,52208,130.602369875,6465.30664395,27518,472.892602471,7873.72406639,52208,304.558675795,6357.01005025,27518,336.680962675,8074.75531915,52208,653.03241585,6033.6009539,27518,108.83062014,8377.78145695,52208,93.4815586007,9003.87900356,52208,223.686405473,8825.89534884,52208
Dubcova2,5,30,25,65025,1030225,609.481783926,7844.35279188,1229,759.586216002,5898.23473282,29674,946.795810419,7358.75,1229,316.829179971,6231.19959677,29674,779.142002622,7575.18382353,1229,286.513889009,6281.8597561,29674,657.437771678,7804.73484848,1229,517.393876949,8353.17567568,1229,661.889464839,8219.88031915,1229
Dubcova3,5,30,25,146689,3636643,192.682060558,6395.03458382,10659,329.450185924,6455.57928994,47494,117.848458165,6636.20985401,10659,43.1753828012,6726.22009864,47494,1060.30097963,5275.594294,10659,533.561667099,6463.22808057,47494,276.693462606,7066.01619171,10659,141.544578407,7597.44359331,10659,189.774256515,7177.58486842,10659
TSOPF_FS_b9_c6,5,30,500,14454,147972,749.957068945,7562.45315162,39327,81.972767267,4993.43082115,1507,191.907837573,7423.34448161,39327,228.089977738,3897.41878841,1507,1276.39993382,6323.58974359,39327,145.337065609,4010.08130081,1507,129.343991142,6509.03225806,39327,252.727693263,6615.73770492,39327,177.24938568,6576.53333333,39327
TSOPF_FS_b162_c1,5,30,500,10798,608540,885.127169878,7581.47840532,59794,283.386810085,7986.08923885,39074,196.515749073,7986.08923885,59794,143.243470354,8164.66905188,39074,343.079118448,8014.13520632,59794,356.347226583,7842.01030928,39074,138.005343742,9160.16056197,59794,995.462262083,9146.39278557,59794,603.006005899,9726.265317,59794
TSOPF_FS_b9_c1,5,30,5000,2454,25032,389.542316805,7694.26229508,56144,175.389403353,4953.56200528,51626,110.566935563,7487.13858425,56144,356.153123253,3890.98445596,51626,330.184999588,7435.24752475,56144,29.2698446538,4085.74537541,51626,61.5615630083,6575.83187391,56144,46.8785304617,6777.61732852,56144,88.231398109,6687.08815672,56144
TSOPF_RS_b39_c30,5,30,25,60098,1079986,547.500391836,7330.22171946,32197,240.758909495,5192.24038462,63393,983.546123336,6922.98717949,32197,340.45348812,5159.16878981,63393,653.750541506,7297.2027027,32197,383.677763362,5159.16878981,63393,1110.36641642,6639.25819672,32197,486.343026878,7397.16438356,32197,938.787056617,7012.8961039,32197
TSOPF_FS_b39_c7,5,30,500,28216,730080,80.2103645059,7701.26582278,61434,41.6081705137,6183.62507058,50685,252.135243588,7513.68782161,61434,27.2768714456,6150.63184499,50685,706.451896509,7257.25646123,61434,232.782707717,6068.82793017,50685,251.455964862,8040.52863436,61434,209.600541853,8674.21782178,61434,60.9551103397,8472.88201161,61434
TSOPF_FS_b300_c1,5,30,25,29214,4400122,593.076362947,7244.98682766,30816,263.328840798,8239.92883895,56405,650.952804967,7237.04276316,30816,531.137449773,7980.87424426,56405,1193.5401845,6502.64334975,30816,381.997815696,7980.87424426,56405,189.292138044,7174.11195652,30816,124.605986617,7317.27605322,30816,273.380230937,7158.54989154,30816
TSOPF_RS_b300_c1,5,30,25,14538,1474325,1408.02806285,6562.27744807,35590,582.785221828,8505.72115385,59995,1056.71610705,7065.45527157,35590,511.665486231,8706.64370079,59995,628.694158814,7625.81896552,35590,1194.32608201,7814.4434629,59995,549.318688684,8775.74404762,35590,717.608781646,9291.96428571,35590,1136.07885978,8845.95,35590
TSOPF_RS_b162_c3,5,30,500,15374,610299,583.745243742,8051.43799472,32880,352.771013268,7460.86797066,21529,378.845298456,8058.52552817,32880,63.1408572229,7559.44260941,21529,1164.07579808,7151.94140625,32880,274.210777705,7400.55375909,21529,182.39508103,8777.07094919,32880,640.870977655,9186.63823382,32880,367.132439269,9168.23735603,32880
TSOPF_FS_b39_c30,5,30,25,120216,3121160,239.510724995,6475.43568465,8398,62.0334101626,5566.87277051,55757,231.615316997,6640.76595745,8398,234.403175817,4724.25832492,55757,261.834015002,6621.98019802,8398,141.678112045,4836.50826446,55757,548.026205068,6413.34246575,8398,306.268336772,6566.25525947,8398,401.478781401,6612.62711864,8398
TSOPF_RS_b300_c2,5,30,25,28338,2943887,698.56833977,6762.37442573,1188,163.869686681,7446.59443508,23888,258.945932963,6998.14659271,1188,177.555716806,7471.79441624,23888,249.351179285,7054.04233227,1188,177.557727584,7626.65025907,23888,105.150531494,7323.10199005,1188,739.874509816,6700.80500759,1188,799.192144859,6551.6772997,1188
TSOPF_RS_b2383,5,30,25,38120,16171169,463.513566657,7030.94304348,54265,612.205945808,8096.3796729,22571,277.458363369,7204.26299376,54265,986.42706521,7976.57135811,22571,266.570002959,7388.59381663,54265,724.646831742,8175.51516684,22571,504.48925367,7883.2478063,54265,281.653778481,8798.24211099,54265,1051.09415428,8085.5845,54265
TSOPF_RS_b39_c7,5,30,500,14098,252446,395.601749371,7735.83248212,61975,234.653729467,5226.6252588,39616,147.412026963,7815.66563467,61975,183.321368037,5299.77606718,39616,255.864005474,7783.53545735,61975,77.0752043174,5456.32564841,39616,815.008544476,7233.40974212,61975,346.803927417,7727.93877551,61975,67.5017028086,7626.7673716,61975
TSOPF_RS_b678_c2,5,30,25,35696,8781949,245.046924612,7346.86196319,37728,151.639671143,8295.29187657,3172,82.1587998034,7467.64370748,37728,956.135804424,7359.17513966,3172,425.320155165,7139.79593496,37728,270.716357824,8042.07783883,3172,42.1657902198,7425.54875986,37728,807.770821299,7289.94106253,37728,252.863381734,7681.00495627,37728
TSOPF_RS_b2383_c1,5,30,25,38120,16171169,730.487166125,7043.19207317,44197,124.290317666,8407.88682842,48654,388.74745471,7359.45191141,44197,291.13472573,8335.65412371,48654,151.00408664,7447.57552963,44197,903.872223961,8045.35771144,48654,241.896989382,8170.00791512,44197,870.636945439,8361.51447777,44197,264.134610843,9020.73391595,44197
TSOPF_FS_b39_c19,5,30,25,76216,1977600,163.498603044,6621.42857143,52104,224.660808342,5586.44067797,29563,304.835037989,6636.24161074,52104,160.189718189,5628.84250474,29563,394.456344316,6577.38359202,52104,152.382581828,5596.98113208,29563,235.568499269,6819.31034483,52104,261.975146187,7252.81173594,52104,135.54372424,7096.6507177,52104
TSOPF_RS_b162_c4,5,30,500,20374,812749,409.138479606,7893.32146326,4762,33.8233196543,7483.87661142,60167,231.632119654,8113.96672213,4762,33.2707332795,7499.99077207,60167,1015.56904856,7372.98760206,4762,175.148479328,7481.58023934,60167,174.46268807,8898.71167883,4762,493.500211901,9494.73130841,4762,41.4359191103,9543.04109589,4762
TSOPF_RS_b300_c3,5,30,25,42138,4413449,180.47476855,7188.0276873,55839,141.041982278,7797.6130742,30108,844.891071294,6012.873297,55839,184.170466187,7779.28730905,30108,429.786983226,7035.25345377,55839,524.512431685,7540.06093394,30108,307.061462812,7323.20077434,55839,519.709679015,6968.60368421,55839,153.877397174,7258.96217105,55839
TSOPF_RS_b678_c1,5,30,25,18696,4396289,469.772158487,7106.0705819,27920,224.828259,7983.57566586,63903,467.945010616,7121.41846652,27920,414.001258081,7945.10060241,63903,436.635114174,7183.47875817,27920,187.540591853,8161.42759901,63903,425.427881756,7030.31289979,27920,810.125431604,7113.73624595,27920,286.76858178,7641.29026651,27920
TSOPF_FS_b300_c2,5,30,25,56814,8767466,355.609016496,7135.75637547,60777,203.975904605,7927.18444846,47818,206.419500269,7198.24794745,60777,1074.56589578,7116.44967532,47818,400.569252567,7233.88283828,60777,118.194416692,8214.36539663,47818,120.581156421,7074.34050565,60777,649.352461651,6481.61606703,60777,233.818327106,7214.04223807,60777
TSOPF_FS_b300,5,30,25,29214,4400122,371.0290092,7399.30829596,41334,498.476923009,8198.98509317,7133,682.376557145,7317.27605322,41334,52.2396484125,8138.32675709,7133,1316.55945654,5789.63421053,41334,201.560183387,8281.28356336,7133,245.032755562,7237.04276316,41334,219.835476276,7366.27566964,41334,510.47916519,7104.61033369,41334
TSOPF_FS_b162_c3,5,30,25,30798,1801300,485.264514581,7110.39473684,17422,272.359295063,7302.56756757,4322,1099.34375652,5912.36323851,17422,875.082875517,6655.04926108,4322,283.058206843,7263.30645161,17422,851.397231804,6805.91939547,4322,554.852592406,7589.74719101,17422,983.464486252,7611.12676056,17422,512.610038981,7877.40524781,17422
TSOPF_RS_b39_c19,5,30,500,38098,684206,79.1080298172,7909.89595376,8480,22.4354882003,5400.20520916,730,133.788184588,7822.47713415,8480,259.08040283,5369.12895632,730,174.54583289,7804.63117871,8480,130.123749863,5410.1686874,730,134.574707705,7602.28888889,8480,46.6894553974,7864.43678161,8480,473.56238328,7412.84940412,8480
TSOPF_RS_b162_c1,5,30,500,5374,205399,1194.73592644,7215.42154567,50087,335.942218386,7283.65248227,45384,218.934036994,8023.3984375,50087,132.237222592,7335.67857143,45384,217.911373341,8054.8627451,50087,111.874347385,7266.4740566,45384,182.330794563,8777.73504274,50087,480.377001231,9378.94977169,50087,1172.1623489,8441.05479452,50087
TSOPF_RS_b2052_c1,5,30,25,25626,6761100,1237.40900117,6241.01538462,25684,226.454791097,8205.2184466,19962,402.045496441,7192.65957447,25684,989.305738108,7741.71755725,19962,277.932904955,7275.21520803,25684,91.1600979531,8395.40562914,19962,806.490160473,6999.06832298,25684,560.758824071,7683.06818182,25684,380.951183811,7923.1640625,25684
TSOPF_RS_b9_c6,5,30,2500,7224,54082,0,7511.38888889,4859,216.937004837,3888.9261745,12071,286.617982805,7567.44402985,4859,30.2007356246,4019.97026759,12071,230.802660534,7581.58878505,4859,18.3455033122,4042.00298954,12071,240.194631589,6428.12995246,4859,500.213030632,6633.11529027,4859,205.664233412,6709.92555831,4859
TSOPF_FS_b162_c4,5,30,25,40798,2398220,627.466613181,6891.43678161,44852,192.050430557,6891.43678161,24200,845.42318862,6435.29516995,44852,456.390694783,6917.94230769,24200,367.58015067,6852.05714286,44852,207.901447085,7194.66,24200,121.652151423,7494.4375,44852,262.769824244,7820.2826087,44852,149.915427717,7541.57232704,44852
TSOPF_FS_b300_c3,5,30,25,84414,13135930,208.965637999,7209.62129528,3801,123.293259723,8138.74225527,6578,376.341634947,7128.76085384,3801,73.4063887847,8189.48254364,6578,416.120111762,7146.86071817,3801,139.994172616,8062.15016367,6578,235.481830395,7019.55646598,3801,640.815799001,6899.12289916,3801,240.863912426,7152.04900181,3801
twotone,5,30,25,120750,1206265,1091.33700943,5932.45081967,2247,324.886506015,5762.41242038,25819,947.376802524,4569.18560606,2247,137.201625965,3994.25496689,25819,783.651937278,5799.35096154,2247,164.950326922,4546.22487437,25819,201.136452266,6092.24747475,2247,332.539685198,6393.63074205,2247,361.958251336,6282.63020833,2247
onetone2,5,30,500,36057,222596,190.689367059,5117.14942529,64202,60.2180544837,3893.80758017,7709,430.222587962,3840.06900518,64202,75.3430908578,2631.15839243,7709,38.2084131262,4181.51534126,64202,12.705361124,3087.32316227,7709,211.312235815,3898.35376532,64202,9.09494701773e-13,4047.2,64202,26.9345857676,4034.97280967,64202
onetone1,5,30,500,36057,335552,37.8268313063,5869.71428571,56150,169.209699264,4811.93116635,8901,146.253130983,4481.99465717,56150,123.805839482,2759.47368421,8901,204.90977941,4615.57083906,56150,92.4562969548,3407.77251185,8901,161.329483035,4352.16601816,56150,150.590845754,4476.01600711,56150,147.955275345,4460.15064245,56150
pre2,5,30,25,659033,5834044,60.4885555403,5715.91508818,57998,251.911971826,4603.4013677,38249,231.446619788,4750.85016287,57998,20.1259958894,3587.97293973,38249,622.97231751,4433.16413374,57998,67.3268233598,3903.24085638,38249,155.164859598,4994.90068493,57998,32.1953134595,5290.85006046,57998,335.102579905,4908.05720695,57998
m3plates,5,30,25000,11107,6639,128.212660451,3726.98353293,8345,63.9371202205,1226.41625616,8345,165.30102989,2720.15842666,8345,26.2230635655,1015.75887393,8345,310.942234651,6679.07444668,8345,944.514996279,6310.8365019,8345,905.524191351,5984.67548077,8345,970.454053185,5864.8409894,8345,1018.56914869,5703.60824742,8345
k3plates,5,30,500,11107,378927,60.0433597088,7866.99653979,24325,1264.04140803,7807.56181319,55304,172.322329464,7655.09090909,24325,311.188276948,8846.54474708,55304,292.720305508,7513.4236616,24325,110.03324661,9130.77108434,55304,78.5456508296,9272.27569331,24325,1252.61451269,9182.39903069,24325,416.705410317,10015.69163,24325
qa8fk,5,30,25,66127,1660579,433.697625331,7283.24122807,15909,643.914602777,7199.04190751,26317,156.941814114,7502.61596386,15909,809.504833892,6957.73324022,26317,892.876913383,7036.35169492,15909,296.773227867,7326.08382353,26317,1297.69725024,7096.49145299,15909,304.42673425,8193.64638158,15909,135.513979597,8275.31063123,15909
qa8fm,5,30,25,66127,1660579,731.145271814,6938.35236769,6554,498.127904139,7199.04190751,44583,629.984067131,7116.76714286,6554,314.10078499,7240.89680233,44583,534.349543313,7240.89680233,6554,311.988092214,7262.00728863,44583,634.357334222,7808.36520376,6554,226.542460236,8220.68811881,6554,226.542460236,8220.68811881,6554
viscoplastic1,5,30,2500,4326,61166,752.520851784,7057.61538462,64578,81.692804884,6488.61386139,16951,276.915331379,7684.17085427,64578,88.6555298105,6216.05691057,16951,268.577458959,7626.68329177,64578,9.09494701773e-13,6241.42857143,16951,107.79725345,8169.99109528,64578,760.709237021,8363.62807657,64578,243.746693014,8779.80861244,64578
viscoplastic2,5,30,500,32769,381326,366.863239527,7328.49455477,56153,193.509419683,5113.89360751,16212,1051.59736798,6593.53314121,56153,28.1261956925,4673.1127451,16212,392.402657312,7496.57929227,56153,35.8315855977,4665.48939641,16212,106.03816094,7074.69387755,56153,86.9191869638,7323.8028169,56153,322.426426547,7194.83018868,56153
c-65,5,30,500,48066,360428,597.122945873,6017.16193656,5998,74.1174558438,3226.75022381,33900,182.717855993,6513.75903614,5998,108.825023034,2980.38588754,33900,312.815904619,7291.19352664,5998,39.158142907,5243.86032978,33900,124.960485964,7271.58036315,5998,89.0425733542,7723.45714286,5998,778.618389388,6962.54990341,5998
c-37,5,30,2500,8204,74676,572.668794747,6687.40298507,3183,52.0314429724,3675,49270,693.286197198,6523.82061736,3183,14.2170819664,3322.87155147,49270,388.114313291,7833.14685315,3183,33.4502060499,5818.90909091,49270,1230.34951362,6851.00917431,3183,81.4163411982,8058.56115108,3183,121.499496675,7899.43582511,3183
c-38,5,30,2500,8127,77689,468.011591616,7088.41240876,20980,139.878042141,3944.93906567,45966,427.210801228,7088.41240876,20980,17.1420750242,3712.4402676,45966,1062.52491604,7110.03660769,20980,180.549292542,6309.33946941,45966,741.605960459,7753.39321357,20980,88.4659348074,8506.09489051,20980,82.3388438324,8389.74082073,20980
c-53,5,30,500,30235,355139,321.941345806,7041.75148711,35041,18.1058492559,4169.9295499,55050,368.030884307,7023.18391562,35041,311.641981124,3566.84633411,55050,646.105515067,7933.11243485,35041,88.8395488458,6488.53227771,55050,104.187536435,8151.6220352,35041,61.8724917853,8475.87112172,35041,817.622008088,7933.11243485,35041
c-44,5,30,2500,10728,85000,281.697059788,6562.01749871,14463,48.4373071096,3440.36697248,22939,460.050354393,6692.91338583,14463,6.84308231785,3122.7038942,22939,75.5499736384,8110.6870229,14463,309.947486343,5572.55244755,22939,308.589685207,7779.13361806,14463,351.626066242,7722.59236826,14463,159.114578269,7875.23162446,14463
c-50,5,30,500,22401,180245,402.138095518,6346.65492958,44205,36.3214191647,3396.57663317,21860,288.127673686,6578.28467153,44205,24.13827798,3091.68096055,21860,252.327685876,7691.82076814,44205,313.661692654,5423.62086259,21860,1160.6564866,6316.99766355,44205,132.771328493,7893.94160584,44205,267.022785127,7680.89488636,44205
c-25,5,30,5000,3797,49635,313.532376,7193.47826087,65173,211.643134761,4413.30764671,55755,241.001011245,7612.73006135,65173,18.7613583635,4332.4119872,55755,1010.04496543,7299.26470588,65173,181.845546531,6132.82537068,55755,164.191531319,8083.8762215,65173,64.1439363165,8518.59267735,65173,292.389729243,8351.37408861,65173
c-46,5,30,500,14913,130397,168.656778165,7138.52189781,36849,231.072809043,3437.53075571,45325,185.937362651,6948.330373,36849,170.376147251,3315.1779661,45325,327.287576025,7999.81595092,36849,214.764492212,6036.89814815,45325,239.713701592,8016.20901639,36849,319.357140149,8340.95948827,36849,683.456298786,8166.82672234,36849
c-45,5,30,500,13206,174452,270.653555437,7248.69806094,34059,36.1611758427,4268.8091354,62106,440.643354456,7179.09465021,34059,60.1134671249,4004.25401683,62106,200.36962575,8051.63076923,34059,117.166150106,6624.75949367,62106,217.797063321,8294.07290016,34059,1346.25095012,6814.53125,34059,207.280078805,8496.03896104,34059
c-18,5,30,5000,2169,15145,603.230785099,6215.45827633,59080,31.4853615755,3287.62662808,63161,394.153792477,6565.75144509,59080,37.9136123727,2981.2992126,63161,219.318905427,7793.31046312,59080,70.588762656,5421.83770883,63161,1052.63721707,5939.21568627,59080,306.896079494,7779.96575342,59080,642.253680659,7387.80487805,59080
c-35,5,30,2500,6537,62891,131.052942004,7157.54931715,32747,37.9085315549,4106.94383979,38371,1033.48581804,6781.91948239,32747,36.7097835045,3852.04164965,38371,378.11619982,7974.34488588,32747,100.143133327,6218.62228082,38371,89.7486305206,8111.47893379,32747,169.840145515,8363.16489362,32747,323.133994255,8253.41207349,32747
c-33,5,30,2500,6317,56123,613.589347307,6872.20408163,62963,113.870041815,3583.84418902,47671,76.0857282798,7152.46389125,62963,103.758102634,3331.4008706,47671,220.763649949,8125.91698842,62963,246.9629141,5813.84668508,47671,109.115774846,7926.97740113,62963,116.864720402,8118.08100289,62963,1183.4124142,6980.47263682,62963
c-48,5,30,500,18354,166080,636.870477017,6599.20529801,19101,47.6781546098,3553.78031384,45888,352.531989504,6660.96256684,19101,87.1097453426,3212.37911025,45888,254.159132643,7846.2992126,19101,384.736207646,5636.19909502,45888,1150.48276141,7057.22379603,19101,663.056834759,7712.69349845,19101,345.116496766,7736.64596273,19101
c-56,5,30,500,35910,380240,129.460836234,7019.81538462,9690,17.8769121869,3996.91660827,5362,624.518293607,6694.36619718,9690,124.370733324,3568.09508915,5362,174.359828408,7791.80327869,9690,447.213247699,5775.79746835,5362,280.916615858,7738.94165536,9690,204.071928909,8101.70454545,9690,174.329354796,8061.6254417,9690
c-42,5,30,500,10471,110285,183.871967863,7255.59210526,2239,40.7480116924,3924.73309609,24717,1413.44011585,5855.84070796,2239,347.120254694,3400.35971223,24717,451.117120519,8129.11547912,2239,147.819031859,5897.59358289,24717,377.838012516,7676.45011601,2239,917.738089411,7623.38709677,2239,890.608959467,7588.41743119,2239
c-21,5,30,5000,3509,32145,245.584558983,6947.76657061,7996,172.591687702,3662.5522218,58709,80.1474364036,7127.49445676,7996,21.4942643298,3514.39504373,58709,224.840050626,7821.16788321,7996,58.4131880176,6257.94938352,58709,486.063377311,8049.66611018,7996,494.476055823,8429.63286713,7996,280.55092887,8349.35064935,7996
c-27,5,30,5000,4563,30927,123.988774275,6646.2034384,2053,170.775327288,3100.96925134,49578,327.72403436,6403.10559006,2053,77.4706999199,2877.82258065,49578,133.195293894,7790.17632242,2053,433.18117734,5111.90082645,49578,79.426360188,7494.42649435,2053,110.848413228,7896.25531915,2053,149.150510548,7770.60301508,2053
c-26,5,30,5000,4307,34537,108.363967583,7057.97002725,41498,311.424173584,3507.48138118,61724,102.024759066,7014.96276236,41498,24.5369981605,3295.51526718,61724,1052.02817597,6907.4,41498,178.454794696,5699.17491749,61724,302.555372394,7703.42007435,41498,210.46197258,8063.11284047,41498,279.05233423,7927.39097169,41498
c-20,5,30,5000,2921,20445,331.003151043,6652.38611714,25366,24.0209574226,3192.86829776,38307,328.866463013,6442.75210084,25366,79.9590659549,2799.40666362,38307,381.094964574,7853.39308579,25366,76.0672890666,5611.61939616,38307,913.775449662,6703.27868852,25366,204.415987902,8221.84986595,25366,269.58195446,8221.84986595,25366
c-24,5,30,5000,4119,35699,162.636171193,7064.44591029,51471,15.3347545527,3710.91476091,28968,472.746861113,6896.13650998,51471,12.8299209836,3374.19659735,28968,159.512958272,7956.68647845,51471,135.519738662,6040.43993232,28968,1227.40638461,6852.01535509,51471,443.618278901,8169.10755149,51471,119.716888527,8175.34351145,51471
c-31,5,30,2500,5339,78571,128.934469808,7516.35841837,25279,363.173072941,4410.79715569,39259,441.514391017,7421.69395466,25279,23.4105852128,4291.93372178,39259,136.888460825,8264.83169705,25279,325.14634917,6569.48160535,39259,174.396948909,8358.61702128,25279,361.006443124,8743.06379822,25279,93.5373416536,8795.26119403,25279
c-67,5,30,500,57975,530229,529.461661554,6754.50955414,33031,96.2300820933,3490.64516129,54681,745.328308894,6314.7558555,33031,16.0981149832,3229.16565164,54681,1024.61864708,7120.35362578,33031,29.2329239714,5837.38348624,54681,74.2702674067,7874.68811881,33031,179.520078252,8082.75914634,33031,886.564061504,7538.80094787,33031
c-40,5,30,2500,9941,81501,210.928849237,7170.17595308,65006,14.1411052471,3411.9871616,12467,357.570701194,6814.46488294,65006,13.951045249,3127.43668457,12467,202.15648619,8064.08311346,65006,168.848972763,5755.72033898,12467,288.656276024,7877.02963918,65006,210.285611479,8188.31212324,65006,340.37781522,8112.24286662,65006
c-36,5,30,2500,7479,65941,422.729907524,7115.9352518,63561,17.0269958359,3632.4458318,59088,73.4928664157,7110.81955428,63561,184.960138501,3271.96493549,59088,367.111567408,8067.82218597,63561,317.735690802,6053.33537332,59088,303.123992008,8074.40816327,63561,104.882576022,8526.85344828,63561,101.855705111,8375.23285351,63561
c-28,5,30,5000,4598,30590,360.654141661,6747.79411765,45562,17.8368338707,3305.83573487,60109,66.4710951763,6674.18181818,45562,169.833602147,2909.63855422,60109,487.331386894,7412.76252019,45562,225.563084289,4918.00643087,60109,205.22119438,7186.3743148,45562,192.684121123,7590.5707196,45562,503.835449214,7237.38170347,45562
c-47,5,30,500,15343,211401,425.655482075,7223.26879271,23298,62.8858665378,4211.1752988,62586,60.6145011272,7272.97018349,23298,31.4774716653,3862.38124239,62586,150.59731188,7977.39622642,23298,226.842380589,5839.80662983,62586,282.411314135,7734.18292683,23298,460.697224421,7917.64044944,23298,360.591551452,7897.92029888,23298
c-64b,5,30,500,51035,707601,770.086013542,6876.58892128,42352,32.7085425875,4551.46440823,24060,710.734952356,6816.96531792,42352,15.1602840176,4009.82810729,24060,671.632699313,7453.6622191,42352,35.9305547635,6370.95738295,24060,48.3924408651,8105.395189,42352,61.6511946295,8464.12679426,42352,96.9655557745,8400.48674317,42352
c-39,5,30,500,9271,116587,212.495775745,7037.44466801,56643,81.996017178,4193.77697842,62223,874.648543151,5431.07142857,56643,43.8029392322,3740.75935829,62223,272.137026932,8096.31944444,56643,152.082989966,5958.44974446,62223,188.77294434,7842.17488789,56643,754.647383538,7824.63087248,56643,657.634883152,7842.17488789,56643
c-54,5,30,500,31793,385987,57.4732461293,7112.78255528,37635,310.993984626,4165.32733813,40029,139.228619914,7201.25,37635,7.14150722525,3937.30363822,40029,1311.62590489,6639.68463303,37635,50.8226513794,6394.04196576,40029,184.898831482,8052.57997218,37635,177.056893315,8409.30283224,37635,69.4945009634,8421.53454545,37635
c-51,5,30,500,23196,203048,194.503345275,6686.54226125,59116,27.3620539881,3617.24465558,42385,259.737326876,6716.030871,59116,29.1421098356,3226.39830508,42385,143.173959922,7900.70038911,59116,446.008071228,5692.93457944,42385,98.3317474749,7769.69387755,59116,143.173959922,7900.70038911,59116,106.198473441,7849.79381443,59116
